"","month","value","year","Departamento","Municipio","variable","sector"
"31032","Marzo",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41032","Abril",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51032","Mayo",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61032","Junio",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71032","Julio",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81032","Agosto",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91032","Septiembre",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101032","Octubre",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111082","Noviembre",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121032","Diciembre",NA,2016,"76 - Valle del Cauca","76041 - Ansermanuevo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12083","Enero",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21033","Febrero",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31033","Marzo",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41033","Abril",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51033","Mayo",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61033","Junio",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71033","Julio",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81033","Agosto",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91033","Septiembre",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101033","Octubre",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111083","Noviembre",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121033","Diciembre",NA,2016,"76 - Valle del Cauca","76054 - Argelia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12084","Enero",21,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21034","Febrero",27,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31034","Marzo",32,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41034","Abril",33,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51034","Mayo",33,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61034","Junio",31,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71034","Julio",27,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81034","Agosto",24,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91034","Septiembre",30,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101034","Octubre",29,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111084","Noviembre",31,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121034","Diciembre",29,2016,"76 - Valle del Cauca","76100 - Bolívar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12085","Enero",156,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21035","Febrero",161,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31035","Marzo",170,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41035","Abril",179,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51035","Mayo",179,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61035","Junio",194,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71035","Julio",199,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81035","Agosto",197,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91035","Septiembre",195,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101035","Octubre",196,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111085","Noviembre",189,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121035","Diciembre",176,2016,"76 - Valle del Cauca","76109 - Buenaventura","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12086","Enero",8,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21036","Febrero",10,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31036","Marzo",10,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41036","Abril",10,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51036","Mayo",9,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61036","Junio",10,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71036","Julio",10,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81036","Agosto",10,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91036","Septiembre",11,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101036","Octubre",11,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111086","Noviembre",14,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121036","Diciembre",12,2016,"76 - Valle del Cauca","76111 - Guadalajara De Buga","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12087","Enero",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21037","Febrero",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31037","Marzo",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41037","Abril",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51037","Mayo",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61037","Junio",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71037","Julio",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81037","Agosto",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91037","Septiembre",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101037","Octubre",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111087","Noviembre",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121037","Diciembre",NA,2016,"76 - Valle del Cauca","76113 - Bugalagrande","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12088","Enero",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21038","Febrero",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31038","Marzo",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41038","Abril",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51038","Mayo",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61038","Junio",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71038","Julio",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81038","Agosto",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91038","Septiembre",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101038","Octubre",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111088","Noviembre",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121038","Diciembre",1,2016,"76 - Valle del Cauca","76122 - Caicedonia","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12089","Enero",3,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21039","Febrero",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31039","Marzo",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41039","Abril",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51039","Mayo",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61039","Junio",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71039","Julio",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81039","Agosto",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91039","Septiembre",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101039","Octubre",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111089","Noviembre",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121039","Diciembre",4,2016,"76 - Valle del Cauca","76126 - Calima","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12090","Enero",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21040","Febrero",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31040","Marzo",2,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41040","Abril",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51040","Mayo",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61040","Junio",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71040","Julio",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81040","Agosto",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91040","Septiembre",2,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101040","Octubre",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111090","Noviembre",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121040","Diciembre",1,2016,"76 - Valle del Cauca","76130 - Candelaria","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12091","Enero",3,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21041","Febrero",3,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31041","Marzo",3,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41041","Abril",3,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51041","Mayo",3,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61041","Junio",3,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71041","Julio",2,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81041","Agosto",2,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91041","Septiembre",2,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101041","Octubre",2,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111091","Noviembre",2,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121041","Diciembre",2,2016,"76 - Valle del Cauca","76147 - Cartago","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12092","Enero",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21042","Febrero",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31042","Marzo",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41042","Abril",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51042","Mayo",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61042","Junio",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71042","Julio",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81042","Agosto",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91042","Septiembre",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101042","Octubre",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111092","Noviembre",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121042","Diciembre",1,2016,"76 - Valle del Cauca","76233 - Dagua","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12093","Enero",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21043","Febrero",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31043","Marzo",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41043","Abril",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51043","Mayo",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61043","Junio",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71043","Julio",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81043","Agosto",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91043","Septiembre",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101043","Octubre",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111093","Noviembre",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121043","Diciembre",NA,2016,"76 - Valle del Cauca","76243 - El Águila","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12094","Enero",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21044","Febrero",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31044","Marzo",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41044","Abril",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51044","Mayo",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61044","Junio",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71044","Julio",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81044","Agosto",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91044","Septiembre",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101044","Octubre",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111094","Noviembre",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121044","Diciembre",NA,2016,"76 - Valle del Cauca","76246 - El Cairo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12095","Enero",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21045","Febrero",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31045","Marzo",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41045","Abril",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51045","Mayo",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61045","Junio",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71045","Julio",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81045","Agosto",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91045","Septiembre",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101045","Octubre",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111095","Noviembre",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121045","Diciembre",2,2016,"76 - Valle del Cauca","76248 - El Cerrito","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12096","Enero",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"21046","Febrero",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"31046","Marzo",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"41046","Abril",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"51046","Mayo",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"61046","Junio",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"71046","Julio",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"81046","Agosto",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"91046","Septiembre",1,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"101046","Octubre",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"111096","Noviembre",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"121046","Diciembre",NA,2016,"76 - Valle del Cauca","76250 - El Dovio","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12097","Enero",NA,2016,"76 - Valle del Cauca","76275 - Florida","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
