"dane_code","department","municipality","cod_dde_2026","cod_mme_2026","municipality_2026","pvs1_petro_2022","petro_winner_2022","winner_name_2022","share_cepeda_2026","cepeda_winner_2026","winner_name_2026","total_votes_2026","match_type","switched_plurality","petro_share_diff","petro_supporter_switched"
"05001","Antioquia","Medellin","01","001","MEDELLIN",0.244699999690056,FALSE,"federico_gutiérrez",0.242316658106102,FALSE,"ABELARDO DE LA ESPRIELLA",1240183,"exact",FALSE,-0.00238334158395376,"Did not vote Petro before"
"05002","Antioquia","Abejorral","01","004","ABEJORRAL",0.0940999984741211,FALSE,"federico_gutiérrez",0.122222222222222,FALSE,"ABELARDO DE LA ESPRIELLA",7560,"exact",FALSE,0.0281222237481011,"Did not vote Petro before"
"05004","Antioquia","Abriaqui","01","007","ABRIAQUI",0.0571999996900558,FALSE,"federico_gutiérrez",0.0929808568824066,FALSE,"ABELARDO DE LA ESPRIELLA",1097,"exact",FALSE,0.0357808571923507,"Did not vote Petro before"
"05021","Antioquia","Alejandria","01","010","ALEJANDRIA",0.116200000047684,FALSE,"federico_gutiérrez",0.140942028985507,FALSE,"ABELARDO DE LA ESPRIELLA",2760,"exact",FALSE,0.0247420289378235,"Did not vote Petro before"
"05030","Antioquia","Amaga","01","013","AMAGA",0.197999998927116,FALSE,"federico_gutiérrez",0.293313184737439,FALSE,"ABELARDO DE LA ESPRIELLA",13235,"exact",FALSE,0.0953131858103222,"Did not vote Petro before"
"05031","Antioquia","Amalfi","01","016","AMALFI",0.146799996495247,FALSE,"federico_gutiérrez",0.168738898756661,FALSE,"ABELARDO DE LA ESPRIELLA",6756,"exact",FALSE,0.0219389022614138,"Did not vote Petro before"
"05034","Antioquia","Andes","01","019","ANDES",0.147399991750717,FALSE,"federico_gutiérrez",0.144851362043631,FALSE,"ABELARDO DE LA ESPRIELLA",17694,"exact",FALSE,-0.00254862970708655,"Did not vote Petro before"
"05036","Antioquia","Angelopolis","01","022","ANGELOPOLIS",0.143399998545647,FALSE,"federico_gutiérrez",0.18471986417657,FALSE,"ABELARDO DE LA ESPRIELLA",2945,"exact",FALSE,0.0413198656309238,"Did not vote Petro before"
"05038","Antioquia","Angostura","01","025","ANGOSTURA",0.106300003826618,FALSE,"federico_gutiérrez",0.152440687210254,FALSE,"ABELARDO DE LA ESPRIELLA",3667,"exact",FALSE,0.0461406833836354,"Did not vote Petro before"
"05040","Antioquia","Anori","01","028","ANORI",0.24940000474453,FALSE,"rodolfo_hernández",0.333507716453047,FALSE,"ABELARDO DE LA ESPRIELLA",3823,"exact",FALSE,0.0841077117085176,"Did not vote Petro before"
"05044","Antioquia","Anza","01","034","ANZA",0.130300000309944,FALSE,"federico_gutiérrez",0.135547272111149,FALSE,"ABELARDO DE LA ESPRIELLA",2951,"exact",FALSE,0.0052472718012046,"Did not vote Petro before"
"05045","Antioquia","Apartado","01","035","APARTADO",0.527700006961823,TRUE,"gustavo_petro",0.588054465561201,TRUE,"IVÁN CEPEDA CASTRO",55301,"exact",FALSE,0.0603544585993789,"No Switch (Still Petro)"
"05051","Antioquia","Arboletes","01","037","ARBOLETES",0.400999993085861,TRUE,"gustavo_petro",0.420365268850117,FALSE,"ABELARDO DE LA ESPRIELLA",9801,"exact",TRUE,0.0193652757642561,"Switched (Voted Petro before, not anymore)"
"05055","Antioquia","Argelia","01","039","ARGELIA",0.0733999982476234,FALSE,"federico_gutiérrez",0.10450563204005,FALSE,"ABELARDO DE LA ESPRIELLA",3196,"exact",FALSE,0.0311056337924266,"Did not vote Petro before"
"05059","Antioquia","Armenia","01","040","ARMENIA",0.108999997377396,FALSE,"federico_gutiérrez",0.17353579175705,FALSE,"ABELARDO DE LA ESPRIELLA",2305,"exact",FALSE,0.0645357943796543,"Did not vote Petro before"
"05079","Antioquia","Barbosa","01","043","BARBOSA",0.254299998283386,FALSE,"federico_gutiérrez",0.282509381628324,FALSE,"ABELARDO DE LA ESPRIELLA",24516,"exact",FALSE,0.0282093833449381,"Did not vote Petro before"
"05086","Antioquia","Belmira","01","046","BELMIRA",0.0973999947309494,FALSE,"federico_gutiérrez",0.12666907253699,FALSE,"ABELARDO DE LA ESPRIELLA",2771,"exact",FALSE,0.0292690778060408,"Did not vote Petro before"
"05088","Antioquia","Bello","01","049","BELLO",0.26910001039505,FALSE,"federico_gutiérrez",0.277141542304911,FALSE,"ABELARDO DE LA ESPRIELLA",228165,"exact",FALSE,0.00804153190986084,"Did not vote Petro before"
"05091","Antioquia","Betania","01","052","BETANIA",0.108599998056889,FALSE,"federico_gutiérrez",0.134751773049645,FALSE,"ABELARDO DE LA ESPRIELLA",3666,"exact",FALSE,0.0261517749927568,"Did not vote Petro before"
"05093","Antioquia","Betulia","01","055","BETULIA",0.0832000002264977,FALSE,"federico_gutiérrez",0.106084516920919,FALSE,"ABELARDO DE LA ESPRIELLA",5703,"exact",FALSE,0.0228845166944212,"Did not vote Petro before"
"05107","Antioquia","Briceno","01","062","BRICEÑO",0.231299996376038,FALSE,"rodolfo_hernández",0.23146186440678,FALSE,"ABELARDO DE LA ESPRIELLA",1888,"exact",FALSE,0.000161868030742057,"Did not vote Petro before"
"05113","Antioquia","Buritica","01","061","BURITICA",0.259099990129471,FALSE,"federico_gutiérrez",0.302136031478359,FALSE,"ABELARDO DE LA ESPRIELLA",3558,"exact",FALSE,0.0430360413488878,"Did not vote Petro before"
"05120","Antioquia","Caceres","01","064","CACERES",0.455900013446808,TRUE,"gustavo_petro",0.559679655013091,TRUE,"IVÁN CEPEDA CASTRO",6493,"exact",FALSE,0.103779641566283,"No Switch (Still Petro)"
"05125","Antioquia","Caicedo","01","067","CAICEDO",0.151099994778633,FALSE,"federico_gutiérrez",0.159237726098191,FALSE,"ABELARDO DE LA ESPRIELLA",3096,"exact",FALSE,0.00813773131955808,"Did not vote Petro before"
"05129","Antioquia","Caldas","01","070","CALDAS",0.258199989795685,FALSE,"federico_gutiérrez",0.283226513745994,FALSE,"ABELARDO DE LA ESPRIELLA",47432,"exact",FALSE,0.0250265239503095,"Did not vote Petro before"
"05134","Antioquia","Campamento","01","073","CAMPAMENTO",0.157600000500679,FALSE,"federico_gutiérrez",0.205400192864031,FALSE,"ABELARDO DE LA ESPRIELLA",2074,"exact",FALSE,0.0478001923633518,"Did not vote Petro before"
"05138","Antioquia","Canasgordas","01","076","CAÑASGORDAS",0.100600004196167,FALSE,"federico_gutiérrez",0.137621935143686,FALSE,"ABELARDO DE LA ESPRIELLA",7586,"exact",FALSE,0.0370219309475187,"Did not vote Petro before"
"05142","Antioquia","Caracoli","01","078","CARACOLI",0.17620000243187,FALSE,"federico_gutiérrez",0.223505775991964,FALSE,"ABELARDO DE LA ESPRIELLA",1991,"exact",FALSE,0.0473057735600943,"Did not vote Petro before"
"05145","Antioquia","Caramanta","01","079","CARAMANTA",0.144600003957748,FALSE,"federico_gutiérrez",0.159917355371901,FALSE,"ABELARDO DE LA ESPRIELLA",2420,"exact",FALSE,0.0153173514141524,"Did not vote Petro before"
"05147","Antioquia","Carepa","01","080","CAREPA",0.47749999165535,TRUE,"gustavo_petro",0.562302593531741,TRUE,"IVÁN CEPEDA CASTRO",22479,"exact",FALSE,0.084802601876391,"No Switch (Still Petro)"
"05150","Antioquia","Carolina","01","085","CAROLINA",0.185400009155273,FALSE,"federico_gutiérrez",0.201082431307244,FALSE,"ABELARDO DE LA ESPRIELLA",2402,"exact",FALSE,0.0156824221519705,"Did not vote Petro before"
"05154","Antioquia","Caucasia","01","088","CAUCASIA",0.39630001783371,TRUE,"gustavo_petro",0.502957791515668,TRUE,"IVÁN CEPEDA CASTRO",37528,"exact",FALSE,0.106657773681959,"No Switch (Still Petro)"
"05172","Antioquia","Chigorodo","01","106","CHIGORODO",0.446699976921082,TRUE,"gustavo_petro",0.533627744915323,TRUE,"IVÁN CEPEDA CASTRO",24682,"exact",FALSE,0.0869277679942414,"No Switch (Still Petro)"
"05190","Antioquia","Cisneros","01","091","CISNEROS",0.186499997973442,FALSE,"federico_gutiérrez",0.247060596924932,FALSE,"ABELARDO DE LA ESPRIELLA",6634,"exact",FALSE,0.0605605989514901,"Did not vote Petro before"
"05197","Antioquia","Cocorna","01","094","COCORNA",0.103699997067451,FALSE,"federico_gutiérrez",0.115476325650051,FALSE,"ABELARDO DE LA ESPRIELLA",8807,"exact",FALSE,0.0117763285825996,"Did not vote Petro before"
"05206","Antioquia","Concepcion","01","097","CONCEPCION",0.0830000042915344,FALSE,"federico_gutiérrez",0.100688156465049,FALSE,"ABELARDO DE LA ESPRIELLA",2761,"exact",FALSE,0.0176881521735145,"Did not vote Petro before"
"05209","Antioquia","Concordia","01","100","CONCORDIA",0.100699998438358,FALSE,"federico_gutiérrez",0.131111757857974,FALSE,"ABELARDO DE LA ESPRIELLA",6872,"exact",FALSE,0.0304117594196161,"Did not vote Petro before"
"05212","Antioquia","Copacabana","01","103","COPACABANA",0.286500006914139,FALSE,"federico_gutiérrez",0.284512979332,FALSE,"ABELARDO DE LA ESPRIELLA",46497,"exact",FALSE,-0.00198702758213887,"Did not vote Petro before"
"05234","Antioquia","Dabeiba","01","109","DABEIBA",0.292800009250641,FALSE,"rodolfo_hernández",0.372119669000637,FALSE,"ABELARDO DE LA ESPRIELLA",7855,"exact",FALSE,0.0793196597499957,"Did not vote Petro before"
"05237","Antioquia","Donmatias","01","112","DON MATIAS",0.125200003385544,FALSE,"federico_gutiérrez",0.127808136004857,FALSE,"ABELARDO DE LA ESPRIELLA",9882,"exact",FALSE,0.0026081326193135,"Did not vote Petro before"
"05240","Antioquia","Ebejico","01","115","EBEJICO",0.115200005471706,FALSE,"federico_gutiérrez",0.167730496453901,FALSE,"ABELARDO DE LA ESPRIELLA",5640,"exact",FALSE,0.0525304909821943,"Did not vote Petro before"
"05250","Antioquia","El Bagre","01","117","EL BAGRE",0.370600014925003,TRUE,"gustavo_petro",0.45391621129326,TRUE,"IVÁN CEPEDA CASTRO",13725,"exact",FALSE,0.0833161963682574,"No Switch (Still Petro)"
"05264","Antioquia","Entrerrios","01","118","ENTRERRIOS",0.116800002753735,FALSE,"rodolfo_hernández",0.132841960918752,FALSE,"ABELARDO DE LA ESPRIELLA",5834,"exact",FALSE,0.0160419581650176,"Did not vote Petro before"
"05266","Antioquia","Envigado","01","121","ENVIGADO",0.166700005531311,FALSE,"federico_gutiérrez",0.146072339311906,FALSE,"ABELARDO DE LA ESPRIELLA",164309,"exact",FALSE,-0.0206276662194048,"Did not vote Petro before"
"05282","Antioquia","Fredonia","01","124","FREDONIA",0.166900008916855,FALSE,"federico_gutiérrez",0.233069977426637,FALSE,"ABELARDO DE LA ESPRIELLA",8860,"exact",FALSE,0.0661699685097817,"Did not vote Petro before"
"05284","Antioquia","Frontino","01","127","FRONTINO",0.236100003123283,FALSE,"federico_gutiérrez",0.304386884264111,FALSE,"ABELARDO DE LA ESPRIELLA",6679,"exact",FALSE,0.068286881140828,"Did not vote Petro before"
"05306","Antioquia","Giraldo","01","130","GIRALDO",0.25330001115799,FALSE,"federico_gutiérrez",0.305439330543933,FALSE,"ABELARDO DE LA ESPRIELLA",2868,"exact",FALSE,0.0521393193859436,"Did not vote Petro before"
"05308","Antioquia","Girardota","01","133","GIRARDOTA",0.260300010442734,FALSE,"federico_gutiérrez",0.264333188396795,FALSE,"ABELARDO DE LA ESPRIELLA",32198,"exact",FALSE,0.00403317795406105,"Did not vote Petro before"
"05310","Antioquia","Gomez Plata","01","136","GOMEZ PLATA",0.120900005102158,FALSE,"federico_gutiérrez",0.145872915347266,FALSE,"ABELARDO DE LA ESPRIELLA",4737,"exact",FALSE,0.0249729102451086,"Did not vote Petro before"
"05313","Antioquia","Granada","01","139","GRANADA",0.0981999933719635,FALSE,"federico_gutiérrez",0.0986434433093284,FALSE,"ABELARDO DE LA ESPRIELLA",5971,"exact",FALSE,0.00044344993736492,"Did not vote Petro before"
"05315","Antioquia","Guadalupe","01","140","GUADALUPE",0.278200000524521,FALSE,"federico_gutiérrez",0.357862461673237,FALSE,"ABELARDO DE LA ESPRIELLA",2283,"exact",FALSE,0.0796624611487161,"Did not vote Petro before"
"05318","Antioquia","Guarne","01","142","GUARNE",0.184000000357628,FALSE,"federico_gutiérrez",0.198850009224525,FALSE,"ABELARDO DE LA ESPRIELLA",32522,"exact",FALSE,0.0148500088668971,"Did not vote Petro before"
"05321","Antioquia","Guatape","01","145","GUATAPE",0.146699994802475,FALSE,"federico_gutiérrez",0.133545044292161,FALSE,"ABELARDO DE LA ESPRIELLA",5983,"exact",FALSE,-0.0131549505103138,"Did not vote Petro before"
"05347","Antioquia","Heliconia","01","148","HELICONIA",0.140100002288818,FALSE,"federico_gutiérrez",0.201025641025641,FALSE,"ABELARDO DE LA ESPRIELLA",2925,"exact",FALSE,0.0609256387368227,"Did not vote Petro before"
"05353","Antioquia","Hispania","01","150","HISPANIA",0.202399998903275,FALSE,"federico_gutiérrez",0.181679389312977,FALSE,"ABELARDO DE LA ESPRIELLA",2620,"exact",FALSE,-0.0207206095902975,"Did not vote Petro before"
"05360","Antioquia","Itagui","01","151","ITAGUI",0.238999992609024,FALSE,"federico_gutiérrez",0.240829686338092,FALSE,"ABELARDO DE LA ESPRIELLA",164062,"exact",FALSE,0.00182969372906766,"Did not vote Petro before"
"05361","Antioquia","Ituango","01","154","ITUANGO",0.239799991250038,FALSE,"federico_gutiérrez",0.314430894308943,FALSE,"ABELARDO DE LA ESPRIELLA",4920,"exact",FALSE,0.074630903058905,"Did not vote Petro before"
"05364","Antioquia","Jardin","01","157","JARDIN",0.231600001454353,FALSE,"federico_gutiérrez",0.222945484133442,FALSE,"ABELARDO DE LA ESPRIELLA",8603,"exact",FALSE,-0.00865451732091152,"Did not vote Petro before"
"05368","Antioquia","Jerico","01","160","JERICO",0.145799994468689,FALSE,"federico_gutiérrez",0.175428571428571,FALSE,"ABELARDO DE LA ESPRIELLA",7000,"exact",FALSE,0.0296285769598825,"Did not vote Petro before"
"05376","Antioquia","La Ceja","01","163","LA CEJA",0.164300009608269,FALSE,"federico_gutiérrez",0.184182986993572,FALSE,"ABELARDO DE LA ESPRIELLA",46823,"exact",FALSE,0.0198829773853028,"Did not vote Petro before"
"05380","Antioquia","La Estrella","01","166","LA ESTRELLA",0.252600014209747,FALSE,"federico_gutiérrez",0.239774859287054,FALSE,"ABELARDO DE LA ESPRIELLA",42640,"exact",FALSE,-0.0128251549226929,"Did not vote Petro before"
"05390","Antioquia","La Pintada","01","170","LA PINTADA",0.181400001049042,FALSE,"federico_gutiérrez",0.315162741465996,FALSE,"ABELARDO DE LA ESPRIELLA",3779,"exact",FALSE,0.133762740416955,"Did not vote Petro before"
"05400","Antioquia","La Union","01","169","LA UNION",0.151800006628036,FALSE,"federico_gutiérrez",0.169369114210862,FALSE,"ABELARDO DE LA ESPRIELLA",14123,"exact",FALSE,0.0175691075828252,"Did not vote Petro before"
"05411","Antioquia","Liborina","01","172","LIBORINA",0.120299994945526,FALSE,"federico_gutiérrez",0.143825765358537,FALSE,"ABELARDO DE LA ESPRIELLA",4867,"exact",FALSE,0.023525770413011,"Did not vote Petro before"
"05425","Antioquia","Maceo","01","175","MACEO",0.143999993801117,FALSE,"federico_gutiérrez",0.195226300382797,FALSE,"ABELARDO DE LA ESPRIELLA",4441,"exact",FALSE,0.0512263065816797,"Did not vote Petro before"
"05440","Antioquia","Marinilla","01","178","MARINILLA",0.192699998617172,FALSE,"federico_gutiérrez",0.181735727798077,FALSE,"ABELARDO DE LA ESPRIELLA",38589,"exact",FALSE,-0.0109642708190951,"Did not vote Petro before"
"05467","Antioquia","Montebello","01","181","MONTEBELLO",0.141000002622604,FALSE,"federico_gutiérrez",0.181331747919144,FALSE,"ABELARDO DE LA ESPRIELLA",3364,"exact",FALSE,0.0403317452965395,"Did not vote Petro before"
"05475","Antioquia","Murindo","01","184","MURINDO",0.870700001716614,TRUE,"gustavo_petro",0.91304347826087,TRUE,"IVÁN CEPEDA CASTRO",1633,"exact",FALSE,0.0423434765442557,"No Switch (Still Petro)"
"05480","Antioquia","Mutata","01","187","MUTATA",0.408499985933304,TRUE,"gustavo_petro",0.515299260255548,TRUE,"IVÁN CEPEDA CASTRO",5948,"exact",FALSE,0.106799274322244,"No Switch (Still Petro)"
"05483","Antioquia","Narino","01","190","NARIÑO",0.0723999962210655,FALSE,"federico_gutiérrez",0.0829602317619173,FALSE,"ABELARDO DE LA ESPRIELLA",3797,"exact",FALSE,0.0105602355408518,"Did not vote Petro before"
"05490","Antioquia","Necocli","01","192","NECOCLI",0.353199988603592,TRUE,"gustavo_petro",0.383888072573947,FALSE,"ABELARDO DE LA ESPRIELLA",15653,"exact",TRUE,0.0306880839703556,"Switched (Voted Petro before, not anymore)"
"05495","Antioquia","Nechi","01","191","NECHI",0.34919998049736,TRUE,"gustavo_petro",0.3843399750934,FALSE,"ABELARDO DE LA ESPRIELLA",6424,"exact",TRUE,0.0351399945960395,"Switched (Voted Petro before, not anymore)"
"05501","Antioquia","Olaya","01","193","OLAYA",0.17620000243187,FALSE,"federico_gutiérrez",0.158506731946144,FALSE,"ABELARDO DE LA ESPRIELLA",1634,"exact",FALSE,-0.0176932704857251,"Did not vote Petro before"
"05541","Antioquia","Penol","01","196","PEÑOL",0.152400001883507,FALSE,"federico_gutiérrez",0.137064823400489,FALSE,"ABELARDO DE LA ESPRIELLA",11863,"exact",FALSE,-0.0153351784830179,"Did not vote Petro before"
"05543","Antioquia","Peque","01","199","PEQUE",0.199000000953674,FALSE,"federico_gutiérrez",0.286274509803922,FALSE,"ABELARDO DE LA ESPRIELLA",3060,"exact",FALSE,0.0872745088502472,"Did not vote Petro before"
"05576","Antioquia","Pueblorrico","01","202","PUEBLORRICO",0.174099996685982,FALSE,"federico_gutiérrez",0.155890410958904,FALSE,"ABELARDO DE LA ESPRIELLA",3650,"exact",FALSE,-0.0182095857270776,"Did not vote Petro before"
"05579","Antioquia","Puerto Berrio","01","205","PUERTO BERRIO",0.258199989795685,FALSE,"rodolfo_hernández",0.367383631883865,FALSE,"ABELARDO DE LA ESPRIELLA",15017,"exact",FALSE,0.10918364208818,"Did not vote Petro before"
"05591","Antioquia","Puerto Triunfo","01","206","PUERTO TRIUNFO",0.150100007653236,FALSE,"rodolfo_hernández",0.258594730238394,FALSE,"ABELARDO DE LA ESPRIELLA",7970,"exact",FALSE,0.108494722585158,"Did not vote Petro before"
"05604","Antioquia","Remedios","01","208","REMEDIOS",0.376399993896484,TRUE,"gustavo_petro",0.444720188609009,TRUE,"IVÁN CEPEDA CASTRO",8059,"exact",FALSE,0.0683201947125242,"No Switch (Still Petro)"
"05607","Antioquia","Retiro","01","211","RETIRO",0.114100001752377,FALSE,"federico_gutiérrez",0.121107462348545,FALSE,"ABELARDO DE LA ESPRIELLA",17662,"exact",FALSE,0.00700746059616834,"Did not vote Petro before"
"05615","Antioquia","Rionegro","01","214","RIONEGRO",0.182000011205673,FALSE,"federico_gutiérrez",0.178916779894673,FALSE,"ABELARDO DE LA ESPRIELLA",100829,"exact",FALSE,-0.00308323131100005,"Did not vote Petro before"
"05628","Antioquia","Sabanalarga","01","217","SABANALARGA",0.118000000715256,FALSE,"federico_gutiérrez",0.142172073342736,FALSE,"ABELARDO DE LA ESPRIELLA",3545,"exact",FALSE,0.0241720726274805,"Did not vote Petro before"
"05631","Antioquia","Sabaneta","01","218","SABANETA",0.200499996542931,FALSE,"federico_gutiérrez",0.167063569887653,FALSE,"ABELARDO DE LA ESPRIELLA",71386,"exact",FALSE,-0.0334364266552776,"Did not vote Petro before"
"05642","Antioquia","Salgar","01","220","SALGAR",0.0842000022530556,FALSE,"federico_gutiérrez",0.077966683839945,FALSE,"ABELARDO DE LA ESPRIELLA",5823,"exact",FALSE,-0.00623331841311053,"Did not vote Petro before"
"05649","Antioquia","San Carlos","01","226","SAN CARLOS",0.160199999809265,FALSE,"federico_gutiérrez",0.170188593501477,FALSE,"ABELARDO DE LA ESPRIELLA",8802,"exact",FALSE,0.00998859369221181,"Did not vote Petro before"
"05652","Antioquia","San Francisco","01","227","SAN FRANCISCO",0.135900005698204,FALSE,"federico_gutiérrez",0.15493455960382,FALSE,"ABELARDO DE LA ESPRIELLA",2827,"exact",FALSE,0.0190345539056163,"Did not vote Petro before"
"05656","Antioquia","San Jeronimo","01","229","SAN JERONIMO",0.130899995565414,FALSE,"federico_gutiérrez",0.18005284015852,FALSE,"ABELARDO DE LA ESPRIELLA",7570,"exact",FALSE,0.049152844593106,"Did not vote Petro before"
"05658","Antioquia","San Jose De La Montana","01","230","SAN JOSE DE LA MONTAÑA",0.11879999935627,FALSE,"federico_gutiérrez",0.119077306733167,FALSE,"ABELARDO DE LA ESPRIELLA",1604,"exact",FALSE,0.00027730737689724,"Did not vote Petro before"
"05659","Antioquia","San Juan De Uraba","01","231","SAN JUAN DE URABA",0.373699992895126,TRUE,"gustavo_petro",0.400802381260515,FALSE,"ABELARDO DE LA ESPRIELLA",7727,"exact",TRUE,0.0271023883653888,"Switched (Voted Petro before, not anymore)"
"05660","Antioquia","San Luis","01","232","SAN LUIS",0.134700000286102,FALSE,"rodolfo_hernández",0.152221412964312,FALSE,"ABELARDO DE LA ESPRIELLA",6865,"exact",FALSE,0.0175214126782094,"Did not vote Petro before"
"05665","Antioquia","San Pedro De Uraba","01","237","SAN PEDRO DE URABA",0.2483000010252,FALSE,"federico_gutiérrez",0.26137052759248,FALSE,"ABELARDO DE LA ESPRIELLA",11543,"exact",FALSE,0.0130705265672804,"Did not vote Petro before"
"05667","Antioquia","San Rafael","01","238","SAN RAFAEL",0.174799993634224,FALSE,"federico_gutiérrez",0.162849198993777,FALSE,"ABELARDO DE LA ESPRIELLA",7553,"exact",FALSE,-0.0119507946404466,"Did not vote Petro before"
"05670","Antioquia","San Roque","01","241","SAN ROQUE",0.106099992990494,FALSE,"federico_gutiérrez",0.140090983319725,FALSE,"ABELARDO DE LA ESPRIELLA",8573,"exact",FALSE,0.0339909903292309,"Did not vote Petro before"
"05679","Antioquia","Santa Barbara","01","247","SANTA BARBARA",0.195499986410141,FALSE,"federico_gutiérrez",0.240371506475801,FALSE,"ABELARDO DE LA ESPRIELLA",11736,"exact",FALSE,0.04487152006566,"Did not vote Petro before"
"05686","Antioquia","Santa Rosa De Osos","01","250","SANTA ROSA DE OSOS",0.13400000333786,FALSE,"federico_gutiérrez",0.139210737639096,FALSE,"ABELARDO DE LA ESPRIELLA",17434,"exact",FALSE,0.00521073430123592,"Did not vote Petro before"
"05690","Antioquia","Santo Domingo","01","253","SANTO DOMINGO",0.128700003027916,FALSE,"federico_gutiérrez",0.160096690219412,FALSE,"ABELARDO DE LA ESPRIELLA",5378,"exact",FALSE,0.0313966871914965,"Did not vote Petro before"
"05736","Antioquia","Segovia","01","259","SEGOVIA",0.463800013065338,TRUE,"gustavo_petro",0.529957321076822,TRUE,"IVÁN CEPEDA CASTRO",12184,"exact",FALSE,0.0661573080114839,"No Switch (Still Petro)"
"05756","Antioquia","Sonson","01","262","SONSON",0.0879999995231628,FALSE,"federico_gutiérrez",0.102147593843159,FALSE,"ABELARDO DE LA ESPRIELLA",16437,"exact",FALSE,0.0141475943199959,"Did not vote Petro before"
"05761","Antioquia","Sopetran","01","265","SOPETRAN",0.191299989819527,FALSE,"federico_gutiérrez",0.23040794417606,FALSE,"ABELARDO DE LA ESPRIELLA",7452,"exact",FALSE,0.0391079543565334,"Did not vote Petro before"
"05789","Antioquia","Tamesis","01","268","TAMESIS",0.188500002026558,FALSE,"federico_gutiérrez",0.229278543077282,FALSE,"ABELARDO DE LA ESPRIELLA",8566,"exact",FALSE,0.0407785410507243,"Did not vote Petro before"
"05790","Antioquia","Taraza","01","270","TARAZA",0.42220002412796,TRUE,"gustavo_petro",0.527520915896081,TRUE,"IVÁN CEPEDA CASTRO",6813,"exact",FALSE,0.105320891768121,"No Switch (Still Petro)"
"05792","Antioquia","Tarso","01","271","TARSO",0.256200015544891,FALSE,"federico_gutiérrez",0.257337883959044,FALSE,"ABELARDO DE LA ESPRIELLA",2930,"exact",FALSE,0.00113786841415303,"Did not vote Petro before"
"05809","Antioquia","Titiribi","01","274","TITIRIBI",0.141800001263618,FALSE,"federico_gutiérrez",0.200148625216745,FALSE,"ABELARDO DE LA ESPRIELLA",4037,"exact",FALSE,0.0583486239531266,"Did not vote Petro before"
"05819","Antioquia","Toledo","01","277","TOLEDO",0.187999993562698,FALSE,"federico_gutiérrez",0.234452394056136,FALSE,"ABELARDO DE LA ESPRIELLA",1817,"exact",FALSE,0.0464524004934381,"Did not vote Petro before"
"05837","Antioquia","Turbo","01","280","TURBO",0.545099973678589,TRUE,"gustavo_petro",0.598781241720392,TRUE,"IVÁN CEPEDA CASTRO",45292,"exact",FALSE,0.0536812680418033,"No Switch (Still Petro)"
"05842","Antioquia","Uramita","01","282","URAMITA",0.146300002932549,FALSE,"federico_gutiérrez",0.213137665967855,FALSE,"ABELARDO DE LA ESPRIELLA",2862,"exact",FALSE,0.0668376630353061,"Did not vote Petro before"
"05847","Antioquia","Urrao","01","283","URRAO",0.178899988532066,FALSE,"federico_gutiérrez",0.184002969286443,FALSE,"ABELARDO DE LA ESPRIELLA",10777,"exact",FALSE,0.00510298075437701,"Did not vote Petro before"
"05854","Antioquia","Valdivia","01","286","VALDIVIA",0.321899980306625,TRUE,"gustavo_petro",0.399366541894616,FALSE,"ABELARDO DE LA ESPRIELLA",3473,"exact",TRUE,0.0774665615879903,"Switched (Voted Petro before, not anymore)"
"05856","Antioquia","Valparaiso","01","289","VALPARAISO",0.228900000452995,FALSE,"federico_gutiérrez",0.29262960649594,FALSE,"ABELARDO DE LA ESPRIELLA",3202,"exact",FALSE,0.0637296060429448,"Did not vote Petro before"
"05858","Antioquia","Vegachi","01","290","VEGACHI",0.127100005745888,FALSE,"federico_gutiérrez",0.147286821705426,FALSE,"ABELARDO DE LA ESPRIELLA",4902,"exact",FALSE,0.0201868159595386,"Did not vote Petro before"
"05861","Antioquia","Venecia","01","292","VENECIA",0.144999995827675,FALSE,"federico_gutiérrez",0.180565247732031,FALSE,"ABELARDO DE LA ESPRIELLA",5732,"exact",FALSE,0.0355652519043558,"Did not vote Petro before"
"05873","Antioquia","Vigia Del Fuerte","01","291","VIGIA DEL FUERTE",0.715199947357178,TRUE,"gustavo_petro",0.750788643533123,TRUE,"IVÁN CEPEDA CASTRO",2219,"exact",FALSE,0.0355886961759453,"No Switch (Still Petro)"
"05885","Antioquia","Yali","01","293","YALI",0.141800001263618,FALSE,"federico_gutiérrez",0.208487845076226,FALSE,"ABELARDO DE LA ESPRIELLA",2427,"exact",FALSE,0.0666878438126073,"Did not vote Petro before"
"05887","Antioquia","Yarumal","01","295","YARUMAL",0.167500004172325,FALSE,"rodolfo_hernández",0.188089480048368,FALSE,"ABELARDO DE LA ESPRIELLA",16540,"exact",FALSE,0.0205894758760425,"Did not vote Petro before"
"05890","Antioquia","Yolombo","01","298","YOLOMBO",0.181500002741814,FALSE,"federico_gutiérrez",0.209332469215813,FALSE,"ABELARDO DE LA ESPRIELLA",7715,"exact",FALSE,0.0278324664739997,"Did not vote Petro before"
"05895","Antioquia","Zaragoza","01","301","ZARAGOZA",0.349700003862381,TRUE,"gustavo_petro",0.470037453183521,TRUE,"IVÁN CEPEDA CASTRO",6408,"exact",FALSE,0.12033744932114,"No Switch (Still Petro)"
"08001","Atlantico","Barranquilla","03","001","BARRANQUILLA",0.518999993801117,TRUE,"gustavo_petro",0.468820541760722,TRUE,"IVÁN CEPEDA CASTRO",602480,"exact",FALSE,-0.0501794520403946,"No Switch (Still Petro)"
