"Municipio","Anio","ProduccionTotal","NumeroCampos","DiferenciaCampos"
"URIBIA",2016,28426671,2,0
"URIBIA",2017,23000414.79,4,2
"URIBIA",2018,10609380.31,2,0
"URIBIA",2019,8260355.5,2,0
"URIBIA",2020,5911665.69,2,0
"URIBIA",2021,2808517.53,2,0
"VALLE DEL GUAMUEZ",2014,49354,2,0
"VALLE DEL GUAMUEZ",2015,62005,2,0
"VALLE DEL GUAMUEZ",2016,66423,2,0
"VALLE DEL GUAMUEZ",2017,40014.27,2,0
"VALLE DEL GUAMUEZ",2018,57398.25,2,0
"VALLE DEL GUAMUEZ",2019,29373.7,4,2
"VALLE DEL GUAMUEZ",2020,32376.16,2,0
"VALLE DEL GUAMUEZ",2021,15047.64,2,0
"VILLA NUEVA",2014,30365,3,0
"VILLA NUEVA",2015,43476,3,0
"VILLA NUEVA",2016,38187,2,-1
"VILLA NUEVA",2017,39343.44,10,7
"VILLA NUEVA",2018,34378.05,3,0
"VILLA NUEVA",2019,23415.7,4,1
"VILLA NUEVA",2020,10262.12,3,0
"VILLA NUEVA",2021,723.84,1,-2
"VILLAGARZON",2014,463187,4,0
"VILLAGARZON",2015,687294,3,-1
"VILLAGARZON",2016,487067,2,-2
"VILLAGARZON",2017,607707.88,5,1
"VILLAGARZON",2018,503069.04,5,1
"VILLAGARZON",2019,271149.72,5,1
"VILLAGARZON",2020,169931.62,4,0
"VILLAGARZON",2021,43512.7,5,1
"VILLAVICENCIO",2010,3065006,14,0
"VILLAVICENCIO",2011,2485282,13,-1
"VILLAVICENCIO",2012,2712651,12,-2
"VILLAVICENCIO",2013,2592460,10,-4
"VILLAVICENCIO",2014,2866403,13,-1
"VILLAVICENCIO",2015,2476781,11,-3
"VILLAVICENCIO",2016,2586541,10,-4
"VILLAVICENCIO",2017,1732755.34,17,3
"VILLAVICENCIO",2018,1325065.2,12,-2
"VILLAVICENCIO",2019,1626306.12,13,-1
"VILLAVICENCIO",2020,1545250.14,13,-1
"VILLAVICENCIO",2021,716826.37,11,-3
"VILLAVIEJA",2010,345,1,0
"VILLAVIEJA",2013,4519,1,0
"VILLAVIEJA",2014,1368515,2,1
"VILLAVIEJA",2015,60229,1,0
"VILLAVIEJA",2016,144471,1,0
"VILLAVIEJA",2017,70952.47,1,0
"VILLAVIEJA",2018,44598.29,1,0
"VILLAVIEJA",2019,36935.2,1,0
"VILLAVIEJA",2020,3107.58,1,0
"VILLAVIEJA",2021,2382.98,1,0
"YAGUARA",2010,21364,1,0
"YAGUARA",2012,60645,1,0
"YAGUARA",2013,90587,1,0
"YAGUARA",2014,95666,1,0
"YAGUARA",2015,167096,1,0
"YAGUARA",2016,164120,1,0
"YAGUARA",2017,91410.4,1,0
"YAGUARA",2018,66080,1,0
"YAGUARA",2019,67585.12,1,0
"YAGUARA",2020,96742.6,1,0
"YAGUARA",2021,119162.88,1,0
"YONDO",2010,832,2,0
"YONDO",2011,220319,2,0
"YONDO",2012,576262,2,0
"YONDO",2013,394826,1,-1
"YONDO",2014,451634,3,1
"YONDO",2015,317475,3,1
"YONDO",2016,165012,3,1
"YONDO",2017,288196.69,4,2
"YONDO",2018,216372.51,3,1
"YONDO",2019,112357.3,3,1
"YONDO",2020,35154.73,2,0
"YONDO",2021,10478.45,3,1
"YOPAL",2010,27485585,8,0
"YOPAL",2011,37708156,7,-1
"YOPAL",2012,61911202,7,-1
"YOPAL",2013,60405408,8,0
"YOPAL",2014,68623394,14,6
"YOPAL",2015,69707810,12,4
"YOPAL",2016,43658194,7,-1
"YOPAL",2017,54189845.65,23,15
"YOPAL",2018,72828598.15,13,5
"YOPAL",2019,72613694.54,12,4
"YOPAL",2020,88459203.7899999,11,3
"YOPAL",2021,45117783.08,8,0
