"","Year","Municipality","Mean_price_of_hydrocarbons_in_USD","Total_production_of_the_field_in_barrels_or_kilo_cubic_feet_by_municipality","Total_volume_of_royalties_liquidated_in_barrels_or_kilo_cubic_feet_by_municipality","Total_royalties_liquidated_in_COP_pesos_by_municipality","Production_Years","Production_2010_2019","Opening","Closing","drop_during_crisis","Production_pause","Unique_oil_field_by_municipality"
"367",2012,"PUERTO LLERAS",77.8,39,2.34,327212.99,6,0,"2012","2017","1","0",2
"368",2012,"TELLO",98.39,203,16.24,2861195.13,4,0,"2012","2017","NA","0",2
"369",2012,"SAN CAARLOS GUAROA",NA,NA,NA,NA,6,0,NA,NA,"1","1",3
"370",2012,"FONSECA",NA,NA,NA,NA,4,0,NA,NA,"1","0",1
"371",2012,"GAMARRA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"372",2012,"LA UNION",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"373",2012,"PENDIENTE CERTIFICADO IGAC",NA,NA,NA,NA,4,0,NA,NA,"NA","1",7
"374",2012,"SABANALARGA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"375",2012,"SAN MARCOS",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"376",2012,"ASTREA",NA,NA,NA,NA,4,0,NA,NA,"NA","1",1
"377",2012,"SINCE",NA,NA,NA,NA,3,0,NA,NA,"NA","1",2
"378",2012,"VILLANUEVA",NA,NA,NA,NA,2,0,NA,NA,"NA","1",1
"379",2012,"CAIMITO",NA,NA,NA,NA,1,0,NA,NA,NA,NA,1
"380",2012,"PLATO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"381",2012,"PONEDERA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"382",2013,"ACACIAS",67.3328021978022,33931452,2868421.7,358966043560.69,10,1,"","2021","0","1",8
"383",2013,"AGUACHICA",93.6340322580645,114952,11532.98,1833865416.53,10,1,"","2021","0","1",9
"384",2013,"AGUAZUL",42.6183263598326,65621377,9637704.87,403522530840.41,10,1,"","2021","0","1",15
"385",2013,"AIPE",63.9611890243902,9551534,1323564.25,123267211722.11,10,1,"","2021","1","1",12
"386",2013,"ALVARADO",93.6525,41950,6712,1173948096.03,10,1,"","2021","0","1",1
"387",2013,"ARAUCA",89.2434959349594,12643533,2491569.6,415596766736.12,10,1,"","2021","1","1",10
"388",2013,"ARAUQUITA",90.6939631336406,8581759,774764.05,130646183664.01,10,1,"","2021","1","1",26
"389",2013,"BARAYA",96.675,168752,27000.32,4849838919.8,10,1,"","2020","1","1",2
"390",2013,"BARRANCA DE UPIA",38.1244262295082,642565,48781.12,6136432924.05,10,1,"","2021","1","1",5
"391",2013,"BARRANCABERMEJA",55.4150867052023,17445635,2033947.05,315986649161.68,10,1,"","2021","1","1",11
"392",2013,"BOLIVAR",92.349,11739,704.34,122849482.34,10,1,"","","1","1",1
"393",2013,"CABUYARO",44.6341295546559,4285522,326323.8,45730520466.1,10,1,"","2021","1","1",25
"394",2013,"CANTAGALLO",41.2871666666667,5018823,634150.1,84095638664.1,10,1,"","2021","0","1",2
"395",2013,"CASTILLA NUEVA",67.8791729323308,24584749,2368206.48,311152975138.74,10,1,"","2021","1","1",5
"396",2013,"CHAPARRAL",85.1408333333333,113536,22707.2,3590271590.59,10,1,"","2021","1","1",3
"397",2013,"CHIRIGUANA",4.91333333333333,5421,260.19,2439697.79,10,1,"","2021","0","1",4
"398",2013,"CICUCO",104.16,159121,31824.2,6194630604.34,10,1,"","2021","0","1",2
"399",2013,"CIMITARRA",64.8697916666667,511152,97296.66,1321599585.07,10,1,"","2021","1","1",6
"400",2013,"COELLO",98.9766666666667,4423,353.84,65237819.38,5,0,"","2014","1","0",1
"401",2013,"CORRALES",61.2653846153846,1141681,80946.25,6819456055.86,10,1,"","2021","1","1",7
"402",2013,"CUCUTA",80.7512162162162,622448,101691.54,12320821539.6,10,1,"","2021","0","1",6
"403",2013,"DIBULLA",5.115,10897085,2179417,20818848554.46,10,1,"","2021","1","1",4
"404",2013,"EL CARMEN DE CHUCURI",93.0816666666667,17140,3428,594736171.44,10,1,"","","1","1",2
"405",2013,"ESPINAL",49.79375,479901,23995.05,3588622086.24,10,1,"","2021","1","1",10
"406",2013,"FLANDES",49.79375,10296,514.8,76980316.08,10,1,"","2021","1","1",2
"407",2013,"GARZON",97.8846153846154,289198,57839.6,10554128906.72,10,1,"","2021","1","1",2
"408",2013,"GIGANTE",97.8846153846154,38319,7663.8,1398432413.53,10,1,"","2021","1","1",2
"409",2013,"GUADUAS",48.53375,380278,76055.6,7590639405.83,10,1,"","2021","1","1",1
"410",2013,"GUAMAL",60.2588571428571,4148670,288749.68,34516757290.82,10,1,"","2021","0","1",3
"411",2013,"ICONONZO",93.6716666666667,113881,5694.05,996166627.89,10,1,"","2021","1","1",1
"412",2013,"IPIALES",98.0516666666667,154950,30990,5654398347.37,10,1,"","2021","0","1",1
"413",2013,"LA ESPERANZA",95.1291666666667,22966,4593.2,815598624.44,10,1,"","","1","1",1
"414",2013,"LA JAGUA IBIRICO",4.85,28704,1552.68,14002954.01,10,1,"","2021","1","1",3
"415",2013,"LOS PALMITOS",45.99,7595610,496710.45,6081499525.69,10,1,"","2021","1","1",2
"416",2013,"MANAURE",5.115,110259765,22051953,210749001318.94,10,1,"","2021","1","1",6
"417",2013,"MANI",77.1664233576642,4830927,514008.91,82590503641.8,10,1,"","2021","1","1",25
"418",2013,"MELGAR",94.0619444444444,4352311,256466.78,44910441492.45,10,1,"","2021","1","1",3
"419",2013,"MOCOA",97.0116666666667,1503516,126248.16,22855360275.28,10,1,"","2021","0","1",2
"420",2013,"MOMPOS",103.363333333333,512,102.4,19985883.02,10,1,"","2021","0","1",2
"421",2013,"MONTERREY",84.5127272727273,437912,35012.9,5686494263.94,10,1,"","2021","1","1",2
"422",2013,"MUNICIPIO NN",31.1061538461538,12460090,805068.92,11473153279.44,10,1,"","2021","1","1",5
"423",2013,"NEIVA",66.5288888888889,8680965,1229263.91,185101982207.99,10,1,"","2021","1","1",12
"424",2013,"NUNCHIA",53.2509803921569,41121,5324.04,611608187.79,10,1,"","2021","1","1",4
"425",2013,"ORITO",98.2009900990099,2014789,288107.36,52911987926.11,10,1,"","2021","0","1",10
"426",2013,"OROCUE",81.4047727272727,12021326,1142622.87,189785046964.71,10,1,"","2021","1","1",60
"427",2013,"ORTEGA",90.3216666666667,748263,116009.88,19231489877.53,10,1,"","2021","1","1",7
"428",2013,"PAICOL",96.8123529411765,644424,55161.48,10020731795.41,10,1,"","2021","0","1",1
"429",2013,"PALERMO",63.29504,3034822,474006.56,69058413629.22,10,1,"","2021","1","1",4
"430",2013,"PAZ DE ARIPORO",87.6229387755102,4973021,453601.05,76681220385.67,10,1,"","2021","1","1",30
"431",2013,"PIAMONTE",97.5165384615385,288672,38995.68,7107060396.65,10,1,"","2021","0","1",4
"432",2013,"PIEDRAS",50.6957803468208,3172921,341980.31,20432193966.14,10,1,"","2021","1","1",4
"433",2013,"PORE",68.6763953488372,1917800,153278.21,24131566104.15,10,1,"","2021","1","1",3
"434",2013,"PRADO",96.0816666666667,48272,9654.4,1699756478.59,10,1,"","2021","1","1",1
"435",2013,"PUERTO ASIS",93.8134042553192,5599586,470544.46,80972156168.41,10,1,"","2021","1","1",7
"436",2013,"PUERTO BOYACA",84.0828181818182,14415443,1337204.51,201060796164.21,10,1,"","2021","0","1",12
"437",2013,"PUERTO CAICEDO",95.4504878048781,177018,35403.6,6375879270.23,10,1,"","2021","1","1",6
"438",2013,"PUERTO GAITAN",83.5034302325581,110713007,18260749.96,2452839736276.5,10,1,"","2021","1","1",49
"439",2013,"PUERTO GUZMÁN",102.92,424,84.8,15292073.64,5,0,"","2017","NA","0",1
"440",2013,"PUERTO LOPEZ",86.5032352941176,804103,93281.84,14785644320.78,10,1,"","2021","0","1",5
"441",2013,"PUERTO NARE",83.3195833333333,1264722,150982.28,23865094516.92,10,1,"","2021","1","1",6
"442",2013,"PUERTO SALGAR",87.42125,9830,1966,329430741.88,8,0,"","2017","1","0",1
"443",2013,"PUERTO TRIUNFO",88.3908333333333,475536,76085.76,12468115361.41,10,1,"","2021","1","1",2
"444",2013,"PUERTO WILCHES",54.3106666666667,2369539,312174.29,46892285988.65,10,1,"","2021","1","1",6
"445",2013,"PULI",89.9953846153846,84164,13466.24,2225178380.52,10,1,"","2021","0","1",1
"446",2013,"PURIFICACIÓN",97.1748717948718,2880931,575815.28,102735397881.87,10,1,"","2021","1","1",4
"447",2013,"RIO DE ORO",80.2765934065934,2083573,192821.52,17271665426.97,10,1,"","2021","1","1",12
"448",2013,"RIOHACHA",5.115,45415650,9083130,86766156783.94,10,1,"","2021","1","1",4
"449",2013,"RIONEGRO",63.6091044776119,1606440,282730.94,16337946551.14,10,1,"","2021","1","1",6
"450",2013,"SABANA DE TORRES",50.7897942386831,18949610,3727573.55,116595772114.87,10,1,"","2021","1","1",20
"451",2013,"SAHAGUN",5.05333333333333,141694,9068.38,84694843.38,10,1,"","2021","1","1",8
"452",2013,"SAN ALBERTO",94.32,129097,25819.4,4546433469.61,10,1,"","2021","1","1",1
"453",2013,"SAN LUIS",92.685,818,79,13677889.7,10,1,"","2021","1","1",1
"454",2013,"SAN LUIS DE GACENO",83.2442857142857,14880,1190.4,189244206.99,8,0,"","2021","0","1",1
"455",2013,"SAN LUIS DE PALENQUE",88.4691408934708,8381445,746404.21,122759778680.22,10,1,"","2021","1","1",39
"456",2013,"SAN MARTÍN",73.9655102040816,1944871,273232.9,38367906437.92,10,1,"","2021",NA,NA,13
"457",2013,"SAN MIGUEL",96.3296,633424,126567.76,22758867406.33,10,1,"","2021","1","1",4
"458",2013,"SAN PEDRO",45.9005357142857,14298989,939617.43,11471713709.15,10,1,"","2021","1","1",5
"459",2013,"SAN VICENTE DE CHUCURI",40.1179695431472,3735563,726484.13,50052202967.18,10,1,"","2021","1","1",10
"460",2013,"SANTA ROSALIA",80.526,40263,3221.04,480112747.3,8,0,"","2017","1","0",1
"461",2013,"SARAVENA",90.3266666666667,113786,18205.76,3089050876.25,9,0,"","2018","0","1",1
"462",2013,"SARDINATA",39.8088,309113,19794.35,181143593.17,10,1,"","2021","1","1",1
"463",2013,"SIMACOTA",93.0816666666667,7782,1556.4,270463120.2,10,1,"","2021","1","1",1
"464",2013,"TALAIGUA NUEVO",103.894444444444,127907,25581.4,4977899989.32,10,1,"","2021","0","1",2
"465",2013,"TAME",NA,NA,NA,NA,5,0,NA,NA,"NA","1",4
"466",2013,"TAURAMENA",42.8891531322506,59833693,10052408.27,267960127070.88,10,1,"","2021","0","1",30
"467",2013,"TESALIA",43.55125,847595,42379.75,4176658642.6,10,1,"","2021","1","1",1
"468",2013,"TIBU",68.5443617021277,1022578,181286.72,18783996999.11,10,1,"","2021","0","1",5
"469",2013,"TOPAGA",76.3592307692308,19043,1522,232942810.12,10,1,"","2021","1","1",3
"470",2013,"TRINIDAD",93.2757225433526,2013047,198579.36,34667852366.28,10,1,"","2021","1","1",22
"471",2013,"URIBIA",5.115,48681757,9736351.4,93005868628.99,10,1,"","2021","1","1",4
"472",2013,"VALLE DEL GUAMUEZ",97.3095833333333,213968,42793.6,7697632520.52,10,1,"","2021","0","1",4
"473",2013,"VILLA NUEVA",81.1577551020408,871831,69053.31,10374688349.75,10,1,"","2021","0","1",16
"474",2013,"VILLAGARZON",89.6478571428571,7363188,681837.12,123509352056.88,10,1,"","2021","1","1",5
"475",2013,"VILLAVICENCIO",58.0867673716012,10420754,1251872.18,116110164675.87,10,1,"","2021","1","1",17
"476",2013,"VILLAVIEJA",65.345652173913,110067,10277.7,1734901179.54,10,1,"","2021","1","1",2
"477",2013,"VISTA HERMOSA",80.3157142857143,55675,3340.5,506409067.31,8,0,"","2017","0","0",4
"478",2013,"YAGUARA",62.3527777777778,2082335,336797.08,54438486910.59,10,1,"","2021","1","1",1
"479",2013,"YONDO",71.2412195121951,8708480,957174.25,153200641434.17,10,1,"","2021","1","1",6
"480",2013,"YOPAL",58.9442885771543,73025543,14024726.07,402441299427.2,10,1,"","2021","0","1",24
"481",2013,"ARIGUANI",60.1516666666667,7143.5,1370.56,22910012.595,9,0,"2011","2021","0","1",3
"482",2013,"BECERRIL",4.85,2730,173.68,1493491.11,7,0,"2011","2017","1","0",2
"483",2013,"EL PASO",4.91333333333333,2362,113.38,1063452.07,9,0,"2011","2021","1","1",3
"484",2013,"GUAMO",95.1,1376,110.08,20425831.46,9,0,"2011","2020","1","1",2
"485",2013,"MUNICIPIO NN CASANARE",96.2275,105006,21001.2,3791249636.89,9,0,"2011","2021","1","1",5
"486",2013,"MUNICIPIO NN SANTANDER",97.5258333333333,17818,1993.28,363771804.32,9,0,"2011","","1","1",1
"487",2013,"PIJINO DEL CARMEN",34.5271428571429,22124,1418.06,6412942.47,4,0,"2011","2014","NA","0",1
"488",2013,"PUEBLO NUEVO",10.5576923076923,6016759,385079.03,3644968775.16,9,0,"2011","2021","0","1",6
"489",2013,"SAN VICENTE DEL CAGUAN",NA,NA,NA,NA,3,0,NA,NA,"NA","1",1
"490",2013,"SANTA ANA",58.286,41909,2715.33,48975342.99,9,0,"2011","2020","0","1",4
"491",2013,"YACOPI",88.742,14702,1176.16,198969802.69,4,0,"2011","2014","1","0",1
"492",2013,"MUNICIPIO NN META",79.1383333333333,6110,366.6,54370573.5,4,0,"2012","2021","NA","1",3
"493",2013,"OVEJAS",49.925,159394,10204.32,98786140.44,6,0,"2012","2021","NA","1",2
"494",2013,"PUERTO LLERAS",82.6675,784,47.04,7060466.85,6,0,"2012","2017","1","0",2
"495",2013,"TELLO",NA,NA,NA,NA,4,0,NA,NA,"NA","0",2
"496",2013,"SAN CAARLOS GUAROA",93.1666666666667,5695,341.7,59426895.01,6,0,"2013","2018","1","1",3
"497",2013,"FONSECA",NA,NA,NA,NA,4,0,NA,NA,"1","0",1
"498",2013,"GAMARRA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"499",2013,"LA UNION",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"500",2013,"PENDIENTE CERTIFICADO IGAC",NA,NA,NA,NA,4,0,NA,NA,"NA","1",7
"501",2013,"SABANALARGA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"502",2013,"SAN MARCOS",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"503",2013,"ASTREA",NA,NA,NA,NA,4,0,NA,NA,"NA","1",1
"504",2013,"SINCE",NA,NA,NA,NA,3,0,NA,NA,"NA","1",2
"505",2013,"VILLANUEVA",NA,NA,NA,NA,2,0,NA,NA,"NA","1",1
"506",2013,"CAIMITO",NA,NA,NA,NA,1,0,NA,NA,NA,NA,1
"507",2013,"PLATO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"508",2013,"PONEDERA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,1
"509",2014,"ACACIAS",54.8484753363229,35294538,3055955.01,368399945029.88,10,1,"","2021","0","1",8
"510",2014,"AGUACHICA",64.8091836734694,284253,22258.14,2716936171.71,10,1,"","2021","0","1",9
"511",2014,"AGUAZUL",40.3392574734812,81248015,11539321.56,371764650158.34,10,1,"","2021","0","1",15
"512",2014,"AIPE",51.0285754189944,9524042,1300243,109339868673.59,10,1,"","2021","1","1",12
"513",2014,"ALVARADO",59.7120588235294,59571,9735.48,1231723464.3,10,1,"","2021","0","1",1
"514",2014,"ARAUCA",81.4984033613445,10741471,2064627.57,327382505109.28,10,1,"","2021","1","1",10
"515",2014,"ARAUQUITA",74.5259829059829,7152372,635061.44,101308134386.07,10,1,"","2021","1","1",26
"516",2014,"BARAYA",85.2825,36488,5838.08,1008132531.44,10,1,"","2020","1","1",2
"517",2014,"BARRANCA DE UPIA",33.42825,509204,38857.05,4199265032.78,10,1,"","2021","1","1",5
"518",2014,"BARRANCABERMEJA",46.0187179487179,18394382,2117760.31,326686446375.6,10,1,"","2021","1","1",11
"519",2014,"BOLIVAR",81.365,8858,546.5,89025393.71,10,1,"","","1","1",1
"520",2014,"CABUYARO",40.3973578595318,3978432,309711.63,41757369739.16,10,1,"","2021","1","1",25
"521",2014,"CANTAGALLO",32.5206153846154,5043231,613126.75,81089619097.16,10,1,"","2021","0","1",2
"522",2014,"CASTILLA NUEVA",61.3905517241379,23211813,2348420.87,312881266201.61,10,1,"","2021","1","1",5
"523",2014,"CHAPARRAL",50.4404,57882,11576.4,1415948208.24,10,1,"","2021","1","1",3
"524",2014,"CHIRIGUANA",3.725,10468,502.47,3796212.52,10,1,"","2021","0","1",4
"525",2014,"CICUCO",48.28125,174383,34876.6,5742882761.68,10,1,"","2021","0","1",2
"526",2014,"CIMITARRA",54.5745945945946,276217,54402.56,778343116.32,10,1,"","2021","1","1",6
"527",2014,"COELLO",95.1775,890,71.2,13425585.6,5,0,"","2014","1","0",1
"528",2014,"CORRALES",39.1035714285714,3071040,206136.9,7988632181.73,10,1,"","2021","1","1",7
"529",2014,"CUCUTA",66.3675409836066,987192,112173.4,9651741911.87,10,1,"","2021","0","1",6
"530",2014,"DIBULLA",4.8676,9187354,1837470.8,17916746408.34,10,1,"","2021","1","1",4
"531",2014,"EL CARMEN DE CHUCURI",86.7330769230769,19449,3887.64,668929748.73,10,1,"","","1","1",2
"532",2014,"ESPINAL",36.3162068965517,423953,21197.65,2977145721.48,10,1,"","2021","1","1",10
"533",2014,"FLANDES",41.2804,9073,453.65,63863438.05,10,1,"","2021","1","1",2
"534",2014,"GARZON",62.6172222222222,125453,22661.44,3654422290.85,10,1,"","2021","1","1",2
"535",2014,"GIGANTE",62.6172222222222,16621,3002.36,484166033.95,10,1,"","2021","1","1",2
"536",2014,"GUADUAS",33.7377419354839,360776,72155.2,4413769802.96,10,1,"","2021","1","1",1
"537",2014,"GUAMAL",40.789756097561,4659169,331138.21,37921650286.71,10,1,"","2021","0","1",3
"538",2014,"ICONONZO",57.14,101162,5588.8,921061169.8,10,1,"","2021","1","1",1
"539",2014,"IPIALES",54.5289473684211,488167,97633.4,5059670844.72,10,1,"","2021","0","1",1
"540",2014,"LA ESPERANZA",82.3758333333333,17927,3585.4,599382810.35,10,1,"","","1","1",1
"541",2014,"LA JAGUA IBIRICO",3.725,35557,1706.74,12872543.73,10,1,"","2021","1","1",3
"542",2014,"LOS PALMITOS",30.1508571428571,5273308,345613.03,3619767311.12,10,1,"","2021","1","1",2
"543",2014,"MANAURE",4.8643137254902,94318104,18863620.8,183826403812.19,10,1,"","2021","1","1",6
"544",2014,"MANI",63.9067055393586,5403264,522621.04,75962822269.56,10,1,"","2021","1","1",25
"545",2014,"MELGAR",56.9324074074074,4003712,232530.24,37952518682.93,10,1,"","2021","1","1",3
"546",2014,"MOCOA",54.7781081081081,2311619,186119.99,26549155120.08,10,1,"","2021","0","1",2
"547",2014,"MOMPOS",46.8275,752,150.4,24745405.75,10,1,"","2021","0","1",2
"548",2014,"MONTERREY",41.3947058823529,599602,44354.83,4447074331.78,10,1,"","2021","1","1",2
"549",2014,"MUNICIPIO NN",25.0007692307692,12723541,824995.74,12854505762.04,10,1,"","2021","1","1",5
"550",2014,"NEIVA",62.4858780487805,8614383,1211800.79,163644241924.2,10,1,"","2021","1","1",12
"551",2014,"NUNCHIA",38.4752727272727,5278,1055.6,147395266.97,10,1,"","2021","1","1",4
"552",2014,"ORITO",58.6615384615385,4394788,787510.76,48948269310.36,10,1,"","2021","0","1",10
"553",2014,"OROCUE",63.5909349112426,10608782,985023.25,150502734993.85,10,1,"","2021","1","1",60
"554",2014,"ORTEGA",55.4189075630252,706983,114209.28,15320682329.23,10,1,"","2021","1","1",7
"555",2014,"PAICOL",60.5255882352941,765611,59015.3,8461152105.36,10,1,"","2021","0","1",1
"556",2014,"PALERMO",54.8861875,2988699,467200.88,61569606339.43,10,1,"","2021","1","1",4
"557",2014,"PAZ DE ARIPORO",62.3772222222222,4411553,396742.09,58030739748.29,10,1,"","2021","1","1",30
"558",2014,"PIAMONTE",58.9568421052632,410268,53724.98,8659307697.35,10,1,"","2021","0","1",4
"559",2014,"PIEDRAS",39.3572115384615,3257845,331622.79,18594748997.42,10,1,"","2021","1","1",4
"560",2014,"PORE",60.0187378640777,817277,65181.89,10368300333.67,10,1,"","2021","1","1",3
"561",2014,"PRADO",83.945,22148,4429.6,748393887.03,10,1,"","2021","1","1",1
"562",2014,"PUERTO ASIS",50.2615151515151,7514973,625774.81,85794345773.81,10,1,"","2021","1","1",7
"563",2014,"PUERTO BOYACA",76.5711214953271,15209109,1359908.37,209072422605.29,10,1,"","2021","0","1",12
"564",2014,"PUERTO CAICEDO",58.34925,101530,20306,3215287001.89,10,1,"","2021","1","1",6
"565",2014,"PUERTO GAITAN",69.8997584541063,102531867,16394329.06,2149359796612.78,10,1,"","2021","1","1",49
"566",2014,"PUERTO GUZMÁN",NA,NA,NA,NA,5,0,NA,NA,"NA","0",1
"567",2014,"PUERTO LOPEZ",79.2844117647059,1449410,138766.12,21484018138.86,10,1,"","2021","0","1",5
"568",2014,"PUERTO NARE",76.02,1276485,148122.72,23088465046.41,10,1,"","2021","1","1",6
"569",2014,"PUERTO SALGAR",77.8475,13429,2685.8,414276917.64,8,0,"","2017","1","0",1
"570",2014,"PUERTO TRIUNFO",79.0041666666667,449952,71992.32,11206746268.18,10,1,"","2021","1","1",2
"571",2014,"PUERTO WILCHES",41.6613861386139,2553417,322188.32,45144937281.84,10,1,"","2021","1","1",6
"572",2014,"PULI",54.5197435897436,577712,92768.16,2997372994.66,10,1,"","2021","0","1",1
"573",2014,"PURIFICACIÓN",51.58,2476491,492635.48,68376310423.95,10,1,"","2021","1","1",4
"574",2014,"RIO DE ORO",63.2163636363636,1339790,134527.7,12122707243.64,10,1,"","2021","1","1",12
"575",2014,"RIOHACHA",4.8676,38325905,7665181,74741700048,10,1,"","2021","1","1",4
"576",2014,"RIONEGRO",52.8896774193548,1725593,305509.44,14659373936.34,10,1,"","2021","1","1",6
"577",2014,"SABANA DE TORRES",41.8292340425532,17201887,3375769.66,108852093182.47,10,1,"","2021","1","1",20
"578",2014,"SAHAGUN",4.20714285714286,44170,2826.88,25752234.94,10,1,"","2021","1","1",8
"579",2014,"SAN ALBERTO",56.0238888888889,115140,23028,3597473171.18,10,1,"","2021","1","1",1
"580",2014,"SAN LUIS",62.9948387096774,678,70.08,10448008.15,10,1,"","2021","1","1",1
"581",2014,"SAN LUIS DE GACENO",56.383,177474,11526.99,245850912.45,8,0,"","2021","0","1",1
"582",2014,"SAN LUIS DE PALENQUE",68.5244473684211,10464146,915861.51,144102075172.35,10,1,"","2021","1","1",39
"583",2014,"SAN MARTÍN",54.6537226277372,2804939,330998.89,39810757278.53,10,1,"","2021",NA,NA,13
"584",2014,"SAN MIGUEL",53.8157894736842,1252419,250483.8,32192670611.9,10,1,"","2021","1","1",4
"585",2014,"SAN PEDRO",31.8974683544304,15904643,1031747.17,10969026219.03,10,1,"","2021","1","1",5
"586",2014,"SAN VICENTE DE CHUCURI",33.7526595744681,3158490,615247.3,41590190448.48,10,1,"","2021","1","1",10
"587",2014,"SANTA ROSALIA",74.5191666666667,47800,3824,564398393.58,8,0,"","2017","1","0",1
"588",2014,"SARAVENA",82.8483333333333,134158,21465.28,3493883318.04,9,0,"","2018","0","1",1
"589",2014,"SARDINATA",39.794,264995,16968.71,182637211.25,10,1,"","2021","1","1",1
"590",2014,"SIMACOTA",86.8983333333333,7721,1544.2,265231414.18,10,1,"","2021","1","1",1
"591",2014,"TALAIGUA NUEVO",47.554375,133602,26720.4,4587555986.57,10,1,"","2021","0","1",2
"592",2014,"TAME",NA,NA,NA,NA,5,0,NA,NA,"NA","1",4
"593",2014,"TAURAMENA",42.7920168067227,71754689,11455397.7,292857560442.57,10,1,"","2021","0","1",30
"594",2014,"TESALIA",30.6055172413793,815981,40799.05,3179173249.24,10,1,"","2021","1","1",1
"595",2014,"TIBU",48.6733333333333,1350637,235226.48,20319251936.73,10,1,"","2021","0","1",5
"596",2014,"TOPAGA",37.0570833333333,15356,1207.67,157022996.57,10,1,"","2021","1","1",3
"597",2014,"TRINIDAD",68.5154589371981,1904011,184548.43,29705719720.2,10,1,"","2021","1","1",22
"598",2014,"URIBIA",4.8676,41100086,8220017.2,80151960054.87,10,1,"","2021","1","1",4
"599",2014,"VALLE DEL GUAMUEZ",58.2625714285714,251753,50350.6,6691871707.95,10,1,"","2021","0","1",4
"600",2014,"VILLA NUEVA",54.9809090909091,1625147,121410.16,16264999213.49,10,1,"","2021","0","1",16
"601",2014,"VILLAGARZON",48.6873684210526,6962754,617348.97,96099340612.44,10,1,"","2021","1","1",5
"602",2014,"VILLAVICENCIO",40.6316233766234,9896303,1107884.9,86651685680.29,10,1,"","2021","1","1",17
"603",2014,"VILLAVIEJA",54.9466666666667,1492158,281218.99,4085053110.02,10,1,"","2021","1","1",2
"604",2014,"VISTA HERMOSA",68.799,121929,7315.74,942068179.14,8,0,"","2017","0","0",4
"605",2014,"YAGUARA",51.0638461538462,1939792,313248.8,47212842761.85,10,1,"","2021","1","1",1
"606",2014,"YONDO",65.3875308641975,8490618,911009.06,145230801774.42,10,1,"","2021","1","1",6
"607",2014,"YOPAL",46.5890239726027,81043782,15916257.37,438645485078.23,10,1,"","2021","0","1",24
"608",2014,"ARIGUANI",32.0433333333333,13318,2663.6,33499172.71,9,0,"2011","2021","0","1",3
"609",2014,"BECERRIL",3.71,61,2.95,22795.22,7,0,"2011","2017","1","0",2
"610",2014,"EL PASO",3.71,2120,101.75,793691.43,9,0,"2011","2021","1","1",3
"611",2014,"GUAMO",70.415,1435,114.8,16067493.09,9,0,"2011","2020","1","1",2
"612",2014,"MUNICIPIO NN CASANARE",66.7723076923077,137141,24474.52,3947843118.3,9,0,"2011","2021","1","1",5
"613",2014,"MUNICIPIO NN SANTANDER",85.3158333333333,10154,812.32,140096176.73,9,0,"2011","","1","1",1
"614",2014,"PIJINO DEL CARMEN",27.95,95990,6151.33,35440287.92,4,0,"2011","2014","NA","0",1
"615",2014,"PUEBLO NUEVO",29.3429411764706,6250984,400075.35,3165178703.29,9,0,"2011","2021","0","1",6
"616",2014,"SAN VICENTE DEL CAGUAN",NA,NA,NA,NA,3,0,NA,NA,"NA","1",1
"617",2014,"SANTA ANA",29.7,70332,4533.76,58751374.92,9,0,"2011","2020","0","1",4
"618",2014,"YACOPI",75.38,341,27.28,4024905.39,4,0,"2011","2014","1","0",1
"619",2014,"MUNICIPIO NN META",NA,NA,NA,NA,4,0,NA,NA,"NA","1",3
"620",2014,"OVEJAS",NA,NA,NA,NA,6,0,NA,NA,"NA","1",2
"621",2014,"PUERTO LLERAS",41.42,35,2.1,203733.59,6,0,"2012","2017","1","0",2
"622",2014,"TELLO",NA,NA,NA,NA,4,0,NA,NA,"NA","0",2
"623",2014,"SAN CAARLOS GUAROA",63.071,24128,1447.68,172051204.54,6,0,"2013","2018","1","1",3
"624",2014,"FONSECA",3.98,2024,129.54,1043528.73,4,0,"2014","2017","1","0",1
"625",2014,"GAMARRA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"626",2014,"LA UNION",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"627",2014,"PENDIENTE CERTIFICADO IGAC",NA,NA,NA,NA,4,0,NA,NA,"NA","1",7
"628",2014,"SABANALARGA",NA,NA,NA,NA,5,0,NA,NA,"NA","1",1
"629",2014,"SAN MARCOS",NA,NA,NA,NA,5,0,NA,NA,"NA","1",3
"630",2014,"ASTREA",NA,NA,NA,NA,4,0,NA,NA,"NA","1",1
"631",2014,"SINCE",NA,NA,NA,NA,3,0,NA,NA,"NA","1",2
"632",2014,"VILLANUEVA",NA,NA,NA,NA,2,0,NA,NA,"NA","1",1
