"Municipio","Anio","ProduccionTotal","NumeroCampos","DiferenciaCampos"
"TESALIA",2020,359783.8,1,0
"TESALIA",2021,173992.1,1,0
"TIBU",2010,962004,4,0
"TIBU",2011,998984,4,0
"TIBU",2012,1017900,4,0
"TIBU",2013,634540,4,0
"TIBU",2014,768485,3,-1
"TIBU",2015,1192873,2,-2
"TIBU",2016,1088877,2,-2
"TIBU",2017,962234.06,3,-1
"TIBU",2018,761482.64,2,-2
"TIBU",2019,466683.42,2,-2
"TIBU",2020,730524.07,2,-2
"TIBU",2021,278621.16,3,-1
"TOPAGA",2010,21905,2,0
"TOPAGA",2011,23238,1,-1
"TOPAGA",2012,24809,1,-1
"TOPAGA",2013,18953,1,-1
"TOPAGA",2014,14055,1,-1
"TOPAGA",2015,7190,1,-1
"TOPAGA",2016,16324,1,-1
"TOPAGA",2017,14833.15,2,0
"TOPAGA",2018,12925.67,1,-1
"TOPAGA",2019,11619.99,1,-1
"TOPAGA",2020,11132.95,1,-1
"TOPAGA",2021,5185.18,1,-1
"TRINIDAD",2010,2277204,11,0
"TRINIDAD",2011,2522059,13,2
"TRINIDAD",2012,2148977,16,5
"TRINIDAD",2013,2012994,16,5
"TRINIDAD",2014,1880108,16,5
"TRINIDAD",2015,909870,10,-1
"TRINIDAD",2016,1339263,11,0
"TRINIDAD",2017,1575143.22,18,7
"TRINIDAD",2018,1830813.72,14,3
"TRINIDAD",2019,1640996.73,15,4
"TRINIDAD",2020,1049064.02,13,2
"TRINIDAD",2021,473187.55,10,-1
"VALLE DEL GUAMUEZ",2010,335297,2,0
"VALLE DEL GUAMUEZ",2011,256772,2,0
"VALLE DEL GUAMUEZ",2012,201038,2,0
"VALLE DEL GUAMUEZ",2013,213968,2,0
"VALLE DEL GUAMUEZ",2014,202399,2,0
"VALLE DEL GUAMUEZ",2015,232927,2,0
"VALLE DEL GUAMUEZ",2016,200986,2,0
"VALLE DEL GUAMUEZ",2017,197322.11,2,0
"VALLE DEL GUAMUEZ",2018,170334.98,2,0
"VALLE DEL GUAMUEZ",2019,158469.27,4,2
"VALLE DEL GUAMUEZ",2020,98724.01,2,0
"VALLE DEL GUAMUEZ",2021,41358.25,2,0
"VILLA NUEVA",2010,200998,1,0
"VILLA NUEVA",2011,1261893,4,3
"VILLA NUEVA",2012,556271,7,6
"VILLA NUEVA",2013,871831,5,4
"VILLA NUEVA",2014,1594782,5,4
"VILLA NUEVA",2015,1787408,5,4
"VILLA NUEVA",2016,4638743,6,5
"VILLA NUEVA",2017,3979812.67,9,8
"VILLA NUEVA",2018,10050436.22,9,8
"VILLA NUEVA",2019,12815291.78,10,9
"VILLA NUEVA",2020,11296580.36,9,8
"VILLA NUEVA",2021,5401762.1,7,6
"VILLAGARZON",2010,6743723,3,0
"VILLAGARZON",2011,7314697,3,0
"VILLAGARZON",2012,6224904,4,1
"VILLAGARZON",2013,7363188,4,1
"VILLAGARZON",2014,6499567,4,1
"VILLAGARZON",2015,5225235,4,1
"VILLAGARZON",2016,4843224,3,0
"VILLAGARZON",2017,4398210.11,5,2
"VILLAGARZON",2018,3540414.8,5,2
"VILLAGARZON",2019,2971557.96,5,2
"VILLAGARZON",2020,2246721.2,5,2
"VILLAGARZON",2021,784263.06,5,2
"VILLANUEVA",2017,24352.05,1,0
"VILLANUEVA",2018,3140.87,1,0
"VILLAVICENCIO",2010,8157833,14,0
"VILLAVICENCIO",2011,8072830,13,-1
"VILLAVICENCIO",2012,7881856,13,-1
"VILLAVICENCIO",2013,7828294,13,-1
"VILLAVICENCIO",2014,7029900,13,-1
"VILLAVICENCIO",2015,5715373,11,-3
"VILLAVICENCIO",2016,5021637,10,-4
"VILLAVICENCIO",2017,4653756.97,14,0
"VILLAVICENCIO",2018,4380122.02,12,-2
"VILLAVICENCIO",2019,4593373.97,12,-2
"VILLAVICENCIO",2020,4934764.85,12,-2
"VILLAVICENCIO",2021,2124953.53,12,-2
"VILLAVIEJA",2010,54424,1,0
"VILLAVIEJA",2011,35968,1,0
"VILLAVIEJA",2012,118677,1,0
"VILLAVIEJA",2013,105548,2,1
"VILLAVIEJA",2014,123643,2,1
"VILLAVIEJA",2015,162587,1,0
"VILLAVIEJA",2016,150011,1,0
"VILLAVIEJA",2017,98896.05,2,1
"VILLAVIEJA",2018,97707.62,1,0
"VILLAVIEJA",2019,67679.03,1,0
"VILLAVIEJA",2020,59813.09,1,0
"VILLAVIEJA",2021,32492.75,1,0
"VISTA HERMOSA",2010,15055,1,0
"VISTA HERMOSA",2011,568,3,2
"VISTA HERMOSA",2012,6063,1,0
"VISTA HERMOSA",2013,55675,1,0
"VISTA HERMOSA",2014,121929,3,2
"VISTA HERMOSA",2015,158360,2,1
"VISTA HERMOSA",2016,5722,1,0
"VISTA HERMOSA",2017,0,2,1
"YACOPI",2011,8896,1,0
"YACOPI",2013,14702,1,0
"YACOPI",2014,341,1,0
"YAGUARA",2010,1335090,1,0
"YAGUARA",2011,1147270,1,0
"YAGUARA",2012,1912350,1,0
"YAGUARA",2013,1991748,1,0
"YAGUARA",2014,1844126,1,0
"YAGUARA",2015,1599936,1,0
"YAGUARA",2016,1384850,1,0
"YAGUARA",2017,1440775.76,1,0
"YAGUARA",2018,1393053.7,1,0
"YAGUARA",2019,1267366.92,1,0
"YAGUARA",2020,1142287.96,1,0
"YAGUARA",2021,587940.86,1,0
"YONDO",2010,6114931,6,0
"YONDO",2011,6881586,4,-2
"YONDO",2012,8462089,4,-2
"YONDO",2013,8313654,4,-2
"YONDO",2014,8038984,3,-3
"YONDO",2015,7986274,3,-3
"YONDO",2016,6520964,3,-3
"YONDO",2017,5800950.82,4,-2
"YONDO",2018,5059199.32,3,-3
"YONDO",2019,4810691.13,3,-3
"YONDO",2020,4799802.29,3,-3
"YONDO",2021,2274515.66,3,-3
"YOPAL",2010,9522592,14,0
"YOPAL",2011,17268312,13,-1
"YOPAL",2012,16258865,15,1
"YOPAL",2013,12620135,15,1
"YOPAL",2014,12420388,16,2
"YOPAL",2015,15311476,16,2
"YOPAL",2016,16681190,13,-1
"YOPAL",2017,16778900.44,20,6
"YOPAL",2018,16199048.19,14,0
"YOPAL",2019,14392899.34,15,1
"YOPAL",2020,14040186.79,15,1
"YOPAL",2021,6093775.82,14,0
