id;Departamento;Código del municipio;Municipio;Código SIC;Nombre del recurso;Estado del recurso;Clasificación;Tipo de generación;Tipo de despacho;Combustible por defecto;Capacidad efectiva neta [MW];Factor de conversión;¿Es menor?;Agente representante;Fecha de operación (fpo);Año de puesta en operación (fpo);Fecha;x;y
544;TOLIMA;73055;ARMERO;3GRD;GRANJA SOLAR SAN FELIPE;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;20/12/2022;2022;22/7/2026;4795244,82;2111527,497
545;TOLIMA;73055;ARMERO;3JQA;GD EL BANCO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;21/2/2024;2024;22/7/2026;4795244,82;2111527,497
546;TOLIMA;73443;SAN SEBASTIÁN DE MARIQUITA;3EV3;LA MEDINA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;26/8/2022;2022;22/7/2026;4788758,98;2136815,333
547;TOLIMA;73443;SAN SEBASTIÁN DE MARIQUITA;3EXB;CERRITOS;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;2/9/2022;2022;22/7/2026;4788758,98;2136815,333
549;TOLIMA;73449;MELGAR;3FCF;GRANJA SOLAR LANCEROS;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;27/12/2022;2022;22/7/2026;4821919,972;2021535,134
550;TOLIMA;73504;ORTEGA;3NDE;GD ERCO TOLDADO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;18/9/2024;2024;22/7/2026;4747116,857;1993471,842
553;TOLIMA;73268;ESPINAL;2ZHY;AUTOG CELSIA SOLAR ESPINAL;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;9;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;3/5/2020;2020;22/7/2026;4789896,642;2018646,713
554;TOLIMA;73275;FLANDES;3GVI;GRANJA SOLAR FLANDES;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;20/2/2023;2023;22/7/2026;4796181,441;2027070,595
555;TOLIMA;73275;FLANDES;3GVK;CELSIA SOLAR DULIMA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;6/2/2023;2023;22/7/2026;4796181,441;2027070,595
556;TOLIMA;73275;FLANDES;3GVM;CELSIA SOLAR YUMA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;4/2/2023;2023;22/7/2026;4796181,441;2027070,595
557;TOLIMA;73275;FLANDES;3JPE;GD LOS CHORROS;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;15/2/2024;2024;22/7/2026;4796181,441;2027070,595
558;TOLIMA;73275;FLANDES;3JPC;GD CHICORAL;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;18/5/2024;2024;22/7/2026;4796181,441;2027070,595
559;TOLIMA;73275;FLANDES;3KOL;GD PALERMO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;2/12/2024;2024;22/7/2026;4796181,441;2027070,595
560;TOLIMA;73319;GUAMO;3J85;NUMBANA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;ERCO GENERACION S.A.S. ESP;24/1/2024;2024;22/7/2026;4780654,013;2008721,708
561;TOLIMA;73319;GUAMO;3J83;GUAMO;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;ERCO GENERACION S.A.S. ESP;24/1/2024;2024;22/7/2026;4780654,013;2008721,708
562;TOLIMA;73319;GUAMO;4VYB;GD ERCO GUAMO I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;25/4/2025;2025;22/7/2026;4780654,013;2008721,708
563;TOLIMA;73319;GUAMO;4UZU;GD ERCO GUAMO II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;29/3/2025;2025;22/7/2026;4780654,013;2008721,708
564;TOLIMA;73319;GUAMO;4ULY;GD ERCO GUAMO III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;29/3/2025;2025;22/7/2026;4780654,013;2008721,708
565;TOLIMA;73319;GUAMO;4UM1;GD ERCO GUAMO IV;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;29/3/2025;2025;22/7/2026;4780654,013;2008721,708
568;TOLIMA;73001;IBAGUÉ;4YCF;SHANGRI LA;OPERACIÓN;NORMAL;Solar;DC;RAD SOLAR;160;0,00;NO;ISAGEN S.A. E.S.P.;22/10/2025;2025;22/7/2026;4750128,597;2050315,727
569;TOLIMA;73001;IBAGUÉ;5G3O;CELSIA SOLAR ESCOBAL I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;24/12/2025;2025;22/7/2026;4750128,597;2050315,727
570;TOLIMA;73001;IBAGUÉ;5EES;CELSIA SOLAR ESCOBAL II;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;8/2/2026;2026;22/7/2026;4750128,597;2050315,727
571;TOLIMA;73001;IBAGUÉ;5EER;CELSIA SOLAR ESCOBAL III;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;2/3/2026;2026;22/7/2026;4750128,597;2050315,727
572;TOLIMA;73001;IBAGUÉ;5DWA;CELSIA SOLAR ESCOBAL IV;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;24/12/2025;2025;22/7/2026;4750128,597;2050315,727
573;TOLIMA;73001;IBAGUÉ;5E3N;CELSIA SOLAR ESCOBAL V;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;24/12/2025;2025;22/7/2026;4750128,597;2050315,727
574;VALLE DEL CAUCA;76364;JAMUNDÍ;4RG6;AUTOG CELSIA SOLAR TQ JAMUNDI;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;2;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;5/3/2025;2025;22/7/2026;4596858,41;1913856,917
575;VALLE DEL CAUCA;76364;JAMUNDÍ;3QPE;GD BOCAS DEL PALO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;0;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;27/12/2024;2024;22/7/2026;4596858,41;1913856,917
579;VALLE DEL CAUCA;76306;GINEBRA;5F49;AUTOG CARVAJAL GINEBRA;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;3;0,00;SI;ENEL COLOMBIA SA ESP;14/11/2025;2025;22/7/2026;4645651,946;1972370,556
580;VALLE DEL CAUCA;76403;LA VICTORIA;3HF9;CELSIA SOLAR LA VICTORIA I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;22/5/2023;2023;22/7/2026;4670860,876;2054090,777
581;VALLE DEL CAUCA;76403;LA VICTORIA;3HF7;CELSIA SOLAR LA VICTORIA II;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;23/5/2023;2023;22/7/2026;4670860,876;2054090,777
582;VALLE DEL CAUCA;76403;LA VICTORIA;3K6X;GD LA HONDA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;13/3/2024;2024;22/7/2026;4670860,876;2054090,777
583;VALLE DEL CAUCA;76403;LA VICTORIA;3JP8;GD LA URIBE;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;13/3/2024;2024;22/7/2026;4670860,876;2054090,777
584;VALLE DEL CAUCA;76036;ANDALUCÍA;3LMJ;CELSIA SOLAR BUGALAGRANDE;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;30/7/2024;2024;22/7/2026;4649171,13;2017641,928
589;VALLE DEL CAUCA;76001;CALI;3JPA;GD ALFEREZ;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;21/2/2024;2024;22/7/2026;4602621,323;1934336,027
593;VALLE DEL CAUCA;76113;BUGALAGRANDE;3HS9;AUTOG BUGA I SOLLA;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;5;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;6/6/2023;2023;22/7/2026;4657090,568;2022428,268
594;VALLE DEL CAUCA;76113;BUGALAGRANDE;3GSF;AUTOG BUGA I GRASAS;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;4;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;24/1/2023;2023;22/7/2026;4657090,568;2022428,268
595;VALLE DEL CAUCA;76113;BUGALAGRANDE;3JP6;GD BASILICA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;15/2/2024;2024;22/7/2026;4657090,568;2022428,268
596;VALLE DEL CAUCA;76113;BUGALAGRANDE;3Q7D;AUTOG BIOS FINCA BUGA;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;1;0,00;NO;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;19/10/2024;2024;22/7/2026;4657090,568;2022428,268
597;VALLE DEL CAUCA;76113;BUGALAGRANDE;4WUM;AUTOG QBCO;OPERACIÓN;AUTOGENERADOR;Solar;ND;RAD SOLAR;3;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;23/12/2025;2025;22/7/2026;4657090,568;2022428,268
598;VALLE DEL CAUCA;76113;BUGALAGRANDE;4WUK;AUTOG COMOLSA;OPERACIÓN;AUTOGENERADOR;Solar;ND;RAD SOLAR;3;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;23/12/2025;2025;22/7/2026;4657090,568;2022428,268
599;VALLE DEL CAUCA;76113;BUGALAGRANDE;4VYM;AUTOG MOLINOS SANTA MARTA;OPERACIÓN;AUTOGENERADOR;Solar;ND;RAD SOLAR;3;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;23/12/2025;2025;22/7/2026;4657090,568;2022428,268
601;VALLE DEL CAUCA;76130;CANDELARIA;3ACC;CELSIA SOLAR CARMELO;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;9;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;3/12/2020;2020;22/7/2026;4624120,062;1932382,457
602;VALLE DEL CAUCA;76147;CARTAGO;3KVZ;AUTOG BIOS CONTEGRAL CARTAGO;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;3;0,00;NO;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;22/5/2024;2024;22/7/2026;4676387,8;2078777,768
604;VALLE DEL CAUCA;76233;DAGUA;3GI6;GRANJA SOLAR EL SALADO;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;0;0,00;SI;FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.;16/6/2023;2023;22/7/2026;4586720,123;1962167,761
606;VALLE DEL CAUCA;76520;PALMIRA;3PWF;AUTOG SOLAR PALMIRA II BERRY;OPERACIÓN;AUTOGENERADOR;Solar;ND;RAD SOLAR;5;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;12/12/2025;2025;22/7/2026;4641461,697;1951834,164
609;VALLE DEL CAUCA;76520;PALMIRA;4UZM;SOLAR PALMASECA I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;13;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;26/4/2025;2025;22/7/2026;4641461,697;1951834,164
610;VALLE DEL CAUCA;76520;PALMIRA;4UZO;SOLAR PALMASECA II;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;12;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;8/9/2025;2025;22/7/2026;4641461,697;1951834,164
611;VALLE DEL CAUCA;76520;PALMIRA;3HE8;AUTOG CELSIA SOLAR PALMIRA 3 ZONA FRANCA;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;3;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;18/3/2023;2023;22/7/2026;4641461,697;1951834,164
612;VALLE DEL CAUCA;76520;PALMIRA;3FCD;AUTOG CELSIA SOLAR PALMIRA 3;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;5;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;1/12/2022;2022;22/7/2026;4641461,697;1951834,164
620;VALLE DEL CAUCA;76834;TULUÁ;3EP6;AUTOG CELSIA SOLAR HARINAS;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;2;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;14/8/2022;2022;22/7/2026;4663361,55;2003766,485
621;VALLE DEL CAUCA;76834;TULUÁ;3E7C;AUTOG CELSIA SOLAR LEVAPAN;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;5;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;6/5/2022;2022;22/7/2026;4663361,55;2003766,485
628;VALLE DEL CAUCA;76892;YUMBO;3K8A;CELSIA SOLAR ALUMINA;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;2;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;22/3/2024;2024;22/7/2026;4609990,753;1956101,815
630;VALLE DEL CAUCA;76892;YUMBO;2TYI;AUTOG CELSIA SOLAR YUMBO;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;9;0,00;NO;CELSIA COLOMBIA S.A. E.S.P.;2/11/2019;2019;22/7/2026;4609990,753;1956101,815
631;VALLE DEL CAUCA;76895;ZARZAL;3BZB;CELSIA SOLAR LA PAILA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;29/7/2021;2021;22/7/2026;4661487,345;2039754,081
