id;Departamento;Código del municipio;Municipio;Código SIC;Nombre del recurso;Estado del recurso;Clasificación;Tipo de generación;Tipo de despacho;Combustible por defecto;Capacidad efectiva neta [MW];Factor de conversión;¿Es menor?;Agente representante;Fecha de operación (fpo);Año de puesta en operación (fpo);Fecha;x;y
384;HUILA;41001;NEIVA;3KXQ;AUTOG BIOS CONTEGRAL NEIVA;PRUEBAS;AUTOGENERADOR;Solar;ND;RAD SOLAR;2;0,00;NO;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;22/5/2024;2024;22/7/2026;4747518,906;1889042,275
385;LA GUAJIRA;44110;EL MOLINO;3NR4;MINIGRANJA EL MOLINO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;29/9/2024;2024;22/7/2026;5012481,854;2733390,557
388;LA GUAJIRA;44090;DIBULLA;5F3P;GD WE202;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CEE ENERGY SAS ESP;8/11/2025;2025;22/7/2026;4952433,026;2783560,221
389;LA GUAJIRA;44090;DIBULLA;5F3Q;GD WE2021;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CEE ENERGY SAS ESP;8/11/2025;2025;22/7/2026;4952433,026;2783560,221
392;LA GUAJIRA;44001;RIOHACHA;4S66;GD DIOCESIS DE RIOHACHA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;0;0,00;SI;ENERGIA LIMPIA Y EFICIENTE S.A.S ESP;24/1/2025;2025;22/7/2026;5004490,072;2800395,05
393;LA GUAJIRA;44874;VILLANUEVA;4S1G;MINIGRANJA VILLANUEVA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;24/7/2025;2025;22/7/2026;5002712,649;2727525,466
397;MAGDALENA;47980;ZONA BANANERA;3HWM;PETALO DEL MAGDALENA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;8/6/2023;2023;22/7/2026;4871268,231;2751279,72
398;MAGDALENA;47980;ZONA BANANERA;5G3U;SOL DE ZAWADY;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;GR POWER COLOMBIA S.A.S E.S.P.;10/7/2026;2026;22/7/2026;4871268,231;2751279,72
399;MAGDALENA;47980;ZONA BANANERA;5DW8;GD SEMILLA DE GUACAMAYAL II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;11/10/2025;2025;22/7/2026;4871268,231;2751279,72
400;MAGDALENA;47980;ZONA BANANERA;5LOO;GD SEVILLANO RURAL I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;2/3/2026;2026;22/7/2026;4871268,231;2751279,72
401;MAGDALENA;47980;ZONA BANANERA;5LAA;GD SEVILLANO RURAL II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;26/2/2026;2026;22/7/2026;4871268,231;2751279,72
403;MAGDALENA;47551;PIVIJAY;3HF5;FUNDACION;OPERACIÓN;NORMAL;Solar;DC;RAD SOLAR;100;0,00;NO;ENEL COLOMBIA SA ESP;23/6/2024;2024;22/7/2026;4845450,336;2711222,957
404;MAGDALENA;47189;CIÉNAGA;3J4D;CAIMAN CIENAGUERO;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;23/11/2023;2023;22/7/2026;4888015,739;2757961,619
405;MAGDALENA;47030;ALGARROBO;5F42;GD LAS MERCEDES I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.;1/1/2026;2026;22/7/2026;4879227,135;2691249,575
406;MAGDALENA;47030;ALGARROBO;5F6Z;GD LAS MERCEDES II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.;1/1/2026;2026;22/7/2026;4879227,135;2691249,575
408;META;50313;GRANADA;5K7I;GD PARQUE SOLAR LA ESPERANZA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ELECTRIFICADORA DEL META S.A. E.S.P.;19/2/2026;2026;22/7/2026;4915492,64;1938269,799
409;META;50313;GRANADA;5L9T;GD PARQUE SOLAR TRONCAL;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ELECTRIFICADORA DEL META S.A. E.S.P.;21/2/2026;2026;22/7/2026;4915492,64;1938269,799
410;META;50313;GRANADA;5ISS;GD PARQUE SOLAR GRANADA II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ELECTRIFICADORA DEL META S.A. E.S.P.;4/1/2026;2026;22/7/2026;4915492,64;1938269,799
411;META;50313;GRANADA;5AXI;GD PARQUE SOLAR GRANADA I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ELECTRIFICADORA DEL META S.A. E.S.P.;13/9/2025;2025;22/7/2026;4915492,64;1938269,799
412;META;50110;BARRANCA DE UPÍA;5H1O;GD YUAN SOLAR;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;15/12/2025;2025;22/7/2026;5000500,792;2057353,29
414;META;50568;PUERTO GAITÁN;3EFY;BOSQUES SOLARES DE LOS LLANOS 4;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;11/9/2022;2022;22/7/2026;5151853,288;2000678,987
415;META;50568;PUERTO GAITÁN;3EDL;BOSQUES SOLARES DE LOS LLANOS 5;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;18;0,00;SI;ISAGEN S.A. E.S.P.;11/9/2022;2022;22/7/2026;5151853,288;2000678,987
416;META;50568;PUERTO GAITÁN;TR2G;TRINA-VATIA BSLII;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;29/10/2020;2020;22/7/2026;5151853,288;2000678,987
417;META;50568;PUERTO GAITÁN;2ZP9;TRINA-VATIA BSLI;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;11/8/2020;2020;22/7/2026;5151853,288;2000678,987
418;META;50568;PUERTO GAITÁN;TR3G;TRINA-VATIA BSLIII;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ISAGEN S.A. E.S.P.;29/10/2020;2020;22/7/2026;5151853,288;2000678,987
420;META;50683;SAN JUAN DE ARAMA;3J4R;PARQUE SOLAR DINAMARCA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;13/12/2023;2023;22/7/2026;4915720,178;1920932,65
421;META;50683;SAN JUAN DE ARAMA;3J4T;PARQUE SOLAR VERSALLES;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;14/12/2023;2023;22/7/2026;4915720,178;1920932,65
422;META;50689;SAN MARTÍN;4WWY;GD SAN MARTIN;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ELECTRIFICADORA DEL META S.A. E.S.P.;10/5/2025;2025;22/7/2026;5038104,456;1946516,493
423;META;50689;SAN MARTÍN;4Y5T;GD SAN MARTIN III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ELECTRIFICADORA DEL META S.A. E.S.P.;14/6/2025;2025;22/7/2026;5038104,456;1946516,493
424;META;50689;SAN MARTÍN;4XQA;GD SAN MARTIN II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ELECTRIFICADORA DEL META S.A. E.S.P.;24/5/2025;2025;22/7/2026;5038104,456;1946516,493
425;META;50680;SAN CARLOS DE GUAROA;3J4V;PARQUE SOLAR LA MENA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;9;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;29/12/2023;2023;22/7/2026;4969387,497;1983167,8
427;META;50001;VILLAVICENCIO;3DSO;HELIOS I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;16;0,00;SI;EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.;25/2/2022;2022;22/7/2026;4945311,901;2010146,945
431;NARIÑO;52786;TAMINANGO;4YLK;DELTA I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;12/7/2025;2025;22/7/2026;4518626,534;1734411,267
432;NARIÑO;52786;TAMINANGO;4WP2;GD NAOS III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;1/5/2025;2025;22/7/2026;4518626,534;1734411,267
433;NARIÑO;52786;TAMINANGO;5BPT;GD DELTA II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;20/9/2025;2025;22/7/2026;4518626,534;1734411,267
434;NARIÑO;52786;TAMINANGO;3NLE;GD NAOS I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;26/8/2024;2024;22/7/2026;4518626,534;1734411,267
435;NARIÑO;52786;TAMINANGO;4T9M;GD NAOS II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;1/3/2025;2025;22/7/2026;4518626,534;1734411,267
440;NARIÑO;52240;CHACHAGÜÍ;5TQN;GD NOVA I;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;BIA ENERGY S.A.S. E.S.P;9/7/2026;2026;22/7/2026;4524776,211;1711667,254
441;NORTE DE SANTANDER;54003;ÁBREGO;3HLD;LOS GIRASOLES;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;PARQUE SOLAR LOS GIRASOLES S.A.S ESP;26/5/2023;2023;22/7/2026;4982538,658;2444185,451
442;NORTE DE SANTANDER;54385;LA ESPERANZA;4YL8;PETALO DEL NORTE DE SANTANDER I;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ERCO GENERACION S.A.S. ESP;27/7/2025;2025;22/7/2026;4960159,119;2408331,587
443;NORTE DE SANTANDER;54498;OCAÑA;3IQA;SUNNORTE;OPERACIÓN;NORMAL;Solar;DC;RAD SOLAR;35;0,00;NO;GENERSOL S.A.S. E.S.P.;25/11/2024;2024;22/7/2026;4962824,08;2464845,133
444;NORTE DE SANTANDER;54405;LOS PATIOS;5FPM;GD ASTROLUMEN LA GARITA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;18/3/2026;2026;22/7/2026;5051372,896;2408831,959
445;NORTE DE SANTANDER;54001;SAN JOSÉ DE CÚCUTA;5BPX;GD AGUSTIN I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;23/1/2026;2026;22/7/2026;5056312,818;2454396,009
446;NORTE DE SANTANDER;54001;SAN JOSÉ DE CÚCUTA;5QFM;GD AGUSTIN II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;18/6/2026;2026;22/7/2026;5056312,818;2454396,009
447;NORTE DE SANTANDER;54001;SAN JOSÉ DE CÚCUTA;5QTA;GD AGUSTIN III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;18/6/2026;2026;22/7/2026;5056312,818;2454396,009
450;NORTE DE SANTANDER;54673;SAN CAYETANO;5QTJ;GD GRANJA SOLAR SAN AGUSTIN;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;18/6/2026;2026;22/7/2026;5042993,317;2425193,291
451;NORTE DE SANTANDER;54673;SAN CAYETANO;5FPL;GRANJA SOLAR LA GARITA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;18/3/2026;2026;22/7/2026;5042993,317;2425193,291
452;NORTE DE SANTANDER;54673;SAN CAYETANO;5FPK;GD BIOSOLAR;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;19/3/2026;2026;22/7/2026;5042993,317;2425193,291
453;NORTE DE SANTANDER;54673;SAN CAYETANO;3GJQ;TERMOTASAJERO DOS SOLAR;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;4;0,00;SI;TERMOTASAJERO DOS S.A. E.S.P. ;13/12/2022;2022;22/7/2026;5042993,317;2425193,291
460;QUINDIO;63470;MONTENEGRO;5JRP;GD EDEQ SOLAR MONTENEGRO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;0;0,00;SI;EMPRESA DE ENERGIA DEL QUINDIO S.A. E.S.P.;9/2/2026;2026;22/7/2026;4687387,452;2058270,693
461;QUINDIO;63401;LA TEBAIDA;5JRO;GD EDEQ SOLAR LA TEBAIDA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;0;0,00;SI;EMPRESA DE ENERGIA DEL QUINDIO S.A. E.S.P.;9/2/2026;2026;22/7/2026;4687226,739;2047761,746
462;QUINDIO;63001;ARMENIA;5ISR;GD LA MACANA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;SUNO S.A.S. ESP;15/1/2026;2026;22/7/2026;4697723,595;2055756,443
470;RISARALDA;66001;PEREIRA;3B4L;GRANJA SOLAR BELMONTE;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;5;0,00;SI;EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.;23/3/2021;2021;22/7/2026;4689984,259;2089424,468
474;SANTANDER;68655;SABANA DE TORRES;4ULO;MINIGRANJA LA RESERVA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;3/7/2025;2025;22/7/2026;4936951,944;2376065,399
475;SANTANDER;68655;SABANA DE TORRES;4YLA;GD ALEJANDRIA I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;PROELECTRICA S.A.S E.S.P.;21/8/2025;2025;22/7/2026;4936951,944;2376065,399
476;SANTANDER;68655;SABANA DE TORRES;4YLE;GD ALEJANDRIA II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;PROELECTRICA S.A.S E.S.P.;23/10/2025;2025;22/7/2026;4936951,944;2376065,399
477;SANTANDER;68655;SABANA DE TORRES;4YLC;GD ALEJANDRIA III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;PROELECTRICA S.A.S E.S.P.;23/10/2025;2025;22/7/2026;4936951,944;2376065,399
478;SANTANDER;68655;SABANA DE TORRES;5QFE;GD SABANA DE TORRES;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;21/5/2026;2026;22/7/2026;4936951,944;2376065,399
481;SANTANDER;68081;BARRANCABERMEJA;5TNL;GD PXV II;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ES INVEST COLOMBIA S.A.S. ESP;12/7/2026;2026;22/7/2026;4913653,331;2337534,747
486;SANTANDER;68081;BARRANCABERMEJA;5AUG;GD PXV IV;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ES INVEST COLOMBIA S.A.S. ESP;9/10/2025;2025;22/7/2026;4913653,331;2337534,747
487;SANTANDER;68081;BARRANCABERMEJA;5AUE;GD PXV I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ES INVEST COLOMBIA S.A.S. ESP;9/10/2025;2025;22/7/2026;4913653,331;2337534,747
491;SANTANDER;68418;LOS SANTOS;5B15;GD MGS 0013 LA MESA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;25/2/2026;2026;22/7/2026;4988087,673;2310733,473
492;SANTANDER;68418;LOS SANTOS;4ULS;MINIGRANJA EL OLIMPO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;25/2/2026;2026;22/7/2026;4988087,673;2310733,473
499;SUCRE;70235;GALERAS;3JPM;BARAYA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;17/2/2024;2024;22/7/2026;4782348,823;2568039,274
500;SUCRE;70429;MAJAGUAL;3C3Z;LA SIERPE;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ATLÁNTICA COLOMBIA S.A.S. E.S.P.;15/9/2021;2021;22/7/2026;4811823,408;2502760,843
501;SUCRE;70400;LA UNIÓN;5O1A;GD EL CASTILLO II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4748949,97;2532493,064
502;SUCRE;70400;LA UNIÓN;5O15;GD EL CASTILLO I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4748949,97;2532493,064
503;SUCRE;70400;LA UNIÓN;5O16;GD EL CASTILLO III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4748949,97;2532493,064
504;SUCRE;70400;LA UNIÓN;5O1C;GD EL CASTILLO IV;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4748949,97;2532493,064
505;SUCRE;70400;LA UNIÓN;5O17;GD EL CASTILLO V;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4748949,97;2532493,064
506;SUCRE;70215;COROZAL;5K7H;GD PEGASUS SOLAR;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;2/3/2026;2026;22/7/2026;4754072,543;2571017,574
507;SUCRE;70215;COROZAL;5MA4;GD GALILEO SOLAR;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.;16/3/2026;2026;22/7/2026;4754072,543;2571017,574
508;SUCRE;70215;COROZAL;5IVZ;GD CORALITO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;SUNCOLOMBIA GENERACIÓN S.A.S E.S.P;17/1/2026;2026;22/7/2026;4754072,543;2571017,574
509;SUCRE;70215;COROZAL;5J8I;GD GOLONDRINA;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;SUNCOLOMBIA GENERACIÓN S.A.S E.S.P;17/1/2026;2026;22/7/2026;4754072,543;2571017,574
510;SUCRE;70233;EL ROBLE;3R9G;GD EL ROBLE;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;PROELECTRICA S.A.S E.S.P.;24/11/2024;2024;22/7/2026;4764261,098;2557196,96
511;SUCRE;70670;SAMPUÉS;3HBP;LA TOLUA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;20;0,00;SI;ATLÁNTICA COLOMBIA S.A.S. E.S.P.;12/3/2023;2023;22/7/2026;4740725,718;2571609,516
512;SUCRE;70670;SAMPUÉS;5JJC;GD ERCO LAS PIEDRAS I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;18/2/2026;2026;22/7/2026;4740725,718;2571609,516
513;SUCRE;70670;SAMPUÉS;5JGE;GD ERCO LAS PIEDRAS II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;30/1/2026;2026;22/7/2026;4740725,718;2571609,516
514;SUCRE;70708;SAN MARCOS;5OWN;GD LOS MANGOS III;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;20/7/2026;2026;22/7/2026;4760988,857;2507784,469
515;SUCRE;70708;SAN MARCOS;5O1U;GD CANARIOS I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4760988,857;2507784,469
516;SUCRE;70708;SAN MARCOS;5O1W;GD CANARIOS II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4760988,857;2507784,469
517;SUCRE;70708;SAN MARCOS;5OWY;GD CANARIOS III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;19/6/2026;2026;22/7/2026;4760988,857;2507784,469
518;SUCRE;70708;SAN MARCOS;5O1V;GD LOS MANGOS I;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;20/7/2026;2026;22/7/2026;4760988,857;2507784,469
519;SUCRE;70708;SAN MARCOS;5OWK;GD LOS MANGOS II;PRUEBAS;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;OTACC GENERACION S.A.S. E.S.P.;20/7/2026;2026;22/7/2026;4760988,857;2507784,469
520;SUCRE;70717;SAN PEDRO;3JPK;MINIGRANJA SAN PEDRO;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;NITRO ENERGY COLOMBIA S.A.S. E.S.P.;26/2/2024;2024;22/7/2026;4776352,949;2597008,807
521;SUCRE;70713;SAN ONOFRE;4YLO;SAN ONOFRE;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;UNERGY ENERGY DIGITAL S.A.S E.S.P;12/7/2025;2025;22/7/2026;4725310,972;2643550,844
522;SUCRE;70713;SAN ONOFRE;5PU1;GD SAN ONOFRE I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;DUCK ENERGY S.A.S. ESP;27/5/2026;2026;22/7/2026;4725310,972;2643550,844
523;SUCRE;70713;SAN ONOFRE;5PTW;GD SAN ONOFRE II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;DUCK ENERGY S.A.S. ESP;27/5/2026;2026;22/7/2026;4725310,972;2643550,844
524;SUCRE;70713;SAN ONOFRE;5PTU;GD SAN ONOFRE III;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;DUCK ENERGY S.A.S. ESP;27/5/2026;2026;22/7/2026;4725310,972;2643550,844
525;SUCRE;70823;SAN JOSÉ DE TOLUVIEJO;3NLZ;SOLAR OLD T;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;VATIA S.A. E.S.P.;8/9/2024;2024;22/7/2026;4731715,132;2607631,347
526;SUCRE;70001;SINCELEJO;3ENE;SINCE;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;19;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;29/7/2022;2022;22/7/2026;4732984,094;2588422,4
527;TOLIMA;73770;SUÁREZ;5U9W;SUAREZ;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;8;0,00;SI;ERCO GENERACION S.A.S. ESP;17/7/2026;2026;22/7/2026;4795307,574;1996820,868
528;TOLIMA;73671;SALDAÑA;3Q87;GD ERCO SALDANA I;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;17/11/2024;2024;22/7/2026;4775943,735;1990605,979
529;TOLIMA;73671;SALDAÑA;3Q89;GD ERCO SALDANA II;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;ERCO GENERACION S.A.S. ESP;17/11/2024;2024;22/7/2026;4775943,735;1990605,979
530;TOLIMA;73671;SALDAÑA;4SO4;ROKRA;OPERACIÓN;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;ERCO GENERACION S.A.S. ESP;27/6/2026;2026;22/7/2026;4775943,735;1990605,979
533;TOLIMA;73624;ROVIRA;3NLG;ROVIRA;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;3;0,00;SI;CENTRAL TERMOCARTAGENA SAS ESP;10/10/2024;2024;22/7/2026;4739505,287;2024339,249
536;TOLIMA;73585;PURIFICACIÓN;5SEF;CHENCHE PURIFICACION;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;ERCO GENERACION S.A.S. ESP;19/6/2026;2026;22/7/2026;4791927,823;1984128,489
542;TOLIMA;73148;CARMEN DE APICALÁ;3NGJ;GD CHIMBI;OPERACIÓN;GEN. DISTRIBUIDA;Solar;ND;RAD SOLAR;1;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;27/8/2024;2024;22/7/2026;4806149,735;2013848,717
543;TOLIMA;73055;ARMERO;3EV1;LOS CABALLEROS;PRUEBAS;NORMAL;Solar;ND;RAD SOLAR;10;0,00;SI;CELSIA COLOMBIA S.A. E.S.P.;26/8/2022;2022;22/7/2026;4795244,82;2111527,497
