"Country","Departamento","Municipio","value","year","variable","sector"
"1 - Colombia","05 - Antioquia","05001 - Medellín",70157,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05002 - Abejorral",5735,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05004 - Abriaquí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05021 - Alejandría",114,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05030 - Amagá",8590,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05031 - Amalfi",1820,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05034 - Andes",478,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05036 - Angelópolis",432,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05038 - Angostura",66,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05040 - Anorí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05042 - Santafé De Antioquia",2833,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05044 - Anza",1799,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05045 - Apartadó",5,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05051 - Arboletes",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05055 - Argelia",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05059 - Armenia",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05079 - Barbosa",29,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05086 - Belmira",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05088 - Bello",302,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05091 - Betania",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05093 - Betulia",1624,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05101 - Ciudad Bolívar",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05107 - Briceño",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05113 - Buriticá",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05120 - Cáceres",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05125 - Caicedo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05129 - Caldas",2368,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05134 - Campamento",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05138 - Cañasgordas",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05142 - Caracolí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05145 - Caramanta",394,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05147 - Carepa",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05148 - El Carmen De Viboral",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05150 - Carolina",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05154 - Caucasia",528,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05172 - Chigorodó",2,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05190 - Cisneros",1900,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05197 - Cocorná",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05206 - Concepción",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05209 - Concordia",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05212 - Copacabana",351,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05234 - Dabeiba",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05237 - Don Matías",12,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05240 - Ebéjico",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05250 - El Bagre",5172,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05264 - Entrerrios",17,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05266 - Envigado",1229,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05282 - Fredonia",8983,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05284 - Frontino",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05306 - Giraldo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05308 - Girardota",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05310 - Gómez Plata",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05313 - Granada",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05315 - Guadalupe",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05318 - Guarne",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05321 - Guatape",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05347 - Heliconia",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05353 - Hispania",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05360 - Itagui",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05361 - Ituango",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05364 - Jardín",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05368 - Jericó",10,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05376 - La Ceja",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05380 - La Estrella",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05390 - La Pintada",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05400 - La Unión",212,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05411 - Liborina",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05425 - Maceo",722,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05440 - Marinilla",76,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05467 - Montebello",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05475 - Murindó",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05480 - Mutatá",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05483 - Nariño",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05490 - Necoclí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05495 - Nechí",3520,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05501 - Olaya",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05541 - Peñol",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05543 - Peque",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05576 - Pueblorrico",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05579 - Puerto Berrío",91,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05585 - Puerto Nare",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05591 - Puerto Triunfo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05604 - Remedios",3517,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05607 - Retiro",35,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05615 - Rionegro",1863,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05628 - Sabanalarga",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05631 - Sabaneta",1393,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05642 - Salgar",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05647 - San Andrés De Cuerquía",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05649 - San Carlos",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05652 - San Francisco",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05656 - San Jerónimo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05658 - San José De La Montaña",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05659 - San Juan De Urabá",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05660 - San Luis",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05664 - San Pedro",61,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05665 - San Pedro De Uraba",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05667 - San Rafael",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05670 - San Roque",3322,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05674 - San Vicente",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05679 - Santa Bárbara",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05686 - Santa Rosa De Osos",347,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05690 - Santo Domingo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05697 - El Santuario",2,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05736 - Segovia",8516,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05756 - Sonson",1442,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05761 - Sopetrán",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05789 - Támesis",98,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05790 - Tarazá",84,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05792 - Tarso",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05809 - Titiribí",4772,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05819 - Toledo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05837 - Turbo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05842 - Uramita",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05847 - Urrao",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05854 - Valdivia",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05856 - Valparaíso",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05858 - Vegachí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05861 - Venecia",1872,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05873 - Vigía Del Fuerte",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05885 - Yalí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05887 - Yarumal",765,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05890 - Yolombó",115,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05893 - Yondó",1026,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05895 - Zaragoza",541,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","05 - Antioquia","05999 - Sin Informacion - Antioquia",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08001 - Barranquilla",66670,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08078 - Baranoa",11077,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08137 - Campo De La Cruz",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08141 - Candelaria",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08296 - Galapa",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08372 - Juan De Acosta",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08421 - Luruaco",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08433 - Malambo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08436 - Manatí",143,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08520 - Palmar De Varela",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08549 - Piojó",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08558 - Polonuevo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08560 - Ponedera",524,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08573 - Puerto Colombia",11089,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08606 - Repelón",151,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08634 - Sabanagrande",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08638 - Sabanalarga",11381,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08675 - Santa Lucía",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08685 - Santo Tomás",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08758 - Soledad",11220,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08770 - Suan",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08832 - Tubará",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08849 - Usiacurí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","08 - Atlántico","08999 - Sin Informacion - Atlantico",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","11 - Bogotá, D.C.","11001 - Bogotá, D.C.",507739,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","11 - Bogotá, D.C.","11999 - Bogotá, D.C.",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13001 - Cartagena",69789,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13006 - Achí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13030 - Altos Del Rosario",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13042 - Arenal",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13052 - Arjona",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13062 - Arroyohondo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13074 - Barranco De Loba",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13140 - Calamar",11077,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13160 - Cantagallo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13188 - Cicuco",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13212 - Córdoba",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13222 - Clemencia",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13244 - El Carmen De Bolívar",11077,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13248 - El Guamo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13268 - El Peñón",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13300 - Hatillo De Loba",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13430 - Magangué",37841,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13433 - Mahates",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13440 - Margarita",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13442 - María La Baja",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13458 - Montecristo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13468 - Mompós",11081,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13473 - Morales",11104,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13490 - Norosí",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13549 - Pinillos",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13580 - Regidor",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13600 - Río Viejo",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","13 - Bolívar","13620 - San Cristóbal",NA,2011,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
