"Country","Departamento","Municipio","value","year","variable","sector"
"1 - Colombia","20 - Cesar","20295 - Gamarra",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20310 - González",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20383 - La Gloria",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20400 - La Jagua De Ibirico",253,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20443 - Manaure",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20517 - Pailitas",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20550 - Pelaya",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20570 - Pueblo Bello",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20614 - Río De Oro",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20621 - La Paz",2198,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20710 - San Alberto",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20750 - San Diego",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20770 - San Martín",4071,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20787 - Tamalameque",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","20 - Cesar","20999 - Sin Informacion - Cesar",1729,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23001 - Montería",54895,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23068 - Ayapel",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23079 - Buenavista",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23090 - Canalete",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23162 - Cereté",334,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23168 - Chimá",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23182 - Chinú",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23189 - Ciénaga De Oro",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23300 - Cotorra",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23350 - La Apartada",13,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23417 - Lorica",20,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23419 - Los Córdobas",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23464 - Momil",231,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23466 - Montelíbano",14269,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23500 - Moñitos",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23555 - Planeta Rica",511,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23570 - Pueblo Nuevo",1398,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23574 - Puerto Escondido",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23580 - Puerto Libertador",1237,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23586 - Purísima",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23660 - Sahagún",3887,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23670 - San Andrés Sotavento",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23672 - San Antero",11,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23675 - San Bernardo Del Viento",426,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23678 - San Carlos",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23682 - San José De Uré",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23686 - San Pelayo",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23807 - Tierralta",16,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23815 - Tuchín",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23855 - Valencia",24,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","23 - Córdoba","23999 - Sin Informacion Cordoba",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25001 - Agua De Dios",47853,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25019 - Albán",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25035 - Anapoima",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25040 - Anolaima",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25053 - Arbeláez",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25086 - Beltrán",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25095 - Bituima",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25099 - Bojacá",94,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25120 - Cabrera",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25123 - Cachipay",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25126 - Cajicá",5635,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25148 - Caparrapí",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25151 - Caqueza",211,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25154 - Carmen De Carupa",5487,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25168 - Chaguaní",5,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25175 - Chía",32342,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25178 - Chipaque",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25181 - Choachí",184,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25183 - Chocontá",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25200 - Cogua",2833,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25214 - Cota",6065,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25224 - Cucunubá",11016,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25245 - El Colegio",62,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25258 - El Peñón",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25260 - El Rosal",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25269 - Facatativá",17540,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25279 - Fomeque",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25281 - Fosca",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25286 - Funza",20728,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25288 - Fúquene",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25290 - Fusagasugá",5902,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25293 - Gachala",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25295 - Gachancipá",342,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25297 - Gachetá",4528,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25299 - Gama",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25307 - Girardot",792,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25312 - Granada",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25317 - Guachetá",24394,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25320 - Guaduas",4,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25322 - Guasca",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25324 - Guataquí",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25326 - Guatavita",200,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25328 - Guayabal De Siquima",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25335 - Guayabetal",214,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25339 - Gutiérrez",5431,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25368 - Jerusalén",101,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25372 - Junín",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25377 - La Calera",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25386 - La Mesa",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25394 - La Palma",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25398 - La Peña",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25402 - La Vega",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25407 - Lenguazaque",18522,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25426 - Macheta",98,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25430 - Madrid",20287,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25436 - Manta",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25438 - Medina",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25473 - Mosquera",17797,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25483 - Nariño",391,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25486 - Nemocón",881,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25488 - Nilo",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25489 - Nimaima",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25491 - Nocaima",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25506 - Venecia",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25513 - Pacho",12,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25518 - Paime",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25524 - Pandi",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25530 - Paratebueno",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25535 - Pasca",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25572 - Puerto Salgar",72378,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25580 - Pulí",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25592 - Quebradanegra",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25594 - Quetame",9,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25596 - Quipile",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25599 - Apulo",370,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25612 - Ricaurte",199,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25645 - San Antonio Del Tequendama",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25649 - San Bernardo",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25653 - San Cayetano",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25658 - San Francisco",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25662 - San Juan De Río Seco",51,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25718 - Sasaima",295,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25736 - Sesquilé",208,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25740 - Sibaté",497,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25743 - Silvania",79,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25745 - Simijaca",1407,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25754 - Soacha",37463,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25758 - Sopó",969,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25769 - Subachoque",509,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25772 - Suesca",227,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25777 - Supatá",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25779 - Susa",35,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25781 - Sutatausa",4529,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25785 - Tabio",1556,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25793 - Tausa",9577,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25797 - Tena",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25799 - Tenjo",886,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25805 - Tibacuy",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25807 - Tibirita",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25815 - Tocaima",40,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25817 - Tocancipá",7570,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25823 - Topaipí",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25839 - Ubalá",361,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25841 - Ubaque",847,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25843 - Villa De San Diego De Ubate",34838,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25845 - Une",1486,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25851 - Útica",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25862 - Vergara",467,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25867 - Vianí",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25871 - Villagómez",10,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25873 - Villapinzón",1695,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25875 - Villeta",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25878 - Viotá",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25885 - Yacopí",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25898 - Zipacón",15,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25899 - Zipaquirá",27914,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","25 - Cundinamarca","25999 - Sin Informacion - Cundinamarca",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27001 - Quibdó",1833,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27006 - Acandí",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27025 - Alto Baudó",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27050 - Atrato",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27073 - Bagadó",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27075 - Bahía Solano",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27077 - Bajo Baudó",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27086 - Belén De Bajirá",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27099 - Bojaya",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27135 - El Cantón Del San Pablo",96,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27150 - Carmen Del Darien",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27160 - Cértegui",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27205 - Condoto",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27245 - El Carmen De Atrato",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1 - Colombia","27 - Chocó","27250 - El Litoral Del San Juan",NA,2015,"NumeroTotalEmpleados","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
