"","Measures","Edad","Sexo","Hierarchy","Etnia","Geografiia Cotizante","value"
"1","Valor IBC",46,"MASCULINO","2019/01/10","NO REPORTADO","05147 - Carepa",1453693
"2","Valor IBC",46,"MASCULINO","2019/02/11","NO REPORTADO","05147 - Carepa",9961796
"3","Valor IBC",46,"MASCULINO","2019/03/11","NO REPORTADO","05147 - Carepa",10261508
"4","Valor IBC",46,"MASCULINO","2019/04/09","NO REPORTADO","05147 - Carepa",8879508
"5","Valor IBC",46,"MASCULINO","2019/05/10","NO REPORTADO","05147 - Carepa",8889332
"6","Valor IBC",46,"MASCULINO","2019/06/12","NO REPORTADO","05147 - Carepa",9983044
"7","Valor IBC",46,"MASCULINO","2019/07/10","NO REPORTADO","05147 - Carepa",5858696
"8","Valor IBC",46,"MASCULINO","2019/08/12","NO REPORTADO","05147 - Carepa",7612844
"9","Valor IBC",46,"MASCULINO","2019/09/10","NO REPORTADO","05147 - Carepa",8102400
"10","Valor IBC",46,"MASCULINO","2019/10/09","NO REPORTADO","05147 - Carepa",9616000
"11","Valor IBC",46,"MASCULINO","2019/11/13","NO REPORTADO","05147 - Carepa",6164436
"12","Valor IBC",46,"MASCULINO","2019/12/10","NO REPORTADO","05147 - Carepa",4116275
"13","Valor IBC",28,"MASCULINO","2019/08/22","NO REPORTADO","05088 - Bello",552080
"14","Valor IBC",28,"MASCULINO","2019/09/19","NO REPORTADO","05088 - Bello",552080
"15","Valor IBC",42,"MASCULINO","2019/04/22","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",4703036
"16","Valor IBC",42,"MASCULINO","2019/05/21","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",4136032
"17","Valor IBC",42,"MASCULINO","2019/06/21","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",6405440
"18","Valor IBC",42,"MASCULINO","2019/07/19","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",5114584
"19","Valor IBC",42,"MASCULINO","2019/08/22","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",5195488
"20","Valor IBC",42,"MASCULINO","2019/09/19","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",4747500
"21","Valor IBC",42,"MASCULINO","2019/10/21","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",5785764
"22","Valor IBC",42,"MASCULINO","2019/11/25","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",6701296
"23","Valor IBC",42,"MASCULINO","2019/12/19","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",6663020
"24","Valor IBC",42,"MASCULINO","2020/01/22","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",2853708
"25","Valor IBC",43,"MASCULINO","2019/01/09","NO REPORTADO","05001 - Medellín",1507830
"26","Valor IBC",41,"MASCULINO","2019/01/11","NO REPORTADO","05001 - Medellín",1254202
"27","Valor IBC",43,"MASCULINO","2019/02/07","NO REPORTADO","05001 - Medellín",6900475
"28","Valor IBC",41,"MASCULINO","2019/02/13","NO REPORTADO","05001 - Medellín",3799376
"29","Valor IBC",43,"MASCULINO","2019/03/07","NO REPORTADO","05001 - Medellín",6145832
"30","Valor IBC",41,"MASCULINO","2019/03/13","NO REPORTADO","05001 - Medellín",6279612
"31","Valor IBC",43,"MASCULINO","2019/04/05","NO REPORTADO","05001 - Medellín",5742188
"32","Valor IBC",41,"MASCULINO","2019/04/11","NO REPORTADO","05001 - Medellín",6685540
"33","Valor IBC",36,"MASCULINO","2019/04/22","NO REPORTADO","05001 - Medellín",6594664
"34","Valor IBC",43,"MASCULINO","2019/05/08","NO REPORTADO","05001 - Medellín",6028648
"35","Valor IBC",41,"MASCULINO","2019/05/14","NO REPORTADO","05001 - Medellín",7053444
"36","Valor IBC",36,"MASCULINO","2019/05/21","NO REPORTADO","05001 - Medellín",4368736
"37","Valor IBC",43,"MASCULINO","2019/06/10","NO REPORTADO","05001 - Medellín",5312159
"38","Valor IBC",41,"MASCULINO","2019/06/14","NO REPORTADO","05001 - Medellín",7508408
"39","Valor IBC",43,"MASCULINO","2019/07/10","NO REPORTADO","05001 - Medellín",5867188
"40","Valor IBC",41,"MASCULINO","2019/07/12","NO REPORTADO","05001 - Medellín",6359228
"41","Valor IBC",43,"MASCULINO","2019/08/08","NO REPORTADO","05001 - Medellín",5778644
"42","Valor IBC",41,"MASCULINO","2019/08/14","NO REPORTADO","05001 - Medellín",5893516
"43","Valor IBC",43,"MASCULINO","2019/09/06","NO REPORTADO","05001 - Medellín",6039064
"44","Valor IBC",41,"MASCULINO","2019/09/12","NO REPORTADO","05001 - Medellín",6096480
"45","Valor IBC",43,"MASCULINO","2019/10/07","NO REPORTADO","05001 - Medellín",6098956
"46","Valor IBC",41,"MASCULINO","2019/10/11","NO REPORTADO","05001 - Medellín",6099264
"47","Valor IBC",43,"MASCULINO","2019/11/08","NO REPORTADO","05001 - Medellín",5968748
"48","Valor IBC",41,"MASCULINO","2019/11/15","NO REPORTADO","05001 - Medellín",6687548
"49","Valor IBC",43,"MASCULINO","2019/12/06","NO REPORTADO","05001 - Medellín",5645832
"50","Valor IBC",41,"MASCULINO","2019/12/12","NO REPORTADO","05001 - Medellín",5557396
"51","Valor IBC",41,"MASCULINO","2020/01/02","NO REPORTADO","05001 - Medellín",2697812
"52","Valor IBC",43,"MASCULINO","2020/01/09","NO REPORTADO","05001 - Medellín",4634766
"53","Valor IBC",36,"MASCULINO","2019/08/22","NO REPORTADO","05030 - Amagá",441664
"54","Valor IBC",36,"MASCULINO","2019/09/19","NO REPORTADO","05030 - Amagá",110416
"55","Valor IBC",26,"FEMENINO","2019/05/08","NO REPORTADO","08606 - Repelón",2600000
"56","Valor IBC",26,"FEMENINO","2019/06/10","NO REPORTADO","08606 - Repelón",2654167
"57","Valor IBC",43,"FEMENINO","2019/01/09","NO REPORTADO","08001 - Barranquilla",1376700
"58","Valor IBC",43,"FEMENINO","2019/02/07","NO REPORTADO","08001 - Barranquilla",7191750
"59","Valor IBC",43,"FEMENINO","2019/03/07","NO REPORTADO","08001 - Barranquilla",6e+06
"60","Valor IBC",43,"FEMENINO","2019/04/05","NO REPORTADO","08001 - Barranquilla",6e+06
"61","Valor IBC",43,"FEMENINO","2019/05/08","NO REPORTADO","08001 - Barranquilla",5600000
"62","Valor IBC",43,"FEMENINO","2019/06/10","NO REPORTADO","08001 - Barranquilla",5733334
"63","Valor IBC",43,"FEMENINO","2019/07/10","NO REPORTADO","08001 - Barranquilla",6e+06
"64","Valor IBC",43,"FEMENINO","2019/08/08","NO REPORTADO","08001 - Barranquilla",6e+06
"65","Valor IBC",43,"FEMENINO","2019/09/06","NO REPORTADO","08001 - Barranquilla",6e+06
"66","Valor IBC",43,"FEMENINO","2019/10/07","NO REPORTADO","08001 - Barranquilla",6e+06
"67","Valor IBC",43,"FEMENINO","2019/11/08","NO REPORTADO","08001 - Barranquilla",6e+06
"68","Valor IBC",43,"FEMENINO","2019/12/06","NO REPORTADO","08001 - Barranquilla",6e+06
"69","Valor IBC",43,"FEMENINO","2020/01/09","NO REPORTADO","08001 - Barranquilla",4500000
"70","Valor IBC",34,"MASCULINO","2019/04/22","INDÍGENA","11001 - Bogotá, D.C.",8767380
"71","Valor IBC",40,"MASCULINO","2019/04/22","INDÍGENA","11001 - Bogotá, D.C.",7947576
"72","Valor IBC",34,"MASCULINO","2019/05/21","INDÍGENA","11001 - Bogotá, D.C.",6775560
"73","Valor IBC",40,"MASCULINO","2019/05/21","INDÍGENA","11001 - Bogotá, D.C.",9112440
"74","Valor IBC",34,"MASCULINO","2019/06/21","INDÍGENA","11001 - Bogotá, D.C.",2560412
"75","Valor IBC",40,"MASCULINO","2019/06/21","INDÍGENA","11001 - Bogotá, D.C.",8837464
"76","Valor IBC",34,"MASCULINO","2019/07/19","INDÍGENA","11001 - Bogotá, D.C.",4475760
"77","Valor IBC",40,"MASCULINO","2019/07/19","INDÍGENA","11001 - Bogotá, D.C.",7392724
"78","Valor IBC",34,"MASCULINO","2019/08/22","INDÍGENA","11001 - Bogotá, D.C.",7450948
"79","Valor IBC",40,"MASCULINO","2019/08/22","INDÍGENA","11001 - Bogotá, D.C.",4200000
"80","Valor IBC",34,"MASCULINO","2019/09/19","INDÍGENA","11001 - Bogotá, D.C.",6033304
"81","Valor IBC",40,"MASCULINO","2019/09/19","INDÍGENA","11001 - Bogotá, D.C.",3861668
"82","Valor IBC",40,"MASCULINO","2019/10/21","INDÍGENA","11001 - Bogotá, D.C.",8602876
"83","Valor IBC",34,"MASCULINO","2019/11/25","INDÍGENA","11001 - Bogotá, D.C.",6818728
"84","Valor IBC",40,"MASCULINO","2019/11/25","INDÍGENA","11001 - Bogotá, D.C.",7472916
"85","Valor IBC",34,"MASCULINO","2019/12/19","INDÍGENA","11001 - Bogotá, D.C.",7140340
"86","Valor IBC",40,"MASCULINO","2019/12/19","INDÍGENA","11001 - Bogotá, D.C.",7336700
"87","Valor IBC",34,"MASCULINO","2020/01/22","INDÍGENA","11001 - Bogotá, D.C.",4639218
"88","Valor IBC",40,"MASCULINO","2020/01/22","INDÍGENA","11001 - Bogotá, D.C.",3729291
"89","Valor IBC",40,"MASCULINO","2019/01/03","NO REPORTADO","11001 - Bogotá, D.C.",1e+06
"90","Valor IBC",42,"MASCULINO","2019/01/03","NO REPORTADO","11001 - Bogotá, D.C.",2.4e+07
"91","Valor IBC",22,"FEMENINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",624994
"92","Valor IBC",32,"FEMENINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",1550000
"93","Valor IBC",46,"FEMENINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",781246
"94","Valor IBC",57,"MASCULINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",1200000
"95","Valor IBC",72,"MASCULINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",781246
"96","Valor IBC",84,"MASCULINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",5980450
"97","Valor IBC",29,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",920001
"98","Valor IBC",47,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",920000
"99","Valor IBC",54,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",1600000
"100","Valor IBC",61,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",5703067
"101","Valor IBC",66,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",7812420
"102","Valor IBC",68,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",5859315
"103","Valor IBC",28,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",1233901
"104","Valor IBC",29,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",1892936
"105","Valor IBC",31,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2338934
"106","Valor IBC",32,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",1288212
"107","Valor IBC",33,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",1822799
"108","Valor IBC",48,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",5e+06
"109","Valor IBC",51,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",3367514
"110","Valor IBC",52,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",1360380
"111","Valor IBC",62,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",2500000
"112","Valor IBC",64,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",4350000
"113","Valor IBC",65,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",19531050
"114","Valor IBC",34,"MASCULINO","2019/01/10","NO REPORTADO","11001 - Bogotá, D.C.",1950000
"115","Valor IBC",35,"MASCULINO","2019/01/10","NO REPORTADO","11001 - Bogotá, D.C.",828796
"116","Valor IBC",60,"MASCULINO","2019/01/10","NO REPORTADO","11001 - Bogotá, D.C.",891626
"117","Valor IBC",27,"MASCULINO","2019/01/11","NO REPORTADO","11001 - Bogotá, D.C.",781242
"118","Valor IBC",46,"MASCULINO","2019/01/11","NO REPORTADO","11001 - Bogotá, D.C.",1102645
"119","Valor IBC",56,"MASCULINO","2019/01/11","NO REPORTADO","11001 - Bogotá, D.C.",2438207
"120","Valor IBC",22,"FEMENINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",781242
"121","Valor IBC",62,"FEMENINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",7e+06
"122","Valor IBC",29,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",782000
"123","Valor IBC",50,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",2646988
"124","Valor IBC",64,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",7e+06
"125","Valor IBC",66,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",781242
"126","Valor IBC",56,"FEMENINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",781242
"127","Valor IBC",22,"MASCULINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",781242
"128","Valor IBC",28,"MASCULINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",1800000
"129","Valor IBC",39,"MASCULINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",3791188
"130","Valor IBC",31,"FEMENINO","2019/01/17","NO REPORTADO","11001 - Bogotá, D.C.",1200000
"131","Valor IBC",34,"FEMENINO","2019/01/17","NO REPORTADO","11001 - Bogotá, D.C.",1018500
"132","Valor IBC",58,"FEMENINO","2019/01/24","NO REPORTADO","11001 - Bogotá, D.C.",850000
"133","Valor IBC",61,"FEMENINO","2019/01/29","NO REPORTADO","11001 - Bogotá, D.C.",781242
"134","Valor IBC",47,"MASCULINO","2019/01/29","NO REPORTADO","11001 - Bogotá, D.C.",1869464
"135","Valor IBC",51,"MASCULINO","2019/01/29","NO REPORTADO","11001 - Bogotá, D.C.",1911289
"136","Valor IBC",22,"FEMENINO","2019/02/04","NO REPORTADO","11001 - Bogotá, D.C.",828116
"137","Valor IBC",60,"FEMENINO","2019/02/04","NO REPORTADO","11001 - Bogotá, D.C.",828116
"138","Valor IBC",40,"MASCULINO","2019/02/04","NO REPORTADO","11001 - Bogotá, D.C.",4e+06
"139","Valor IBC",29,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",4048000
"140","Valor IBC",32,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",6570000
"141","Valor IBC",46,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"142","Valor IBC",47,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",4136000
"143","Valor IBC",28,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",6330998
"144","Valor IBC",29,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",1344000
"145","Valor IBC",51,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",9261108
"146","Valor IBC",72,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"147","Valor IBC",84,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",19017720
"148","Valor IBC",35,"MASCULINO","2019/02/06","NO REPORTADO","11001 - Bogotá, D.C.",3315180
"149","Valor IBC",60,"MASCULINO","2019/02/06","NO REPORTADO","11001 - Bogotá, D.C.",3723934
"150","Valor IBC",54,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",10625000
"151","Valor IBC",61,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",17425722
"152","Valor IBC",66,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",23870850
"153","Valor IBC",68,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",23870852
"154","Valor IBC",24,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",1960000
"155","Valor IBC",31,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",24363332
"156","Valor IBC",32,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",6596160
"157","Valor IBC",33,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",10254440
"158","Valor IBC",48,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",3e+07
"159","Valor IBC",52,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",5746584
"160","Valor IBC",62,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",1e+07
"161","Valor IBC",64,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",13500000
"162","Valor IBC",65,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",160935800
"163","Valor IBC",34,"MASCULINO","2019/02/08","NO REPORTADO","11001 - Bogotá, D.C.",7800000
"164","Valor IBC",22,"FEMENINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",1656232
"165","Valor IBC",58,"FEMENINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",3400000
"166","Valor IBC",50,"MASCULINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",22769018
"167","Valor IBC",57,"MASCULINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",6400000
"168","Valor IBC",66,"MASCULINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",1656232
"169","Valor IBC",62,"FEMENINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",4.8e+07
"170","Valor IBC",27,"MASCULINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",3265590
"171","Valor IBC",29,"MASCULINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"172","Valor IBC",64,"MASCULINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",4.8e+07
"173","Valor IBC",56,"FEMENINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"174","Valor IBC",22,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",828116
"175","Valor IBC",28,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",6360000
"176","Valor IBC",39,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",12495180
"177","Valor IBC",43,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",110416
"178","Valor IBC",46,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",5146636
"179","Valor IBC",31,"FEMENINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",4800000
"180","Valor IBC",34,"FEMENINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",4074000
"181","Valor IBC",29,"MASCULINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",2231552
"182","Valor IBC",31,"MASCULINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",1116000
"183","Valor IBC",61,"FEMENINO","2019/02/28","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"184","Valor IBC",47,"MASCULINO","2019/02/28","NO REPORTADO","11001 - Bogotá, D.C.",9690100
"185","Valor IBC",51,"MASCULINO","2019/02/28","NO REPORTADO","11001 - Bogotá, D.C.",7571200
"186","Valor IBC",32,"FEMENINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",6570000
"187","Valor IBC",46,"FEMENINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"188","Valor IBC",40,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",4e+06
"189","Valor IBC",42,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",3e+07
"190","Valor IBC",72,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"191","Valor IBC",84,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",19017720
"192","Valor IBC",29,"FEMENINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",4048000
"193","Valor IBC",47,"FEMENINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",4136000
"194","Valor IBC",58,"FEMENINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",3600000
"195","Valor IBC",28,"MASCULINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",5037928
"196","Valor IBC",51,"MASCULINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",9921284
"197","Valor IBC",22,"FEMENINO","2019/03/06","NO REPORTADO","11001 - Bogotá, D.C.",1656232
"198","Valor IBC",43,"MASCULINO","2019/03/06","NO REPORTADO","11001 - Bogotá, D.C.",110416
"199","Valor IBC",22,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",1656232
"200","Valor IBC",54,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",5946319
"201","Valor IBC",61,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",17742240
"202","Valor IBC",66,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",24304440
"203","Valor IBC",68,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",18228330
"204","Valor IBC",24,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",5635000
"205","Valor IBC",31,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",25223346
"206","Valor IBC",32,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",5365736
"207","Valor IBC",33,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",9314904
"208","Valor IBC",35,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",3480940
"209","Valor IBC",48,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",3e+07
"210","Valor IBC",50,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",11400460
"211","Valor IBC",52,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",6051648
"212","Valor IBC",60,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"213","Valor IBC",62,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",1e+07
"214","Valor IBC",64,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",13500000
"215","Valor IBC",65,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",165623200
"216","Valor IBC",66,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",1766650
"217","Valor IBC",31,"MASCULINO","2019/03/11","NO REPORTADO","11001 - Bogotá, D.C.",1104156
"218","Valor IBC",40,"MASCULINO","2019/03/11","NO REPORTADO","11001 - Bogotá, D.C.",1104156
"219","Valor IBC",57,"MASCULINO","2019/03/11","NO REPORTADO","11001 - Bogotá, D.C.",6400000
"220","Valor IBC",48,"FEMENINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"221","Valor IBC",62,"FEMENINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",4.8e+07
"222","Valor IBC",72,"FEMENINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",3390088
"223","Valor IBC",29,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"224","Valor IBC",45,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",4438533
"225","Valor IBC",51,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",5018756
"226","Valor IBC",61,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",3274540
"227","Valor IBC",64,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",4.8e+07
"228","Valor IBC",30,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",828116
"229","Valor IBC",31,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",5088000
"230","Valor IBC",34,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",5200000
"231","Valor IBC",56,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"232","Valor IBC",22,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",1437614
"233","Valor IBC",27,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"234","Valor IBC",28,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",7200000
"235","Valor IBC",29,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",7736496
"236","Valor IBC",31,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",3640000
"237","Valor IBC",39,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",22846152
"238","Valor IBC",46,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",7149560
"239","Valor IBC",60,"FEMENINO","2019/03/18","NO REPORTADO","11001 - Bogotá, D.C.",828116
"240","Valor IBC",61,"FEMENINO","2019/03/21","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"241","Valor IBC",47,"MASCULINO","2019/03/21","NO REPORTADO","11001 - Bogotá, D.C.",12072200
"242","Valor IBC",51,"MASCULINO","2019/03/21","NO REPORTADO","11001 - Bogotá, D.C.",10130400
"243","Valor IBC",40,"MASCULINO","2019/04/01","NO REPORTADO","11001 - Bogotá, D.C.",4e+06
"244","Valor IBC",27,"FEMENINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",220832
"245","Valor IBC",29,"FEMENINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",4048000
"246","Valor IBC",32,"FEMENINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",6610000
"247","Valor IBC",46,"FEMENINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",3312464
"248","Valor IBC",47,"FEMENINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",4136000
"249","Valor IBC",28,"MASCULINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",4928000
"250","Valor IBC",35,"MASCULINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",448000
"251","Valor IBC",51,"MASCULINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",7095172
"252","Valor IBC",72,"MASCULINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",2484348
"253","Valor IBC",84,"MASCULINO","2019/04/02","NO REPORTADO","11001 - Bogotá, D.C.",19017720
"254","Valor IBC",68,"MASCULINO","2019/04/03","NO REPORTADO","11001 - Bogotá, D.C.",2649972
"255","Valor IBC",30,"FEMENINO","2019/04/04","NO REPORTADO","11001 - Bogotá, D.C.",828116
"256","Valor IBC",58,"FEMENINO","2019/04/04","NO REPORTADO","11001 - Bogotá, D.C.",3600000
"257","Valor IBC",35,"MASCULINO","2019/04/04","NO REPORTADO","11001 - Bogotá, D.C.",3480940
