"","Measures","Edad","Sexo","Hierarchy","Etnia","Geografiia Cotizante","value"
"1","Numero de Dias Cotizados",46,"MASCULINO","2019/01/10","NO REPORTADO","05147 - Carepa",30
"2","Numero de Dias Cotizados",46,"MASCULINO","2019/02/11","NO REPORTADO","05147 - Carepa",120
"3","Numero de Dias Cotizados",46,"MASCULINO","2019/03/11","NO REPORTADO","05147 - Carepa",120
"4","Numero de Dias Cotizados",46,"MASCULINO","2019/04/09","NO REPORTADO","05147 - Carepa",120
"5","Numero de Dias Cotizados",46,"MASCULINO","2019/05/10","NO REPORTADO","05147 - Carepa",120
"6","Numero de Dias Cotizados",46,"MASCULINO","2019/06/12","NO REPORTADO","05147 - Carepa",120
"7","Numero de Dias Cotizados",46,"MASCULINO","2019/07/10","NO REPORTADO","05147 - Carepa",120
"8","Numero de Dias Cotizados",46,"MASCULINO","2019/08/12","NO REPORTADO","05147 - Carepa",120
"9","Numero de Dias Cotizados",46,"MASCULINO","2019/09/10","NO REPORTADO","05147 - Carepa",120
"10","Numero de Dias Cotizados",46,"MASCULINO","2019/10/09","NO REPORTADO","05147 - Carepa",120
"11","Numero de Dias Cotizados",46,"MASCULINO","2019/11/13","NO REPORTADO","05147 - Carepa",120
"12","Numero de Dias Cotizados",46,"MASCULINO","2019/12/10","NO REPORTADO","05147 - Carepa",98
"13","Numero de Dias Cotizados",28,"MASCULINO","2019/08/22","NO REPORTADO","05088 - Bello",20
"14","Numero de Dias Cotizados",28,"MASCULINO","2019/09/19","NO REPORTADO","05088 - Bello",20
"15","Numero de Dias Cotizados",42,"MASCULINO","2019/04/22","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"16","Numero de Dias Cotizados",42,"MASCULINO","2019/05/21","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"17","Numero de Dias Cotizados",42,"MASCULINO","2019/06/21","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"18","Numero de Dias Cotizados",42,"MASCULINO","2019/07/19","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"19","Numero de Dias Cotizados",42,"MASCULINO","2019/08/22","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"20","Numero de Dias Cotizados",42,"MASCULINO","2019/09/19","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"21","Numero de Dias Cotizados",42,"MASCULINO","2019/10/21","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"22","Numero de Dias Cotizados",42,"MASCULINO","2019/11/25","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"23","Numero de Dias Cotizados",42,"MASCULINO","2019/12/19","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",120
"24","Numero de Dias Cotizados",42,"MASCULINO","2020/01/22","NEGRO, MULATO, AFROCOLOMBIANO O AFRODESC","05001 - Medellín",90
"25","Numero de Dias Cotizados",43,"MASCULINO","2019/01/09","NO REPORTADO","05001 - Medellín",30
"26","Numero de Dias Cotizados",41,"MASCULINO","2019/01/11","NO REPORTADO","05001 - Medellín",14
"27","Numero de Dias Cotizados",43,"MASCULINO","2019/02/07","NO REPORTADO","05001 - Medellín",120
"28","Numero de Dias Cotizados",41,"MASCULINO","2019/02/13","NO REPORTADO","05001 - Medellín",68
"29","Numero de Dias Cotizados",43,"MASCULINO","2019/03/07","NO REPORTADO","05001 - Medellín",120
"30","Numero de Dias Cotizados",41,"MASCULINO","2019/03/13","NO REPORTADO","05001 - Medellín",120
"31","Numero de Dias Cotizados",43,"MASCULINO","2019/04/05","NO REPORTADO","05001 - Medellín",120
"32","Numero de Dias Cotizados",41,"MASCULINO","2019/04/11","NO REPORTADO","05001 - Medellín",120
"33","Numero de Dias Cotizados",36,"MASCULINO","2019/04/22","NO REPORTADO","05001 - Medellín",120
"34","Numero de Dias Cotizados",43,"MASCULINO","2019/05/08","NO REPORTADO","05001 - Medellín",120
"35","Numero de Dias Cotizados",41,"MASCULINO","2019/05/14","NO REPORTADO","05001 - Medellín",120
"36","Numero de Dias Cotizados",36,"MASCULINO","2019/05/21","NO REPORTADO","05001 - Medellín",108
"37","Numero de Dias Cotizados",43,"MASCULINO","2019/06/10","NO REPORTADO","05001 - Medellín",102
"38","Numero de Dias Cotizados",41,"MASCULINO","2019/06/14","NO REPORTADO","05001 - Medellín",120
"39","Numero de Dias Cotizados",43,"MASCULINO","2019/07/10","NO REPORTADO","05001 - Medellín",120
"40","Numero de Dias Cotizados",41,"MASCULINO","2019/07/12","NO REPORTADO","05001 - Medellín",120
"41","Numero de Dias Cotizados",43,"MASCULINO","2019/08/08","NO REPORTADO","05001 - Medellín",120
"42","Numero de Dias Cotizados",41,"MASCULINO","2019/08/14","NO REPORTADO","05001 - Medellín",120
"43","Numero de Dias Cotizados",43,"MASCULINO","2019/09/06","NO REPORTADO","05001 - Medellín",120
"44","Numero de Dias Cotizados",41,"MASCULINO","2019/09/12","NO REPORTADO","05001 - Medellín",120
"45","Numero de Dias Cotizados",43,"MASCULINO","2019/10/07","NO REPORTADO","05001 - Medellín",120
"46","Numero de Dias Cotizados",41,"MASCULINO","2019/10/11","NO REPORTADO","05001 - Medellín",120
"47","Numero de Dias Cotizados",43,"MASCULINO","2019/11/08","NO REPORTADO","05001 - Medellín",120
"48","Numero de Dias Cotizados",41,"MASCULINO","2019/11/15","NO REPORTADO","05001 - Medellín",120
"49","Numero de Dias Cotizados",43,"MASCULINO","2019/12/06","NO REPORTADO","05001 - Medellín",120
"50","Numero de Dias Cotizados",41,"MASCULINO","2019/12/12","NO REPORTADO","05001 - Medellín",120
"51","Numero de Dias Cotizados",41,"MASCULINO","2020/01/02","NO REPORTADO","05001 - Medellín",39
"52","Numero de Dias Cotizados",43,"MASCULINO","2020/01/09","NO REPORTADO","05001 - Medellín",90
"53","Numero de Dias Cotizados",36,"MASCULINO","2019/08/22","NO REPORTADO","05030 - Amagá",16
"54","Numero de Dias Cotizados",36,"MASCULINO","2019/09/19","NO REPORTADO","05030 - Amagá",4
"55","Numero de Dias Cotizados",26,"FEMENINO","2019/05/08","NO REPORTADO","08606 - Repelón",60
"56","Numero de Dias Cotizados",26,"FEMENINO","2019/06/10","NO REPORTADO","08606 - Repelón",60
"57","Numero de Dias Cotizados",43,"FEMENINO","2019/01/09","NO REPORTADO","08001 - Barranquilla",30
"58","Numero de Dias Cotizados",43,"FEMENINO","2019/02/07","NO REPORTADO","08001 - Barranquilla",120
"59","Numero de Dias Cotizados",43,"FEMENINO","2019/03/07","NO REPORTADO","08001 - Barranquilla",120
"60","Numero de Dias Cotizados",43,"FEMENINO","2019/04/05","NO REPORTADO","08001 - Barranquilla",120
"61","Numero de Dias Cotizados",43,"FEMENINO","2019/05/08","NO REPORTADO","08001 - Barranquilla",112
"62","Numero de Dias Cotizados",43,"FEMENINO","2019/06/10","NO REPORTADO","08001 - Barranquilla",116
"63","Numero de Dias Cotizados",43,"FEMENINO","2019/07/10","NO REPORTADO","08001 - Barranquilla",120
"64","Numero de Dias Cotizados",43,"FEMENINO","2019/08/08","NO REPORTADO","08001 - Barranquilla",120
"65","Numero de Dias Cotizados",43,"FEMENINO","2019/09/06","NO REPORTADO","08001 - Barranquilla",120
"66","Numero de Dias Cotizados",43,"FEMENINO","2019/10/07","NO REPORTADO","08001 - Barranquilla",120
"67","Numero de Dias Cotizados",43,"FEMENINO","2019/11/08","NO REPORTADO","08001 - Barranquilla",120
"68","Numero de Dias Cotizados",43,"FEMENINO","2019/12/06","NO REPORTADO","08001 - Barranquilla",120
"69","Numero de Dias Cotizados",43,"FEMENINO","2020/01/09","NO REPORTADO","08001 - Barranquilla",90
"70","Numero de Dias Cotizados",34,"MASCULINO","2019/04/22","INDÍGENA","11001 - Bogotá, D.C.",120
"71","Numero de Dias Cotizados",40,"MASCULINO","2019/04/22","INDÍGENA","11001 - Bogotá, D.C.",120
"72","Numero de Dias Cotizados",34,"MASCULINO","2019/05/21","INDÍGENA","11001 - Bogotá, D.C.",112
"73","Numero de Dias Cotizados",40,"MASCULINO","2019/05/21","INDÍGENA","11001 - Bogotá, D.C.",120
"74","Numero de Dias Cotizados",34,"MASCULINO","2019/06/21","INDÍGENA","11001 - Bogotá, D.C.",36
"75","Numero de Dias Cotizados",40,"MASCULINO","2019/06/21","INDÍGENA","11001 - Bogotá, D.C.",120
"76","Numero de Dias Cotizados",34,"MASCULINO","2019/07/19","INDÍGENA","11001 - Bogotá, D.C.",80
"77","Numero de Dias Cotizados",40,"MASCULINO","2019/07/19","INDÍGENA","11001 - Bogotá, D.C.",110
"78","Numero de Dias Cotizados",34,"MASCULINO","2019/08/22","INDÍGENA","11001 - Bogotá, D.C.",120
"79","Numero de Dias Cotizados",40,"MASCULINO","2019/08/22","INDÍGENA","11001 - Bogotá, D.C.",120
"80","Numero de Dias Cotizados",34,"MASCULINO","2019/09/19","INDÍGENA","11001 - Bogotá, D.C.",120
"81","Numero de Dias Cotizados",40,"MASCULINO","2019/09/19","INDÍGENA","11001 - Bogotá, D.C.",114
"82","Numero de Dias Cotizados",40,"MASCULINO","2019/10/21","INDÍGENA","11001 - Bogotá, D.C.",120
"83","Numero de Dias Cotizados",34,"MASCULINO","2019/11/25","INDÍGENA","11001 - Bogotá, D.C.",120
"84","Numero de Dias Cotizados",40,"MASCULINO","2019/11/25","INDÍGENA","11001 - Bogotá, D.C.",120
"85","Numero de Dias Cotizados",34,"MASCULINO","2019/12/19","INDÍGENA","11001 - Bogotá, D.C.",120
"86","Numero de Dias Cotizados",40,"MASCULINO","2019/12/19","INDÍGENA","11001 - Bogotá, D.C.",120
"87","Numero de Dias Cotizados",34,"MASCULINO","2020/01/22","INDÍGENA","11001 - Bogotá, D.C.",88
"88","Numero de Dias Cotizados",40,"MASCULINO","2020/01/22","INDÍGENA","11001 - Bogotá, D.C.",90
"89","Numero de Dias Cotizados",40,"MASCULINO","2019/01/03","NO REPORTADO","11001 - Bogotá, D.C.",30
"90","Numero de Dias Cotizados",42,"MASCULINO","2019/01/03","NO REPORTADO","11001 - Bogotá, D.C.",180
"91","Numero de Dias Cotizados",22,"FEMENINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",24
"92","Numero de Dias Cotizados",32,"FEMENINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",30
"93","Numero de Dias Cotizados",46,"FEMENINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",30
"94","Numero de Dias Cotizados",57,"MASCULINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",30
"95","Numero de Dias Cotizados",72,"MASCULINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",30
"96","Numero de Dias Cotizados",84,"MASCULINO","2019/01/08","NO REPORTADO","11001 - Bogotá, D.C.",30
"97","Numero de Dias Cotizados",29,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"98","Numero de Dias Cotizados",47,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"99","Numero de Dias Cotizados",54,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"100","Numero de Dias Cotizados",61,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"101","Numero de Dias Cotizados",66,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"102","Numero de Dias Cotizados",68,"FEMENINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"103","Numero de Dias Cotizados",28,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"104","Numero de Dias Cotizados",29,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"105","Numero de Dias Cotizados",31,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"106","Numero de Dias Cotizados",32,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"107","Numero de Dias Cotizados",33,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"108","Numero de Dias Cotizados",48,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"109","Numero de Dias Cotizados",51,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"110","Numero de Dias Cotizados",52,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"111","Numero de Dias Cotizados",62,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"112","Numero de Dias Cotizados",64,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"113","Numero de Dias Cotizados",65,"MASCULINO","2019/01/09","NO REPORTADO","11001 - Bogotá, D.C.",30
"114","Numero de Dias Cotizados",34,"MASCULINO","2019/01/10","NO REPORTADO","11001 - Bogotá, D.C.",30
"115","Numero de Dias Cotizados",35,"MASCULINO","2019/01/10","NO REPORTADO","11001 - Bogotá, D.C.",30
"116","Numero de Dias Cotizados",60,"MASCULINO","2019/01/10","NO REPORTADO","11001 - Bogotá, D.C.",21
"117","Numero de Dias Cotizados",27,"MASCULINO","2019/01/11","NO REPORTADO","11001 - Bogotá, D.C.",30
"118","Numero de Dias Cotizados",46,"MASCULINO","2019/01/11","NO REPORTADO","11001 - Bogotá, D.C.",14
"119","Numero de Dias Cotizados",56,"MASCULINO","2019/01/11","NO REPORTADO","11001 - Bogotá, D.C.",14
"120","Numero de Dias Cotizados",22,"FEMENINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",30
"121","Numero de Dias Cotizados",62,"FEMENINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",30
"122","Numero de Dias Cotizados",29,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",30
"123","Numero de Dias Cotizados",50,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",30
"124","Numero de Dias Cotizados",64,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",30
"125","Numero de Dias Cotizados",66,"MASCULINO","2019/01/15","NO REPORTADO","11001 - Bogotá, D.C.",30
"126","Numero de Dias Cotizados",56,"FEMENINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",30
"127","Numero de Dias Cotizados",22,"MASCULINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",30
"128","Numero de Dias Cotizados",28,"MASCULINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",30
"129","Numero de Dias Cotizados",39,"MASCULINO","2019/01/16","NO REPORTADO","11001 - Bogotá, D.C.",30
"130","Numero de Dias Cotizados",31,"FEMENINO","2019/01/17","NO REPORTADO","11001 - Bogotá, D.C.",30
"131","Numero de Dias Cotizados",34,"FEMENINO","2019/01/17","NO REPORTADO","11001 - Bogotá, D.C.",30
"132","Numero de Dias Cotizados",58,"FEMENINO","2019/01/24","NO REPORTADO","11001 - Bogotá, D.C.",30
"133","Numero de Dias Cotizados",61,"FEMENINO","2019/01/29","NO REPORTADO","11001 - Bogotá, D.C.",30
"134","Numero de Dias Cotizados",47,"MASCULINO","2019/01/29","NO REPORTADO","11001 - Bogotá, D.C.",30
"135","Numero de Dias Cotizados",51,"MASCULINO","2019/01/29","NO REPORTADO","11001 - Bogotá, D.C.",30
"136","Numero de Dias Cotizados",22,"FEMENINO","2019/02/04","NO REPORTADO","11001 - Bogotá, D.C.",30
"137","Numero de Dias Cotizados",60,"FEMENINO","2019/02/04","NO REPORTADO","11001 - Bogotá, D.C.",30
"138","Numero de Dias Cotizados",40,"MASCULINO","2019/02/04","NO REPORTADO","11001 - Bogotá, D.C.",120
"139","Numero de Dias Cotizados",29,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"140","Numero de Dias Cotizados",32,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"141","Numero de Dias Cotizados",46,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"142","Numero de Dias Cotizados",47,"FEMENINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"143","Numero de Dias Cotizados",28,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",113
"144","Numero de Dias Cotizados",29,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",48
"145","Numero de Dias Cotizados",51,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"146","Numero de Dias Cotizados",72,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",90
"147","Numero de Dias Cotizados",84,"MASCULINO","2019/02/05","NO REPORTADO","11001 - Bogotá, D.C.",90
"148","Numero de Dias Cotizados",35,"MASCULINO","2019/02/06","NO REPORTADO","11001 - Bogotá, D.C.",120
"149","Numero de Dias Cotizados",60,"MASCULINO","2019/02/06","NO REPORTADO","11001 - Bogotá, D.C.",88
"150","Numero de Dias Cotizados",54,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"151","Numero de Dias Cotizados",61,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"152","Numero de Dias Cotizados",66,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"153","Numero de Dias Cotizados",68,"FEMENINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"154","Numero de Dias Cotizados",24,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",56
"155","Numero de Dias Cotizados",31,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",180
"156","Numero de Dias Cotizados",32,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"157","Numero de Dias Cotizados",33,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"158","Numero de Dias Cotizados",48,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",180
"159","Numero de Dias Cotizados",52,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"160","Numero de Dias Cotizados",62,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"161","Numero de Dias Cotizados",64,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"162","Numero de Dias Cotizados",65,"MASCULINO","2019/02/07","NO REPORTADO","11001 - Bogotá, D.C.",240
"163","Numero de Dias Cotizados",34,"MASCULINO","2019/02/08","NO REPORTADO","11001 - Bogotá, D.C.",120
"164","Numero de Dias Cotizados",22,"FEMENINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",60
"165","Numero de Dias Cotizados",58,"FEMENINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",120
"166","Numero de Dias Cotizados",50,"MASCULINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",180
"167","Numero de Dias Cotizados",57,"MASCULINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",120
"168","Numero de Dias Cotizados",66,"MASCULINO","2019/02/11","NO REPORTADO","11001 - Bogotá, D.C.",60
"169","Numero de Dias Cotizados",62,"FEMENINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",180
"170","Numero de Dias Cotizados",27,"MASCULINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",120
"171","Numero de Dias Cotizados",29,"MASCULINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",120
"172","Numero de Dias Cotizados",64,"MASCULINO","2019/02/12","NO REPORTADO","11001 - Bogotá, D.C.",180
"173","Numero de Dias Cotizados",56,"FEMENINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"174","Numero de Dias Cotizados",22,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",30
"175","Numero de Dias Cotizados",28,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",106
"176","Numero de Dias Cotizados",39,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",115
"177","Numero de Dias Cotizados",43,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",4
"178","Numero de Dias Cotizados",46,"MASCULINO","2019/02/13","NO REPORTADO","11001 - Bogotá, D.C.",68
"179","Numero de Dias Cotizados",31,"FEMENINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",120
"180","Numero de Dias Cotizados",34,"FEMENINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",120
"181","Numero de Dias Cotizados",29,"MASCULINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",36
"182","Numero de Dias Cotizados",31,"MASCULINO","2019/02/18","NO REPORTADO","11001 - Bogotá, D.C.",36
"183","Numero de Dias Cotizados",61,"FEMENINO","2019/02/28","NO REPORTADO","11001 - Bogotá, D.C.",120
"184","Numero de Dias Cotizados",47,"MASCULINO","2019/02/28","NO REPORTADO","11001 - Bogotá, D.C.",120
"185","Numero de Dias Cotizados",51,"MASCULINO","2019/02/28","NO REPORTADO","11001 - Bogotá, D.C.",120
"186","Numero de Dias Cotizados",32,"FEMENINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",120
"187","Numero de Dias Cotizados",46,"FEMENINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",120
"188","Numero de Dias Cotizados",40,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",120
"189","Numero de Dias Cotizados",42,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",180
"190","Numero de Dias Cotizados",72,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",90
"191","Numero de Dias Cotizados",84,"MASCULINO","2019/03/04","NO REPORTADO","11001 - Bogotá, D.C.",90
"192","Numero de Dias Cotizados",29,"FEMENINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"193","Numero de Dias Cotizados",47,"FEMENINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"194","Numero de Dias Cotizados",58,"FEMENINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"195","Numero de Dias Cotizados",28,"MASCULINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"196","Numero de Dias Cotizados",51,"MASCULINO","2019/03/05","NO REPORTADO","11001 - Bogotá, D.C.",120
"197","Numero de Dias Cotizados",22,"FEMENINO","2019/03/06","NO REPORTADO","11001 - Bogotá, D.C.",60
"198","Numero de Dias Cotizados",43,"MASCULINO","2019/03/06","NO REPORTADO","11001 - Bogotá, D.C.",4
"199","Numero de Dias Cotizados",22,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",60
"200","Numero de Dias Cotizados",54,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",102
"201","Numero de Dias Cotizados",61,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"202","Numero de Dias Cotizados",66,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"203","Numero de Dias Cotizados",68,"FEMENINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"204","Numero de Dias Cotizados",24,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"205","Numero de Dias Cotizados",31,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",180
"206","Numero de Dias Cotizados",32,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"207","Numero de Dias Cotizados",33,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"208","Numero de Dias Cotizados",35,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"209","Numero de Dias Cotizados",48,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",180
"210","Numero de Dias Cotizados",50,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"211","Numero de Dias Cotizados",52,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"212","Numero de Dias Cotizados",60,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"213","Numero de Dias Cotizados",62,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",120
"214","Numero de Dias Cotizados",64,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",90
"215","Numero de Dias Cotizados",65,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",240
"216","Numero de Dias Cotizados",66,"MASCULINO","2019/03/07","NO REPORTADO","11001 - Bogotá, D.C.",64
"217","Numero de Dias Cotizados",31,"MASCULINO","2019/03/11","NO REPORTADO","11001 - Bogotá, D.C.",40
"218","Numero de Dias Cotizados",40,"MASCULINO","2019/03/11","NO REPORTADO","11001 - Bogotá, D.C.",40
"219","Numero de Dias Cotizados",57,"MASCULINO","2019/03/11","NO REPORTADO","11001 - Bogotá, D.C.",120
"220","Numero de Dias Cotizados",48,"FEMENINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",120
"221","Numero de Dias Cotizados",62,"FEMENINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",180
"222","Numero de Dias Cotizados",72,"FEMENINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",120
"223","Numero de Dias Cotizados",29,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",120
"224","Numero de Dias Cotizados",45,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",4
"225","Numero de Dias Cotizados",51,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",120
"226","Numero de Dias Cotizados",61,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",116
"227","Numero de Dias Cotizados",64,"MASCULINO","2019/03/12","NO REPORTADO","11001 - Bogotá, D.C.",180
"228","Numero de Dias Cotizados",30,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",30
"229","Numero de Dias Cotizados",31,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"230","Numero de Dias Cotizados",34,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"231","Numero de Dias Cotizados",56,"FEMENINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"232","Numero de Dias Cotizados",22,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",41
"233","Numero de Dias Cotizados",27,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"234","Numero de Dias Cotizados",28,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"235","Numero de Dias Cotizados",29,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"236","Numero de Dias Cotizados",31,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"237","Numero de Dias Cotizados",39,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",180
"238","Numero de Dias Cotizados",46,"MASCULINO","2019/03/13","NO REPORTADO","11001 - Bogotá, D.C.",120
"239","Numero de Dias Cotizados",60,"FEMENINO","2019/03/18","NO REPORTADO","11001 - Bogotá, D.C.",30
