"","Measures","Edad","Sexo","Hierarchy","Etnia","Municipio","value"
"1","Número de Cotizantes",198,"NR - NO REPORTADO","2019/07/19","NO REPORTADO","NR - NO REPORTADO",1
"2","Número de Cotizantes",198,"NR - NO REPORTADO","2019/08/22","NO REPORTADO","NR - NO REPORTADO",1
"3","Número de Cotizantes",198,"NR - NO REPORTADO","2019/09/19","NO REPORTADO","NR - NO REPORTADO",1
"4","Número de Cotizantes",28,"MASCULINO","2019/01/03","NO REPORTADO","-1 - No Definido",1
"5","Número de Cotizantes",26,"MASCULINO","2019/01/04","NO REPORTADO","-1 - No Definido",1
"6","Número de Cotizantes",28,"MASCULINO","2019/01/04","NO REPORTADO","-1 - No Definido",1
"7","Número de Cotizantes",32,"FEMENINO","2019/01/08","NO REPORTADO","-1 - No Definido",1
"8","Número de Cotizantes",86,"MASCULINO","2019/01/08","NO REPORTADO","-1 - No Definido",1
"9","Número de Cotizantes",26,"FEMENINO","2019/01/09","NO REPORTADO","-1 - No Definido",1
"10","Número de Cotizantes",28,"FEMENINO","2019/01/09","NO REPORTADO","-1 - No Definido",1
"11","Número de Cotizantes",37,"MASCULINO","2019/01/09","NO REPORTADO","-1 - No Definido",1
"12","Número de Cotizantes",95,"MASCULINO","2019/01/09","NO REPORTADO","-1 - No Definido",1
"13","Número de Cotizantes",64,"FEMENINO","2019/01/16","NO REPORTADO","-1 - No Definido",1
"14","Número de Cotizantes",37,"MASCULINO","2019/02/05","NO REPORTADO","-1 - No Definido",1
"15","Número de Cotizantes",86,"MASCULINO","2019/02/05","NO REPORTADO","-1 - No Definido",1
"16","Número de Cotizantes",26,"MASCULINO","2019/02/06","NO REPORTADO","-1 - No Definido",1
"17","Número de Cotizantes",26,"FEMENINO","2019/02/07","NO REPORTADO","-1 - No Definido",1
"18","Número de Cotizantes",28,"FEMENINO","2019/02/07","NO REPORTADO","-1 - No Definido",1
"19","Número de Cotizantes",95,"MASCULINO","2019/02/07","NO REPORTADO","-1 - No Definido",1
"20","Número de Cotizantes",28,"MASCULINO","2019/02/08","NO REPORTADO","-1 - No Definido",1
"21","Número de Cotizantes",32,"FEMENINO","2019/02/11","NO REPORTADO","-1 - No Definido",1
"22","Número de Cotizantes",28,"MASCULINO","2019/02/11","NO REPORTADO","-1 - No Definido",1
"23","Número de Cotizantes",64,"FEMENINO","2019/02/13","NO REPORTADO","-1 - No Definido",1
"24","Número de Cotizantes",86,"MASCULINO","2019/03/04","NO REPORTADO","-1 - No Definido",1
"25","Número de Cotizantes",28,"MASCULINO","2019/03/05","NO REPORTADO","-1 - No Definido",1
"26","Número de Cotizantes",37,"MASCULINO","2019/03/05","NO REPORTADO","-1 - No Definido",1
"27","Número de Cotizantes",26,"FEMENINO","2019/03/07","NO REPORTADO","-1 - No Definido",1
"28","Número de Cotizantes",28,"FEMENINO","2019/03/07","NO REPORTADO","-1 - No Definido",1
"29","Número de Cotizantes",95,"MASCULINO","2019/03/07","NO REPORTADO","-1 - No Definido",1
"30","Número de Cotizantes",32,"FEMENINO","2019/03/11","NO REPORTADO","-1 - No Definido",1
"31","Número de Cotizantes",28,"MASCULINO","2019/03/11","NO REPORTADO","-1 - No Definido",1
"32","Número de Cotizantes",64,"FEMENINO","2019/03/13","NO REPORTADO","-1 - No Definido",1
"33","Número de Cotizantes",37,"MASCULINO","2019/04/02","NO REPORTADO","-1 - No Definido",1
"34","Número de Cotizantes",86,"MASCULINO","2019/04/02","NO REPORTADO","-1 - No Definido",1
"35","Número de Cotizantes",26,"MASCULINO","2019/04/03","NO REPORTADO","-1 - No Definido",1
"36","Número de Cotizantes",26,"FEMENINO","2019/04/05","NO REPORTADO","-1 - No Definido",1
"37","Número de Cotizantes",28,"FEMENINO","2019/04/05","NO REPORTADO","-1 - No Definido",1
"38","Número de Cotizantes",28,"MASCULINO","2019/04/05","NO REPORTADO","-1 - No Definido",1
"39","Número de Cotizantes",54,"MASCULINO","2019/04/05","NO REPORTADO","-1 - No Definido",1
"40","Número de Cotizantes",95,"MASCULINO","2019/04/05","NO REPORTADO","-1 - No Definido",1
"41","Número de Cotizantes",32,"FEMENINO","2019/04/08","NO REPORTADO","-1 - No Definido",1
"42","Número de Cotizantes",28,"MASCULINO","2019/04/09","NO REPORTADO","-1 - No Definido",1
"43","Número de Cotizantes",64,"FEMENINO","2019/04/11","NO REPORTADO","-1 - No Definido",1
"44","Número de Cotizantes",32,"MASCULINO","2019/04/15","NO REPORTADO","-1 - No Definido",1
"45","Número de Cotizantes",35,"MASCULINO","2019/04/15","NO REPORTADO","-1 - No Definido",1
"46","Número de Cotizantes",26,"MASCULINO","2019/04/22","NO REPORTADO","-1 - No Definido",1
"47","Número de Cotizantes",31,"MASCULINO","2019/04/22","NO REPORTADO","-1 - No Definido",1
"48","Número de Cotizantes",66,"MASCULINO","2019/04/22","NO REPORTADO","-1 - No Definido",1
"49","Número de Cotizantes",86,"MASCULINO","2019/05/03","NO REPORTADO","-1 - No Definido",1
"50","Número de Cotizantes",32,"FEMENINO","2019/05/06","NO REPORTADO","-1 - No Definido",1
"51","Número de Cotizantes",37,"MASCULINO","2019/05/06","NO REPORTADO","-1 - No Definido",1
"52","Número de Cotizantes",26,"FEMENINO","2019/05/08","NO REPORTADO","-1 - No Definido",1
"53","Número de Cotizantes",28,"FEMENINO","2019/05/08","NO REPORTADO","-1 - No Definido",1
"54","Número de Cotizantes",28,"MASCULINO","2019/05/08","NO REPORTADO","-1 - No Definido",1
"55","Número de Cotizantes",54,"MASCULINO","2019/05/08","NO REPORTADO","-1 - No Definido",1
"56","Número de Cotizantes",95,"MASCULINO","2019/05/08","NO REPORTADO","-1 - No Definido",1
"57","Número de Cotizantes",64,"FEMENINO","2019/05/14","NO REPORTADO","-1 - No Definido",1
"58","Número de Cotizantes",32,"MASCULINO","2019/05/20","NO REPORTADO","-1 - No Definido",1
"59","Número de Cotizantes",35,"MASCULINO","2019/05/20","NO REPORTADO","-1 - No Definido",1
"60","Número de Cotizantes",26,"MASCULINO","2019/05/21","NO REPORTADO","-1 - No Definido",1
"61","Número de Cotizantes",31,"MASCULINO","2019/05/21","NO REPORTADO","-1 - No Definido",1
"62","Número de Cotizantes",66,"MASCULINO","2019/05/21","NO REPORTADO","-1 - No Definido",1
"63","Número de Cotizantes",37,"MASCULINO","2019/06/05","NO REPORTADO","-1 - No Definido",1
"64","Número de Cotizantes",86,"MASCULINO","2019/06/05","NO REPORTADO","-1 - No Definido",1
"65","Número de Cotizantes",26,"FEMENINO","2019/06/10","NO REPORTADO","-1 - No Definido",1
"66","Número de Cotizantes",28,"FEMENINO","2019/06/10","NO REPORTADO","-1 - No Definido",1
"67","Número de Cotizantes",32,"FEMENINO","2019/06/10","NO REPORTADO","-1 - No Definido",1
"68","Número de Cotizantes",54,"MASCULINO","2019/06/10","NO REPORTADO","-1 - No Definido",1
"69","Número de Cotizantes",95,"MASCULINO","2019/06/10","NO REPORTADO","-1 - No Definido",1
"70","Número de Cotizantes",28,"MASCULINO","2019/06/11","NO REPORTADO","-1 - No Definido",1
"71","Número de Cotizantes",64,"FEMENINO","2019/06/14","NO REPORTADO","-1 - No Definido",1
"72","Número de Cotizantes",35,"MASCULINO","2019/06/19","NO REPORTADO","-1 - No Definido",1
"73","Número de Cotizantes",26,"MASCULINO","2019/06/21","NO REPORTADO","-1 - No Definido",1
"74","Número de Cotizantes",31,"MASCULINO","2019/06/21","NO REPORTADO","-1 - No Definido",1
"75","Número de Cotizantes",66,"MASCULINO","2019/06/21","NO REPORTADO","-1 - No Definido",1
"76","Número de Cotizantes",86,"MASCULINO","2019/07/05","NO REPORTADO","-1 - No Definido",1
"77","Número de Cotizantes",26,"FEMENINO","2019/07/10","NO REPORTADO","-1 - No Definido",1
"78","Número de Cotizantes",28,"FEMENINO","2019/07/10","NO REPORTADO","-1 - No Definido",1
"79","Número de Cotizantes",54,"MASCULINO","2019/07/10","NO REPORTADO","-1 - No Definido",1
"80","Número de Cotizantes",95,"MASCULINO","2019/07/10","NO REPORTADO","-1 - No Definido",1
"81","Número de Cotizantes",64,"FEMENINO","2019/07/12","NO REPORTADO","-1 - No Definido",1
"82","Número de Cotizantes",26,"MASCULINO","2019/07/19","NO REPORTADO","-1 - No Definido",1
"83","Número de Cotizantes",31,"MASCULINO","2019/07/19","NO REPORTADO","-1 - No Definido",1
"84","Número de Cotizantes",66,"MASCULINO","2019/07/19","NO REPORTADO","-1 - No Definido",1
"85","Número de Cotizantes",35,"MASCULINO","2019/07/22","NO REPORTADO","-1 - No Definido",1
"86","Número de Cotizantes",86,"MASCULINO","2019/08/05","NO REPORTADO","-1 - No Definido",1
"87","Número de Cotizantes",26,"FEMENINO","2019/08/08","NO REPORTADO","-1 - No Definido",1
"88","Número de Cotizantes",28,"FEMENINO","2019/08/08","NO REPORTADO","-1 - No Definido",1
"89","Número de Cotizantes",54,"MASCULINO","2019/08/08","NO REPORTADO","-1 - No Definido",1
"90","Número de Cotizantes",95,"MASCULINO","2019/08/08","NO REPORTADO","-1 - No Definido",1
"91","Número de Cotizantes",28,"MASCULINO","2019/08/12","NO REPORTADO","-1 - No Definido",1
"92","Número de Cotizantes",64,"FEMENINO","2019/08/14","NO REPORTADO","-1 - No Definido",1
"93","Número de Cotizantes",26,"MASCULINO","2019/08/22","NO REPORTADO","-1 - No Definido",1
"94","Número de Cotizantes",66,"MASCULINO","2019/08/22","NO REPORTADO","-1 - No Definido",1
"95","Número de Cotizantes",35,"MASCULINO","2019/08/27","NO REPORTADO","-1 - No Definido",1
"96","Número de Cotizantes",86,"MASCULINO","2019/09/04","NO REPORTADO","-1 - No Definido",1
"97","Número de Cotizantes",26,"FEMENINO","2019/09/06","NO REPORTADO","-1 - No Definido",1
"98","Número de Cotizantes",28,"FEMENINO","2019/09/06","NO REPORTADO","-1 - No Definido",1
"99","Número de Cotizantes",54,"MASCULINO","2019/09/06","NO REPORTADO","-1 - No Definido",1
"100","Número de Cotizantes",95,"MASCULINO","2019/09/06","NO REPORTADO","-1 - No Definido",1
"101","Número de Cotizantes",21,"MASCULINO","2019/09/10","NO REPORTADO","-1 - No Definido",1
"102","Número de Cotizantes",64,"FEMENINO","2019/09/12","NO REPORTADO","-1 - No Definido",1
"103","Número de Cotizantes",26,"MASCULINO","2019/09/19","NO REPORTADO","-1 - No Definido",1
"104","Número de Cotizantes",66,"MASCULINO","2019/09/19","NO REPORTADO","-1 - No Definido",1
"105","Número de Cotizantes",86,"MASCULINO","2019/10/02","NO REPORTADO","-1 - No Definido",1
"106","Número de Cotizantes",23,"FEMENINO","2019/10/07","NO REPORTADO","-1 - No Definido",1
"107","Número de Cotizantes",26,"FEMENINO","2019/10/07","NO REPORTADO","-1 - No Definido",1
"108","Número de Cotizantes",28,"FEMENINO","2019/10/07","NO REPORTADO","-1 - No Definido",1
"109","Número de Cotizantes",54,"MASCULINO","2019/10/07","NO REPORTADO","-1 - No Definido",1
"110","Número de Cotizantes",95,"MASCULINO","2019/10/07","NO REPORTADO","-1 - No Definido",1
"111","Número de Cotizantes",21,"MASCULINO","2019/10/09","NO REPORTADO","-1 - No Definido",1
"112","Número de Cotizantes",64,"FEMENINO","2019/10/11","NO REPORTADO","-1 - No Definido",1
"113","Número de Cotizantes",26,"MASCULINO","2019/10/21","NO REPORTADO","-1 - No Definido",1
"114","Número de Cotizantes",66,"MASCULINO","2019/10/21","NO REPORTADO","-1 - No Definido",1
"115","Número de Cotizantes",23,"FEMENINO","2019/11/05","NO REPORTADO","-1 - No Definido",1
"116","Número de Cotizantes",86,"MASCULINO","2019/11/05","NO REPORTADO","-1 - No Definido",1
"117","Número de Cotizantes",26,"FEMENINO","2019/11/08","NO REPORTADO","-1 - No Definido",1
"118","Número de Cotizantes",28,"FEMENINO","2019/11/08","NO REPORTADO","-1 - No Definido",1
"119","Número de Cotizantes",54,"MASCULINO","2019/11/08","NO REPORTADO","-1 - No Definido",1
"120","Número de Cotizantes",21,"MASCULINO","2019/11/14","NO REPORTADO","-1 - No Definido",1
"121","Número de Cotizantes",64,"FEMENINO","2019/11/15","NO REPORTADO","-1 - No Definido",1
"122","Número de Cotizantes",26,"MASCULINO","2019/11/25","NO REPORTADO","-1 - No Definido",1
"123","Número de Cotizantes",66,"MASCULINO","2019/11/25","NO REPORTADO","-1 - No Definido",1
"124","Número de Cotizantes",86,"MASCULINO","2019/12/02","NO REPORTADO","-1 - No Definido",1
"125","Número de Cotizantes",23,"FEMENINO","2019/12/04","NO REPORTADO","-1 - No Definido",1
"126","Número de Cotizantes",26,"FEMENINO","2019/12/06","NO REPORTADO","-1 - No Definido",1
"127","Número de Cotizantes",54,"MASCULINO","2019/12/06","NO REPORTADO","-1 - No Definido",1
"128","Número de Cotizantes",64,"FEMENINO","2019/12/12","NO REPORTADO","-1 - No Definido",1
"129","Número de Cotizantes",21,"MASCULINO","2019/12/16","NO REPORTADO","-1 - No Definido",1
"130","Número de Cotizantes",26,"MASCULINO","2019/12/19","NO REPORTADO","-1 - No Definido",1
"131","Número de Cotizantes",66,"MASCULINO","2019/12/19","NO REPORTADO","-1 - No Definido",1
"132","Número de Cotizantes",64,"FEMENINO","2020/01/02","NO REPORTADO","-1 - No Definido",1
"133","Número de Cotizantes",26,"FEMENINO","2020/01/09","NO REPORTADO","-1 - No Definido",1
"134","Número de Cotizantes",54,"MASCULINO","2020/01/09","NO REPORTADO","-1 - No Definido",1
"135","Número de Cotizantes",86,"MASCULINO","2020/01/09","NO REPORTADO","-1 - No Definido",1
"136","Número de Cotizantes",21,"MASCULINO","2020/01/14","NO REPORTADO","-1 - No Definido",1
"137","Número de Cotizantes",26,"MASCULINO","2020/01/22","NO REPORTADO","-1 - No Definido",1
"138","Número de Cotizantes",66,"MASCULINO","2020/01/22","NO REPORTADO","-1 - No Definido",1
"139","Número de Cotizantes",42,"MASCULINO","2019/04/22","INDÍGENA","19212 - Corinto",1
"140","Número de Cotizantes",42,"MASCULINO","2019/05/21","INDÍGENA","19212 - Corinto",1
"141","Número de Cotizantes",42,"MASCULINO","2019/06/21","INDÍGENA","19212 - Corinto",1
"142","Número de Cotizantes",42,"MASCULINO","2019/07/19","INDÍGENA","19212 - Corinto",1
"143","Número de Cotizantes",42,"MASCULINO","2019/08/22","INDÍGENA","19212 - Corinto",1
"144","Número de Cotizantes",53,"MASCULINO","2019/01/09","NO REPORTADO","25769 - Subachoque",1
"145","Número de Cotizantes",53,"MASCULINO","2019/02/05","NO REPORTADO","25769 - Subachoque",1
"146","Número de Cotizantes",53,"MASCULINO","2019/03/05","NO REPORTADO","25769 - Subachoque",1
"147","Número de Cotizantes",53,"MASCULINO","2019/04/02","NO REPORTADO","25769 - Subachoque",1
"148","Número de Cotizantes",53,"MASCULINO","2019/05/06","NO REPORTADO","25769 - Subachoque",1
"149","Número de Cotizantes",53,"MASCULINO","2019/06/05","NO REPORTADO","25769 - Subachoque",1
"150","Número de Cotizantes",53,"MASCULINO","2019/07/02","NO REPORTADO","25769 - Subachoque",1
"151","Número de Cotizantes",53,"MASCULINO","2019/08/05","NO REPORTADO","25769 - Subachoque",1
"152","Número de Cotizantes",53,"MASCULINO","2019/09/04","NO REPORTADO","25769 - Subachoque",1
"153","Número de Cotizantes",53,"MASCULINO","2019/10/03","NO REPORTADO","25769 - Subachoque",1
"154","Número de Cotizantes",53,"MASCULINO","2019/11/05","NO REPORTADO","25769 - Subachoque",1
"155","Número de Cotizantes",53,"MASCULINO","2019/12/03","NO REPORTADO","25769 - Subachoque",1
"156","Número de Cotizantes",53,"MASCULINO","2020/01/07","NO REPORTADO","25769 - Subachoque",1
"157","Número de Cotizantes",26,"FEMENINO","2019/05/08","NO REPORTADO","08606 - Repelón",1
"158","Número de Cotizantes",26,"FEMENINO","2019/06/10","NO REPORTADO","08606 - Repelón",1
"159","Número de Cotizantes",45,"MASCULINO","2019/03/06","INDÍGENA","25873 - Villapinzón",1
"160","Número de Cotizantes",45,"MASCULINO","2019/04/10","INDÍGENA","25873 - Villapinzón",1
"161","Número de Cotizantes",45,"MASCULINO","2019/05/10","INDÍGENA","25873 - Villapinzón",1
"162","Número de Cotizantes",45,"MASCULINO","2019/06/12","INDÍGENA","25873 - Villapinzón",1
"163","Número de Cotizantes",45,"MASCULINO","2019/07/10","INDÍGENA","25873 - Villapinzón",1
"164","Número de Cotizantes",45,"MASCULINO","2019/08/12","INDÍGENA","25873 - Villapinzón",1
"165","Número de Cotizantes",45,"MASCULINO","2019/09/09","INDÍGENA","25873 - Villapinzón",1
"166","Número de Cotizantes",45,"MASCULINO","2019/01/11","NO REPORTADO","25873 - Villapinzón",1
"167","Número de Cotizantes",30,"MASCULINO","2019/02/13","NO REPORTADO","25873 - Villapinzón",1
"168","Número de Cotizantes",45,"MASCULINO","2019/02/13","NO REPORTADO","25873 - Villapinzón",1
"169","Número de Cotizantes",28,"MASCULINO","2019/03/06","NO REPORTADO","25873 - Villapinzón",1
"170","Número de Cotizantes",45,"MASCULINO","2019/03/06","NO REPORTADO","25873 - Villapinzón",1
"171","Número de Cotizantes",28,"MASCULINO","2019/04/08","NO REPORTADO","25873 - Villapinzón",1
"172","Número de Cotizantes",38,"MASCULINO","2019/04/08","NO REPORTADO","25873 - Villapinzón",1
"173","Número de Cotizantes",45,"MASCULINO","2019/04/08","NO REPORTADO","25873 - Villapinzón",1
"174","Número de Cotizantes",28,"MASCULINO","2019/05/08","NO REPORTADO","25873 - Villapinzón",1
"175","Número de Cotizantes",38,"MASCULINO","2019/05/08","NO REPORTADO","25873 - Villapinzón",1
"176","Número de Cotizantes",42,"MASCULINO","2019/05/08","NO REPORTADO","25873 - Villapinzón",1
"177","Número de Cotizantes",45,"MASCULINO","2019/05/08","NO REPORTADO","25873 - Villapinzón",1
"178","Número de Cotizantes",28,"MASCULINO","2019/06/10","NO REPORTADO","25873 - Villapinzón",1
"179","Número de Cotizantes",42,"MASCULINO","2019/06/10","NO REPORTADO","25873 - Villapinzón",1
"180","Número de Cotizantes",45,"MASCULINO","2019/06/10","NO REPORTADO","25873 - Villapinzón",1
"181","Número de Cotizantes",23,"MASCULINO","2019/07/09","NO REPORTADO","25873 - Villapinzón",1
"182","Número de Cotizantes",28,"MASCULINO","2019/07/09","NO REPORTADO","25873 - Villapinzón",1
"183","Número de Cotizantes",29,"MASCULINO","2019/07/09","NO REPORTADO","25873 - Villapinzón",1
"184","Número de Cotizantes",42,"MASCULINO","2019/07/09","NO REPORTADO","25873 - Villapinzón",1
"185","Número de Cotizantes",45,"MASCULINO","2019/07/09","NO REPORTADO","25873 - Villapinzón",1
"186","Número de Cotizantes",23,"MASCULINO","2019/08/05","NO REPORTADO","25873 - Villapinzón",1
"187","Número de Cotizantes",24,"MASCULINO","2019/08/05","NO REPORTADO","25873 - Villapinzón",1
"188","Número de Cotizantes",28,"MASCULINO","2019/08/05","NO REPORTADO","25873 - Villapinzón",1
"189","Número de Cotizantes",42,"MASCULINO","2019/08/05","NO REPORTADO","25873 - Villapinzón",1
"190","Número de Cotizantes",24,"MASCULINO","2019/09/04","NO REPORTADO","25873 - Villapinzón",1
"191","Número de Cotizantes",42,"MASCULINO","2019/09/04","NO REPORTADO","25873 - Villapinzón",1
"192","Número de Cotizantes",51,"MASCULINO","2019/09/04","NO REPORTADO","25873 - Villapinzón",1
"193","Número de Cotizantes",24,"MASCULINO","2019/10/07","NO REPORTADO","25873 - Villapinzón",1
"194","Número de Cotizantes",42,"MASCULINO","2019/12/05","NO REPORTADO","25873 - Villapinzón",1
"195","Número de Cotizantes",42,"MASCULINO","2020/01/09","NO REPORTADO","25873 - Villapinzón",1
"196","Número de Cotizantes",30,"FEMENINO","2019/03/07","NO REPORTADO","15516 - Paipa",1
"197","Número de Cotizantes",30,"FEMENINO","2019/04/05","NO REPORTADO","15516 - Paipa",1
"198","Número de Cotizantes",31,"MASCULINO","2019/04/08","NO REPORTADO","15516 - Paipa",1
"199","Número de Cotizantes",30,"FEMENINO","2019/05/08","NO REPORTADO","15516 - Paipa",1
"200","Número de Cotizantes",30,"FEMENINO","2019/06/10","NO REPORTADO","15516 - Paipa",1
"201","Número de Cotizantes",23,"MASCULINO","2019/07/09","NO REPORTADO","15516 - Paipa",1
"202","Número de Cotizantes",30,"FEMENINO","2019/07/10","NO REPORTADO","15516 - Paipa",1
"203","Número de Cotizantes",30,"FEMENINO","2019/08/08","NO REPORTADO","15516 - Paipa",1
"204","Número de Cotizantes",53,"MASCULINO","2019/09/04","NO REPORTADO","15516 - Paipa",1
"205","Número de Cotizantes",30,"FEMENINO","2019/09/06","NO REPORTADO","15516 - Paipa",1
"206","Número de Cotizantes",30,"FEMENINO","2019/10/07","NO REPORTADO","15516 - Paipa",1
"207","Número de Cotizantes",53,"MASCULINO","2019/10/07","NO REPORTADO","15516 - Paipa",1
"208","Número de Cotizantes",30,"FEMENINO","2019/11/08","NO REPORTADO","15516 - Paipa",1
"209","Número de Cotizantes",30,"FEMENINO","2019/12/06","NO REPORTADO","15516 - Paipa",1
"210","Número de Cotizantes",30,"FEMENINO","2020/01/09","NO REPORTADO","15516 - Paipa",1
"211","Número de Cotizantes",39,"MASCULINO","2019/01/11","NO REPORTADO","15681 - San Pablo De Borbur",1
"212","Número de Cotizantes",39,"MASCULINO","2019/02/13","NO REPORTADO","15681 - San Pablo De Borbur",1
"213","Número de Cotizantes",39,"MASCULINO","2019/03/13","NO REPORTADO","15681 - San Pablo De Borbur",1
"214","Número de Cotizantes",39,"MASCULINO","2019/04/11","NO REPORTADO","15681 - San Pablo De Borbur",1
"215","Número de Cotizantes",39,"MASCULINO","2019/05/14","NO REPORTADO","15681 - San Pablo De Borbur",1
"216","Número de Cotizantes",39,"MASCULINO","2019/06/14","NO REPORTADO","15681 - San Pablo De Borbur",1
"217","Número de Cotizantes",39,"MASCULINO","2019/07/12","NO REPORTADO","15681 - San Pablo De Borbur",1
"218","Número de Cotizantes",39,"MASCULINO","2019/08/14","NO REPORTADO","15681 - San Pablo De Borbur",1
"219","Número de Cotizantes",39,"MASCULINO","2019/09/12","NO REPORTADO","15681 - San Pablo De Borbur",1
"220","Número de Cotizantes",39,"MASCULINO","2019/10/11","NO REPORTADO","15681 - San Pablo De Borbur",1
"221","Número de Cotizantes",39,"MASCULINO","2019/11/15","NO REPORTADO","15681 - San Pablo De Borbur",1
"222","Número de Cotizantes",39,"MASCULINO","2019/12/12","NO REPORTADO","15681 - San Pablo De Borbur",1
"223","Número de Cotizantes",39,"MASCULINO","2020/01/02","NO REPORTADO","15681 - San Pablo De Borbur",1
"224","Número de Cotizantes",23,"MASCULINO","2019/07/19","NO REPORTADO","15542 - Pesca",1
"225","Número de Cotizantes",39,"MASCULINO","2019/07/19","NO REPORTADO","15542 - Pesca",1
"226","Número de Cotizantes",23,"MASCULINO","2019/08/22","NO REPORTADO","15542 - Pesca",1
"227","Número de Cotizantes",39,"MASCULINO","2019/08/22","NO REPORTADO","15542 - Pesca",1
"228","Número de Cotizantes",23,"MASCULINO","2019/09/19","NO REPORTADO","15542 - Pesca",1
"229","Número de Cotizantes",39,"MASCULINO","2019/09/19","NO REPORTADO","15542 - Pesca",1
"230","Número de Cotizantes",52,"MASCULINO","2019/01/09","NO REPORTADO","25183 - Chocontá",1
"231","Número de Cotizantes",33,"MASCULINO","2019/01/11","NO REPORTADO","25183 - Chocontá",1
"232","Número de Cotizantes",36,"MASCULINO","2019/01/11","NO REPORTADO","25183 - Chocontá",1
"233","Número de Cotizantes",52,"MASCULINO","2019/02/05","NO REPORTADO","25183 - Chocontá",1
"234","Número de Cotizantes",33,"MASCULINO","2019/02/13","NO REPORTADO","25183 - Chocontá",1
"235","Número de Cotizantes",36,"MASCULINO","2019/02/13","NO REPORTADO","25183 - Chocontá",1
"236","Número de Cotizantes",52,"MASCULINO","2019/03/05","NO REPORTADO","25183 - Chocontá",1
"237","Número de Cotizantes",33,"MASCULINO","2019/03/06","NO REPORTADO","25183 - Chocontá",1
"238","Número de Cotizantes",36,"MASCULINO","2019/03/06","NO REPORTADO","25183 - Chocontá",1
"239","Número de Cotizantes",52,"MASCULINO","2019/04/02","NO REPORTADO","25183 - Chocontá",1
"240","Número de Cotizantes",31,"MASCULINO","2019/04/08","NO REPORTADO","25183 - Chocontá",1
"241","Número de Cotizantes",33,"MASCULINO","2019/04/08","NO REPORTADO","25183 - Chocontá",1
"242","Número de Cotizantes",36,"MASCULINO","2019/04/08","NO REPORTADO","25183 - Chocontá",1
"243","Número de Cotizantes",52,"MASCULINO","2019/05/06","NO REPORTADO","25183 - Chocontá",1
"244","Número de Cotizantes",33,"MASCULINO","2019/05/08","NO REPORTADO","25183 - Chocontá",1
"245","Número de Cotizantes",36,"MASCULINO","2019/05/08","NO REPORTADO","25183 - Chocontá",1
"246","Número de Cotizantes",52,"MASCULINO","2019/06/05","NO REPORTADO","25183 - Chocontá",1
"247","Número de Cotizantes",33,"MASCULINO","2019/06/10","NO REPORTADO","25183 - Chocontá",1
"248","Número de Cotizantes",36,"MASCULINO","2019/06/10","NO REPORTADO","25183 - Chocontá",1
"249","Número de Cotizantes",52,"MASCULINO","2019/07/02","NO REPORTADO","25183 - Chocontá",1
"250","Número de Cotizantes",33,"MASCULINO","2019/07/09","NO REPORTADO","25183 - Chocontá",1
"251","Número de Cotizantes",33,"MASCULINO","2019/08/05","NO REPORTADO","25183 - Chocontá",1
"252","Número de Cotizantes",52,"MASCULINO","2019/08/05","NO REPORTADO","25183 - Chocontá",1
"253","Número de Cotizantes",33,"MASCULINO","2019/09/04","NO REPORTADO","25183 - Chocontá",1
"254","Número de Cotizantes",52,"MASCULINO","2019/09/04","NO REPORTADO","25183 - Chocontá",1
"255","Número de Cotizantes",52,"MASCULINO","2019/10/03","NO REPORTADO","25183 - Chocontá",1
"256","Número de Cotizantes",52,"MASCULINO","2019/11/05","NO REPORTADO","25183 - Chocontá",1
"257","Número de Cotizantes",52,"MASCULINO","2019/12/03","NO REPORTADO","25183 - Chocontá",1
"258","Número de Cotizantes",52,"MASCULINO","2020/01/07","NO REPORTADO","25183 - Chocontá",1
"259","Número de Cotizantes",42,"MASCULINO","2019/01/10","NO REPORTADO","47001 - Santa Marta",1
"260","Número de Cotizantes",42,"MASCULINO","2019/02/08","NO REPORTADO","47001 - Santa Marta",1
"261","Número de Cotizantes",42,"MASCULINO","2019/03/13","NO REPORTADO","47001 - Santa Marta",1
"262","Número de Cotizantes",42,"MASCULINO","2019/04/11","NO REPORTADO","47001 - Santa Marta",1
"263","Número de Cotizantes",42,"MASCULINO","2019/05/09","NO REPORTADO","47001 - Santa Marta",1
"264","Número de Cotizantes",42,"MASCULINO","2019/06/07","NO REPORTADO","47001 - Santa Marta",1
"265","Número de Cotizantes",42,"MASCULINO","2019/07/09","NO REPORTADO","47001 - Santa Marta",1
"266","Número de Cotizantes",42,"MASCULINO","2019/08/08","NO REPORTADO","47001 - Santa Marta",1
"267","Número de Cotizantes",42,"MASCULINO","2019/09/09","NO REPORTADO","47001 - Santa Marta",1
"268","Número de Cotizantes",46,"MASCULINO","2019/01/10","NO REPORTADO","05147 - Carepa",1
"269","Número de Cotizantes",46,"MASCULINO","2019/02/11","NO REPORTADO","05147 - Carepa",1
"270","Número de Cotizantes",46,"MASCULINO","2019/03/11","NO REPORTADO","05147 - Carepa",1
"271","Número de Cotizantes",46,"MASCULINO","2019/04/09","NO REPORTADO","05147 - Carepa",1
"272","Número de Cotizantes",46,"MASCULINO","2019/05/10","NO REPORTADO","05147 - Carepa",1
"273","Número de Cotizantes",46,"MASCULINO","2019/06/12","NO REPORTADO","05147 - Carepa",1
"274","Número de Cotizantes",46,"MASCULINO","2019/07/10","NO REPORTADO","05147 - Carepa",1
