"","Measures","Edad","Sexo","Hierarchy","Etnia","Municipio","value"
"2243","Número de Cotizantes",35,"MASCULINO","2019/07/19","NO REPORTADO","25286 - Funza",1
"2244","Número de Cotizantes",35,"MASCULINO","2019/08/22","NO REPORTADO","25286 - Funza",1
"2245","Número de Cotizantes",35,"MASCULINO","2019/09/19","NO REPORTADO","25286 - Funza",1
"2246","Número de Cotizantes",36,"MASCULINO","2019/01/09","NO REPORTADO","25317 - Guachetá",1
"2247","Número de Cotizantes",39,"MASCULINO","2019/01/09","NO REPORTADO","25317 - Guachetá",1
"2248","Número de Cotizantes",41,"MASCULINO","2019/01/09","NO REPORTADO","25317 - Guachetá",1
"2249","Número de Cotizantes",50,"MASCULINO","2019/01/09","NO REPORTADO","25317 - Guachetá",1
"2250","Número de Cotizantes",41,"MASCULINO","2019/01/10","NO REPORTADO","25317 - Guachetá",1
"2251","Número de Cotizantes",51,"MASCULINO","2019/01/15","NO REPORTADO","25317 - Guachetá",1
"2252","Número de Cotizantes",28,"MASCULINO","2019/01/17","NO REPORTADO","25317 - Guachetá",1
"2253","Número de Cotizantes",42,"MASCULINO","2019/01/17","NO REPORTADO","25317 - Guachetá",1
"2254","Número de Cotizantes",36,"MASCULINO","2019/02/05","NO REPORTADO","25317 - Guachetá",1
"2255","Número de Cotizantes",41,"MASCULINO","2019/02/05","NO REPORTADO","25317 - Guachetá",1
"2256","Número de Cotizantes",39,"MASCULINO","2019/02/07","NO REPORTADO","25317 - Guachetá",1
"2257","Número de Cotizantes",50,"MASCULINO","2019/02/07","NO REPORTADO","25317 - Guachetá",1
"2258","Número de Cotizantes",41,"MASCULINO","2019/02/08","NO REPORTADO","25317 - Guachetá",1
"2259","Número de Cotizantes",51,"MASCULINO","2019/02/11","NO REPORTADO","25317 - Guachetá",1
"2260","Número de Cotizantes",28,"MASCULINO","2019/02/18","NO REPORTADO","25317 - Guachetá",1
"2261","Número de Cotizantes",36,"MASCULINO","2019/03/05","NO REPORTADO","25317 - Guachetá",1
"2262","Número de Cotizantes",41,"MASCULINO","2019/03/05","NO REPORTADO","25317 - Guachetá",1
"2263","Número de Cotizantes",39,"MASCULINO","2019/03/07","NO REPORTADO","25317 - Guachetá",1
"2264","Número de Cotizantes",50,"MASCULINO","2019/03/07","NO REPORTADO","25317 - Guachetá",1
"2265","Número de Cotizantes",51,"MASCULINO","2019/03/07","NO REPORTADO","25317 - Guachetá",1
"2266","Número de Cotizantes",28,"MASCULINO","2019/03/13","NO REPORTADO","25317 - Guachetá",1
"2267","Número de Cotizantes",41,"MASCULINO","2019/03/13","NO REPORTADO","25317 - Guachetá",1
"2268","Número de Cotizantes",36,"MASCULINO","2019/04/02","NO REPORTADO","25317 - Guachetá",1
"2269","Número de Cotizantes",41,"MASCULINO","2019/04/02","NO REPORTADO","25317 - Guachetá",1
"2270","Número de Cotizantes",39,"MASCULINO","2019/04/05","NO REPORTADO","25317 - Guachetá",1
"2271","Número de Cotizantes",50,"MASCULINO","2019/04/05","NO REPORTADO","25317 - Guachetá",1
"2272","Número de Cotizantes",51,"MASCULINO","2019/04/10","NO REPORTADO","25317 - Guachetá",1
"2273","Número de Cotizantes",41,"MASCULINO","2019/04/11","NO REPORTADO","25317 - Guachetá",1
"2274","Número de Cotizantes",34,"MASCULINO","2019/04/15","NO REPORTADO","25317 - Guachetá",1
"2275","Número de Cotizantes",48,"MASCULINO","2019/04/15","NO REPORTADO","25317 - Guachetá",1
"2276","Número de Cotizantes",28,"MASCULINO","2019/04/16","NO REPORTADO","25317 - Guachetá",1
"2277","Número de Cotizantes",30,"FEMENINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2278","Número de Cotizantes",31,"FEMENINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2279","Número de Cotizantes",39,"FEMENINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2280","Número de Cotizantes",53,"FEMENINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2281","Número de Cotizantes",24,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2282","Número de Cotizantes",27,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",2
"2283","Número de Cotizantes",28,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2284","Número de Cotizantes",29,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2285","Número de Cotizantes",34,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2286","Número de Cotizantes",37,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2287","Número de Cotizantes",39,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2288","Número de Cotizantes",41,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2289","Número de Cotizantes",51,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2290","Número de Cotizantes",52,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",2
"2291","Número de Cotizantes",61,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2292","Número de Cotizantes",65,"MASCULINO","2019/04/22","NO REPORTADO","25317 - Guachetá",1
"2293","Número de Cotizantes",36,"MASCULINO","2019/05/06","NO REPORTADO","25317 - Guachetá",1
"2294","Número de Cotizantes",41,"MASCULINO","2019/05/06","NO REPORTADO","25317 - Guachetá",1
"2295","Número de Cotizantes",39,"MASCULINO","2019/05/08","NO REPORTADO","25317 - Guachetá",1
"2296","Número de Cotizantes",50,"MASCULINO","2019/05/08","NO REPORTADO","25317 - Guachetá",1
"2297","Número de Cotizantes",41,"MASCULINO","2019/05/09","NO REPORTADO","25317 - Guachetá",1
"2298","Número de Cotizantes",51,"MASCULINO","2019/05/14","NO REPORTADO","25317 - Guachetá",1
"2299","Número de Cotizantes",28,"MASCULINO","2019/05/17","NO REPORTADO","25317 - Guachetá",1
"2300","Número de Cotizantes",34,"MASCULINO","2019/05/20","NO REPORTADO","25317 - Guachetá",1
"2301","Número de Cotizantes",48,"MASCULINO","2019/05/20","NO REPORTADO","25317 - Guachetá",1
"2302","Número de Cotizantes",30,"FEMENINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2303","Número de Cotizantes",31,"FEMENINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2304","Número de Cotizantes",39,"FEMENINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2305","Número de Cotizantes",53,"FEMENINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2306","Número de Cotizantes",24,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2307","Número de Cotizantes",27,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",2
"2308","Número de Cotizantes",28,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2309","Número de Cotizantes",29,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2310","Número de Cotizantes",34,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2311","Número de Cotizantes",37,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2312","Número de Cotizantes",39,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2313","Número de Cotizantes",41,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2314","Número de Cotizantes",51,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2315","Número de Cotizantes",52,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",2
"2316","Número de Cotizantes",61,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2317","Número de Cotizantes",65,"MASCULINO","2019/05/21","NO REPORTADO","25317 - Guachetá",1
"2318","Número de Cotizantes",36,"MASCULINO","2019/06/05","NO REPORTADO","25317 - Guachetá",1
"2319","Número de Cotizantes",41,"MASCULINO","2019/06/05","NO REPORTADO","25317 - Guachetá",1
"2320","Número de Cotizantes",41,"MASCULINO","2019/06/07","NO REPORTADO","25317 - Guachetá",1
"2321","Número de Cotizantes",39,"MASCULINO","2019/06/10","NO REPORTADO","25317 - Guachetá",1
"2322","Número de Cotizantes",50,"MASCULINO","2019/06/10","NO REPORTADO","25317 - Guachetá",1
"2323","Número de Cotizantes",51,"MASCULINO","2019/06/12","NO REPORTADO","25317 - Guachetá",1
"2324","Número de Cotizantes",34,"MASCULINO","2019/06/19","NO REPORTADO","25317 - Guachetá",1
"2325","Número de Cotizantes",48,"MASCULINO","2019/06/19","NO REPORTADO","25317 - Guachetá",1
"2326","Número de Cotizantes",30,"FEMENINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2327","Número de Cotizantes",31,"FEMENINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2328","Número de Cotizantes",39,"FEMENINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2329","Número de Cotizantes",53,"FEMENINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2330","Número de Cotizantes",24,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2331","Número de Cotizantes",27,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",2
"2332","Número de Cotizantes",28,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2333","Número de Cotizantes",29,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2334","Número de Cotizantes",34,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2335","Número de Cotizantes",37,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2336","Número de Cotizantes",39,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2337","Número de Cotizantes",41,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2338","Número de Cotizantes",51,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2339","Número de Cotizantes",52,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",2
"2340","Número de Cotizantes",61,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2341","Número de Cotizantes",65,"MASCULINO","2019/06/21","NO REPORTADO","25317 - Guachetá",1
"2342","Número de Cotizantes",36,"MASCULINO","2019/07/02","NO REPORTADO","25317 - Guachetá",1
"2343","Número de Cotizantes",41,"MASCULINO","2019/07/02","NO REPORTADO","25317 - Guachetá",1
"2344","Número de Cotizantes",41,"MASCULINO","2019/07/09","NO REPORTADO","25317 - Guachetá",1
"2345","Número de Cotizantes",39,"MASCULINO","2019/07/10","NO REPORTADO","25317 - Guachetá",1
"2346","Número de Cotizantes",50,"MASCULINO","2019/07/10","NO REPORTADO","25317 - Guachetá",1
"2347","Número de Cotizantes",51,"MASCULINO","2019/07/12","NO REPORTADO","25317 - Guachetá",1
"2348","Número de Cotizantes",30,"FEMENINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2349","Número de Cotizantes",31,"FEMENINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2350","Número de Cotizantes",39,"FEMENINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2351","Número de Cotizantes",53,"FEMENINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2352","Número de Cotizantes",24,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2353","Número de Cotizantes",27,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",2
"2354","Número de Cotizantes",28,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",2
"2355","Número de Cotizantes",29,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2356","Número de Cotizantes",37,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2357","Número de Cotizantes",39,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2358","Número de Cotizantes",41,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2359","Número de Cotizantes",51,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2360","Número de Cotizantes",52,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",2
"2361","Número de Cotizantes",61,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2362","Número de Cotizantes",65,"MASCULINO","2019/07/19","NO REPORTADO","25317 - Guachetá",1
"2363","Número de Cotizantes",34,"MASCULINO","2019/07/22","NO REPORTADO","25317 - Guachetá",1
"2364","Número de Cotizantes",48,"MASCULINO","2019/07/22","NO REPORTADO","25317 - Guachetá",1
"2365","Número de Cotizantes",36,"MASCULINO","2019/08/05","NO REPORTADO","25317 - Guachetá",1
"2366","Número de Cotizantes",41,"MASCULINO","2019/08/05","NO REPORTADO","25317 - Guachetá",1
"2367","Número de Cotizantes",39,"MASCULINO","2019/08/08","NO REPORTADO","25317 - Guachetá",1
"2368","Número de Cotizantes",41,"MASCULINO","2019/08/08","NO REPORTADO","25317 - Guachetá",1
"2369","Número de Cotizantes",50,"MASCULINO","2019/08/08","NO REPORTADO","25317 - Guachetá",1
"2370","Número de Cotizantes",51,"MASCULINO","2019/08/09","NO REPORTADO","25317 - Guachetá",1
"2371","Número de Cotizantes",30,"FEMENINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2372","Número de Cotizantes",31,"FEMENINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2373","Número de Cotizantes",39,"FEMENINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2374","Número de Cotizantes",53,"FEMENINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2375","Número de Cotizantes",24,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2376","Número de Cotizantes",26,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2377","Número de Cotizantes",27,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",2
"2378","Número de Cotizantes",28,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",2
"2379","Número de Cotizantes",29,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2380","Número de Cotizantes",37,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2381","Número de Cotizantes",39,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2382","Número de Cotizantes",41,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2383","Número de Cotizantes",51,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2384","Número de Cotizantes",52,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",2
"2385","Número de Cotizantes",54,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2386","Número de Cotizantes",61,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2387","Número de Cotizantes",65,"MASCULINO","2019/08/22","NO REPORTADO","25317 - Guachetá",1
"2388","Número de Cotizantes",34,"MASCULINO","2019/08/27","NO REPORTADO","25317 - Guachetá",1
"2389","Número de Cotizantes",48,"MASCULINO","2019/08/27","NO REPORTADO","25317 - Guachetá",1
"2390","Número de Cotizantes",36,"MASCULINO","2019/09/04","NO REPORTADO","25317 - Guachetá",1
"2391","Número de Cotizantes",41,"MASCULINO","2019/09/04","NO REPORTADO","25317 - Guachetá",1
"2392","Número de Cotizantes",39,"MASCULINO","2019/09/06","NO REPORTADO","25317 - Guachetá",1
"2393","Número de Cotizantes",50,"MASCULINO","2019/09/06","NO REPORTADO","25317 - Guachetá",1
"2394","Número de Cotizantes",41,"MASCULINO","2019/09/09","NO REPORTADO","25317 - Guachetá",1
"2395","Número de Cotizantes",51,"MASCULINO","2019/09/10","NO REPORTADO","25317 - Guachetá",1
"2396","Número de Cotizantes",30,"FEMENINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2397","Número de Cotizantes",31,"FEMENINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2398","Número de Cotizantes",39,"FEMENINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2399","Número de Cotizantes",53,"FEMENINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2400","Número de Cotizantes",24,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2401","Número de Cotizantes",26,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2402","Número de Cotizantes",27,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",2
"2403","Número de Cotizantes",28,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",2
"2404","Número de Cotizantes",37,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2405","Número de Cotizantes",39,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2406","Número de Cotizantes",41,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2407","Número de Cotizantes",51,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2408","Número de Cotizantes",52,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",2
"2409","Número de Cotizantes",54,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2410","Número de Cotizantes",61,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2411","Número de Cotizantes",65,"MASCULINO","2019/09/19","NO REPORTADO","25317 - Guachetá",1
"2412","Número de Cotizantes",34,"MASCULINO","2019/09/25","NO REPORTADO","25317 - Guachetá",1
"2413","Número de Cotizantes",48,"MASCULINO","2019/09/25","NO REPORTADO","25317 - Guachetá",1
"2414","Número de Cotizantes",36,"MASCULINO","2019/10/03","NO REPORTADO","25317 - Guachetá",1
"2415","Número de Cotizantes",41,"MASCULINO","2019/10/03","NO REPORTADO","25317 - Guachetá",1
"2416","Número de Cotizantes",39,"MASCULINO","2019/10/07","NO REPORTADO","25317 - Guachetá",1
"2417","Número de Cotizantes",50,"MASCULINO","2019/10/07","NO REPORTADO","25317 - Guachetá",1
"2418","Número de Cotizantes",41,"MASCULINO","2019/10/08","NO REPORTADO","25317 - Guachetá",1
"2419","Número de Cotizantes",51,"MASCULINO","2019/10/09","NO REPORTADO","25317 - Guachetá",1
"2420","Número de Cotizantes",30,"FEMENINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2421","Número de Cotizantes",39,"FEMENINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2422","Número de Cotizantes",53,"FEMENINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2423","Número de Cotizantes",24,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2424","Número de Cotizantes",26,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2425","Número de Cotizantes",27,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",2
"2426","Número de Cotizantes",28,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",2
"2427","Número de Cotizantes",37,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2428","Número de Cotizantes",38,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2429","Número de Cotizantes",39,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2430","Número de Cotizantes",41,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2431","Número de Cotizantes",51,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2432","Número de Cotizantes",52,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",2
"2433","Número de Cotizantes",54,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2434","Número de Cotizantes",61,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2435","Número de Cotizantes",65,"MASCULINO","2019/10/21","NO REPORTADO","25317 - Guachetá",1
"2436","Número de Cotizantes",48,"MASCULINO","2019/10/24","NO REPORTADO","25317 - Guachetá",1
"2437","Número de Cotizantes",36,"MASCULINO","2019/11/05","NO REPORTADO","25317 - Guachetá",1
"2438","Número de Cotizantes",41,"MASCULINO","2019/11/05","NO REPORTADO","25317 - Guachetá",1
"2439","Número de Cotizantes",39,"MASCULINO","2019/11/08","NO REPORTADO","25317 - Guachetá",1
"2440","Número de Cotizantes",50,"MASCULINO","2019/11/08","NO REPORTADO","25317 - Guachetá",1
"2441","Número de Cotizantes",41,"MASCULINO","2019/11/12","NO REPORTADO","25317 - Guachetá",1
"2442","Número de Cotizantes",51,"MASCULINO","2019/11/14","NO REPORTADO","25317 - Guachetá",1
"2443","Número de Cotizantes",48,"MASCULINO","2019/11/20","NO REPORTADO","25317 - Guachetá",1
"2444","Número de Cotizantes",39,"FEMENINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2445","Número de Cotizantes",53,"FEMENINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2446","Número de Cotizantes",24,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2447","Número de Cotizantes",27,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",2
"2448","Número de Cotizantes",28,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",2
"2449","Número de Cotizantes",37,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2450","Número de Cotizantes",38,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2451","Número de Cotizantes",39,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2452","Número de Cotizantes",41,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2453","Número de Cotizantes",51,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2454","Número de Cotizantes",52,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",2
"2455","Número de Cotizantes",54,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2456","Número de Cotizantes",61,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2457","Número de Cotizantes",65,"MASCULINO","2019/11/25","NO REPORTADO","25317 - Guachetá",1
"2458","Número de Cotizantes",36,"MASCULINO","2019/12/03","NO REPORTADO","25317 - Guachetá",1
"2459","Número de Cotizantes",41,"MASCULINO","2019/12/03","NO REPORTADO","25317 - Guachetá",1
"2460","Número de Cotizantes",39,"MASCULINO","2019/12/06","NO REPORTADO","25317 - Guachetá",1
"2461","Número de Cotizantes",41,"MASCULINO","2019/12/06","NO REPORTADO","25317 - Guachetá",1
"2462","Número de Cotizantes",50,"MASCULINO","2019/12/06","NO REPORTADO","25317 - Guachetá",1
"2463","Número de Cotizantes",51,"MASCULINO","2019/12/16","NO REPORTADO","25317 - Guachetá",1
"2464","Número de Cotizantes",39,"FEMENINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2465","Número de Cotizantes",53,"FEMENINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2466","Número de Cotizantes",24,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2467","Número de Cotizantes",27,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",2
"2468","Número de Cotizantes",28,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",2
"2469","Número de Cotizantes",37,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2470","Número de Cotizantes",38,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2471","Número de Cotizantes",39,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",2
"2472","Número de Cotizantes",41,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2473","Número de Cotizantes",51,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2474","Número de Cotizantes",52,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",2
"2475","Número de Cotizantes",54,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2476","Número de Cotizantes",61,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2477","Número de Cotizantes",65,"MASCULINO","2019/12/19","NO REPORTADO","25317 - Guachetá",1
"2478","Número de Cotizantes",36,"MASCULINO","2020/01/07","NO REPORTADO","25317 - Guachetá",1
"2479","Número de Cotizantes",41,"MASCULINO","2020/01/07","NO REPORTADO","25317 - Guachetá",1
"2480","Número de Cotizantes",39,"MASCULINO","2020/01/09","NO REPORTADO","25317 - Guachetá",1
"2481","Número de Cotizantes",50,"MASCULINO","2020/01/09","NO REPORTADO","25317 - Guachetá",1
"2482","Número de Cotizantes",41,"MASCULINO","2020/01/13","NO REPORTADO","25317 - Guachetá",1
"2483","Número de Cotizantes",51,"MASCULINO","2020/01/14","NO REPORTADO","25317 - Guachetá",1
"2484","Número de Cotizantes",34,"MASCULINO","2020/01/20","NO REPORTADO","25317 - Guachetá",1
"2485","Número de Cotizantes",48,"MASCULINO","2020/01/20","NO REPORTADO","25317 - Guachetá",1
"2486","Número de Cotizantes",39,"FEMENINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2487","Número de Cotizantes",53,"FEMENINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2488","Número de Cotizantes",24,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2489","Número de Cotizantes",27,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",2
"2490","Número de Cotizantes",28,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",2
"2491","Número de Cotizantes",37,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2492","Número de Cotizantes",38,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2493","Número de Cotizantes",39,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2494","Número de Cotizantes",41,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2495","Número de Cotizantes",51,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2496","Número de Cotizantes",52,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",2
"2497","Número de Cotizantes",54,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2498","Número de Cotizantes",61,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2499","Número de Cotizantes",65,"MASCULINO","2020/01/22","NO REPORTADO","25317 - Guachetá",1
"2500","Número de Cotizantes",34,"MASCULINO","2020/02/20","NO REPORTADO","25317 - Guachetá",1
"2501","Número de Cotizantes",48,"MASCULINO","2020/02/20","NO REPORTADO","25317 - Guachetá",1
"2502","Número de Cotizantes",63,"MASCULINO","2019/04/22","OTRAS ETNIAS","25317 - Guachetá",1
"2503","Número de Cotizantes",63,"MASCULINO","2019/05/21","OTRAS ETNIAS","25317 - Guachetá",1
"2504","Número de Cotizantes",63,"MASCULINO","2019/06/21","OTRAS ETNIAS","25317 - Guachetá",1
"2505","Número de Cotizantes",63,"MASCULINO","2019/07/19","OTRAS ETNIAS","25317 - Guachetá",1
"2506","Número de Cotizantes",63,"MASCULINO","2019/08/22","OTRAS ETNIAS","25317 - Guachetá",1
"2507","Número de Cotizantes",49,"FEMENINO","2019/09/19","OTRAS ETNIAS","25317 - Guachetá",1
"2508","Número de Cotizantes",63,"MASCULINO","2019/09/19","OTRAS ETNIAS","25317 - Guachetá",1
"2509","Número de Cotizantes",49,"FEMENINO","2019/10/21","OTRAS ETNIAS","25317 - Guachetá",1
"2510","Número de Cotizantes",63,"MASCULINO","2019/10/21","OTRAS ETNIAS","25317 - Guachetá",1
