"","Measures","Edad","Sexo","Hierarchy","value"
"4958","Numero Total Empleados","55","FEMENINO","2019/12/06",241
"4959","Numero Total Empleados","59","FEMENINO","2019/12/06",241
"4960","Numero Total Empleados","61","FEMENINO","2019/12/06",241
"4961","Numero Total Empleados","66","FEMENINO","2019/12/06",241
"4962","Numero Total Empleados","68","FEMENINO","2019/12/06",241
"4963","Numero Total Empleados","69","FEMENINO","2019/12/06",241
"4964","Numero Total Empleados","72","FEMENINO","2019/12/06",241
"4965","Numero Total Empleados","22","MASCULINO","2019/12/06",241
"4966","Numero Total Empleados","23","MASCULINO","2019/12/06",241
"4967","Numero Total Empleados","24","MASCULINO","2019/12/06",241
"4968","Numero Total Empleados","25","MASCULINO","2019/12/06",241
"4969","Numero Total Empleados","26","MASCULINO","2019/12/06",248
"4970","Numero Total Empleados","27","MASCULINO","2019/12/06",255
"4971","Numero Total Empleados","28","MASCULINO","2019/12/06",259
"4972","Numero Total Empleados","29","MASCULINO","2019/12/06",241
"4973","Numero Total Empleados","30","MASCULINO","2019/12/06",241
"4974","Numero Total Empleados","31","MASCULINO","2019/12/06",241
"4975","Numero Total Empleados","32","MASCULINO","2019/12/06",259
"4976","Numero Total Empleados","33","MASCULINO","2019/12/06",241
"4977","Numero Total Empleados","34","MASCULINO","2019/12/06",241
"4978","Numero Total Empleados","35","MASCULINO","2019/12/06",259
"4979","Numero Total Empleados","36","MASCULINO","2019/12/06",241
"4980","Numero Total Empleados","37","MASCULINO","2019/12/06",259
"4981","Numero Total Empleados","38","MASCULINO","2019/12/06",259
"4982","Numero Total Empleados","39","MASCULINO","2019/12/06",241
"4983","Numero Total Empleados","40","MASCULINO","2019/12/06",241
"4984","Numero Total Empleados","41","MASCULINO","2019/12/06",255
"4985","Numero Total Empleados","42","MASCULINO","2019/12/06",241
"4986","Numero Total Empleados","43","MASCULINO","2019/12/06",241
"4987","Numero Total Empleados","44","MASCULINO","2019/12/06",259
"4988","Numero Total Empleados","45","MASCULINO","2019/12/06",259
"4989","Numero Total Empleados","46","MASCULINO","2019/12/06",241
"4990","Numero Total Empleados","47","MASCULINO","2019/12/06",259
"4991","Numero Total Empleados","48","MASCULINO","2019/12/06",241
"4992","Numero Total Empleados","49","MASCULINO","2019/12/06",280
"4993","Numero Total Empleados","50","MASCULINO","2019/12/06",241
"4994","Numero Total Empleados","51","MASCULINO","2019/12/06",241
"4995","Numero Total Empleados","52","MASCULINO","2019/12/06",241
"4996","Numero Total Empleados","53","MASCULINO","2019/12/06",241
"4997","Numero Total Empleados","54","MASCULINO","2019/12/06",259
"4998","Numero Total Empleados","55","MASCULINO","2019/12/06",259
"4999","Numero Total Empleados","56","MASCULINO","2019/12/06",259
"5000","Numero Total Empleados","57","MASCULINO","2019/12/06",259
"5001","Numero Total Empleados","58","MASCULINO","2019/12/06",262
"5002","Numero Total Empleados","59","MASCULINO","2019/12/06",259
"5003","Numero Total Empleados","60","MASCULINO","2019/12/06",241
"5004","Numero Total Empleados","61","MASCULINO","2019/12/06",241
"5005","Numero Total Empleados","62","MASCULINO","2019/12/06",241
"5006","Numero Total Empleados","63","MASCULINO","2019/12/06",241
"5007","Numero Total Empleados","64","MASCULINO","2019/12/06",248
"5008","Numero Total Empleados","65","MASCULINO","2019/12/06",241
"5009","Numero Total Empleados","66","MASCULINO","2019/12/06",241
"5010","Numero Total Empleados","21","FEMENINO","2019/12/09",35
"5011","Numero Total Empleados","55","FEMENINO","2019/12/09",1
"5012","Numero Total Empleados","56","FEMENINO","2019/12/09",35
"5013","Numero Total Empleados","22","MASCULINO","2019/12/09",2
"5014","Numero Total Empleados","23","MASCULINO","2019/12/09",2
"5015","Numero Total Empleados","24","MASCULINO","2019/12/09",2
"5016","Numero Total Empleados","25","MASCULINO","2019/12/09",35
"5017","Numero Total Empleados","33","MASCULINO","2019/12/09",35
"5018","Numero Total Empleados","43","MASCULINO","2019/12/09",35
"5019","Numero Total Empleados","44","MASCULINO","2019/12/09",1
"5020","Numero Total Empleados","50","MASCULINO","2019/12/09",2
"5021","Numero Total Empleados","54","MASCULINO","2019/12/09",3
"5022","Numero Total Empleados","55","MASCULINO","2019/12/09",2
"5023","Numero Total Empleados","22","FEMENINO","2019/12/10",9
"5024","Numero Total Empleados","24","FEMENINO","2019/12/10",9
"5025","Numero Total Empleados","27","FEMENINO","2019/12/10",9
"5026","Numero Total Empleados","28","FEMENINO","2019/12/10",1
"5027","Numero Total Empleados","29","FEMENINO","2019/12/10",9
"5028","Numero Total Empleados","32","FEMENINO","2019/12/10",9
"5029","Numero Total Empleados","37","FEMENINO","2019/12/10",3
"5030","Numero Total Empleados","57","FEMENINO","2019/12/10",49
"5031","Numero Total Empleados","58","FEMENINO","2019/12/10",3
"5032","Numero Total Empleados","60","FEMENINO","2019/12/10",3
"5033","Numero Total Empleados","67","FEMENINO","2019/12/10",3
"5034","Numero Total Empleados","22","MASCULINO","2019/12/10",9
"5035","Numero Total Empleados","26","MASCULINO","2019/12/10",9
"5036","Numero Total Empleados","33","MASCULINO","2019/12/10",9
"5037","Numero Total Empleados","40","MASCULINO","2019/12/10",9
"5038","Numero Total Empleados","41","MASCULINO","2019/12/10",9
"5039","Numero Total Empleados","43","MASCULINO","2019/12/10",9
"5040","Numero Total Empleados","44","MASCULINO","2019/12/10",9
"5041","Numero Total Empleados","46","MASCULINO","2019/12/10",9
"5042","Numero Total Empleados","51","MASCULINO","2019/12/10",9
"5043","Numero Total Empleados","57","MASCULINO","2019/12/10",3
"5044","Numero Total Empleados","65","MASCULINO","2019/12/10",3
"5045","Numero Total Empleados","33","MASCULINO","2019/12/11",14
"5046","Numero Total Empleados","40","MASCULINO","2019/12/11",14
"5047","Numero Total Empleados","46","MASCULINO","2019/12/11",1
"5048","Numero Total Empleados","63","MASCULINO","2019/12/11",14
"5049","Numero Total Empleados","89","MASCULINO","2019/12/11",1
"5050","Numero Total Empleados","24","FEMENINO","2019/12/12",79
"5051","Numero Total Empleados","25","FEMENINO","2019/12/12",79
"5052","Numero Total Empleados","30","FEMENINO","2019/12/12",79
"5053","Numero Total Empleados","47","FEMENINO","2019/12/12",79
"5054","Numero Total Empleados","53","FEMENINO","2019/12/12",35
"5055","Numero Total Empleados","54","FEMENINO","2019/12/12",79
"5056","Numero Total Empleados","56","FEMENINO","2019/12/12",79
"5057","Numero Total Empleados","64","FEMENINO","2019/12/12",79
"5058","Numero Total Empleados","22","MASCULINO","2019/12/12",79
"5059","Numero Total Empleados","23","MASCULINO","2019/12/12",79
"5060","Numero Total Empleados","25","MASCULINO","2019/12/12",79
"5061","Numero Total Empleados","26","MASCULINO","2019/12/12",79
"5062","Numero Total Empleados","28","MASCULINO","2019/12/12",79
"5063","Numero Total Empleados","29","MASCULINO","2019/12/12",79
"5064","Numero Total Empleados","30","MASCULINO","2019/12/12",79
"5065","Numero Total Empleados","32","MASCULINO","2019/12/12",79
"5066","Numero Total Empleados","33","MASCULINO","2019/12/12",79
"5067","Numero Total Empleados","34","MASCULINO","2019/12/12",79
"5068","Numero Total Empleados","35","MASCULINO","2019/12/12",79
"5069","Numero Total Empleados","36","MASCULINO","2019/12/12",79
"5070","Numero Total Empleados","37","MASCULINO","2019/12/12",79
"5071","Numero Total Empleados","38","MASCULINO","2019/12/12",79
"5072","Numero Total Empleados","39","MASCULINO","2019/12/12",79
"5073","Numero Total Empleados","40","MASCULINO","2019/12/12",79
"5074","Numero Total Empleados","41","MASCULINO","2019/12/12",79
"5075","Numero Total Empleados","42","MASCULINO","2019/12/12",79
"5076","Numero Total Empleados","43","MASCULINO","2019/12/12",79
"5077","Numero Total Empleados","46","MASCULINO","2019/12/12",79
"5078","Numero Total Empleados","48","MASCULINO","2019/12/12",79
"5079","Numero Total Empleados","50","MASCULINO","2019/12/12",79
"5080","Numero Total Empleados","52","MASCULINO","2019/12/12",79
"5081","Numero Total Empleados","53","MASCULINO","2019/12/12",79
"5082","Numero Total Empleados","54","MASCULINO","2019/12/12",79
"5083","Numero Total Empleados","55","MASCULINO","2019/12/12",79
"5084","Numero Total Empleados","56","MASCULINO","2019/12/12",81
"5085","Numero Total Empleados","57","MASCULINO","2019/12/12",79
"5086","Numero Total Empleados","58","MASCULINO","2019/12/12",79
"5087","Numero Total Empleados","59","MASCULINO","2019/12/12",79
"5088","Numero Total Empleados","60","MASCULINO","2019/12/12",79
"5089","Numero Total Empleados","61","MASCULINO","2019/12/12",2
"5090","Numero Total Empleados","62","MASCULINO","2019/12/12",79
"5091","Numero Total Empleados","68","MASCULINO","2019/12/12",79
"5092","Numero Total Empleados","56","FEMENINO","2019/12/13",1
"5093","Numero Total Empleados","22","FEMENINO","2019/12/16",107
"5094","Numero Total Empleados","24","FEMENINO","2019/12/16",107
"5095","Numero Total Empleados","26","FEMENINO","2019/12/16",107
"5096","Numero Total Empleados","28","FEMENINO","2019/12/16",107
"5097","Numero Total Empleados","32","FEMENINO","2019/12/16",107
"5098","Numero Total Empleados","34","FEMENINO","2019/12/16",107
"5099","Numero Total Empleados","38","FEMENINO","2019/12/16",107
"5100","Numero Total Empleados","48","FEMENINO","2019/12/16",107
"5101","Numero Total Empleados","51","FEMENINO","2019/12/16",107
"5102","Numero Total Empleados","60","FEMENINO","2019/12/16",107
"5103","Numero Total Empleados","62","FEMENINO","2019/12/16",4
"5104","Numero Total Empleados","21","MASCULINO","2019/12/16",107
"5105","Numero Total Empleados","22","MASCULINO","2019/12/16",107
"5106","Numero Total Empleados","23","MASCULINO","2019/12/16",107
"5107","Numero Total Empleados","24","MASCULINO","2019/12/16",107
"5108","Numero Total Empleados","25","MASCULINO","2019/12/16",107
"5109","Numero Total Empleados","26","MASCULINO","2019/12/16",107
"5110","Numero Total Empleados","27","MASCULINO","2019/12/16",107
"5111","Numero Total Empleados","29","MASCULINO","2019/12/16",107
"5112","Numero Total Empleados","30","MASCULINO","2019/12/16",107
"5113","Numero Total Empleados","31","MASCULINO","2019/12/16",107
"5114","Numero Total Empleados","33","MASCULINO","2019/12/16",107
"5115","Numero Total Empleados","34","MASCULINO","2019/12/16",107
"5116","Numero Total Empleados","35","MASCULINO","2019/12/16",107
"5117","Numero Total Empleados","36","MASCULINO","2019/12/16",107
"5118","Numero Total Empleados","37","MASCULINO","2019/12/16",107
"5119","Numero Total Empleados","38","MASCULINO","2019/12/16",107
"5120","Numero Total Empleados","39","MASCULINO","2019/12/16",107
"5121","Numero Total Empleados","40","MASCULINO","2019/12/16",107
"5122","Numero Total Empleados","41","MASCULINO","2019/12/16",107
"5123","Numero Total Empleados","42","MASCULINO","2019/12/16",107
"5124","Numero Total Empleados","43","MASCULINO","2019/12/16",107
"5125","Numero Total Empleados","44","MASCULINO","2019/12/16",107
"5126","Numero Total Empleados","45","MASCULINO","2019/12/16",107
"5127","Numero Total Empleados","46","MASCULINO","2019/12/16",107
"5128","Numero Total Empleados","47","MASCULINO","2019/12/16",107
"5129","Numero Total Empleados","48","MASCULINO","2019/12/16",107
"5130","Numero Total Empleados","49","MASCULINO","2019/12/16",107
"5131","Numero Total Empleados","50","MASCULINO","2019/12/16",107
"5132","Numero Total Empleados","51","MASCULINO","2019/12/16",107
"5133","Numero Total Empleados","52","MASCULINO","2019/12/16",107
"5134","Numero Total Empleados","53","MASCULINO","2019/12/16",107
"5135","Numero Total Empleados","54","MASCULINO","2019/12/16",107
"5136","Numero Total Empleados","55","MASCULINO","2019/12/16",107
"5137","Numero Total Empleados","56","MASCULINO","2019/12/16",107
"5138","Numero Total Empleados","57","MASCULINO","2019/12/16",107
"5139","Numero Total Empleados","58","MASCULINO","2019/12/16",107
"5140","Numero Total Empleados","59","MASCULINO","2019/12/16",107
"5141","Numero Total Empleados","60","MASCULINO","2019/12/16",107
"5142","Numero Total Empleados","61","MASCULINO","2019/12/16",107
"5143","Numero Total Empleados","62","MASCULINO","2019/12/16",107
"5144","Numero Total Empleados","64","MASCULINO","2019/12/16",4
"5145","Numero Total Empleados","65","MASCULINO","2019/12/16",107
"5146","Numero Total Empleados","66","MASCULINO","2019/12/16",107
"5147","Numero Total Empleados","75","MASCULINO","2019/12/16",107
"5148","Numero Total Empleados","31","FEMENINO","2019/12/17",4
"5149","Numero Total Empleados","34","FEMENINO","2019/12/17",4
"5150","Numero Total Empleados","52","FEMENINO","2019/12/17",4
"5151","Numero Total Empleados","61","FEMENINO","2019/12/17",4
"5152","Numero Total Empleados","24","MASCULINO","2019/12/17",34
"5153","Numero Total Empleados","26","MASCULINO","2019/12/17",42
"5154","Numero Total Empleados","28","MASCULINO","2019/12/17",78
"5155","Numero Total Empleados","29","MASCULINO","2019/12/17",34
"5156","Numero Total Empleados","30","MASCULINO","2019/12/17",1
"5157","Numero Total Empleados","31","MASCULINO","2019/12/17",76
"5158","Numero Total Empleados","33","MASCULINO","2019/12/17",42
"5159","Numero Total Empleados","35","MASCULINO","2019/12/17",34
"5160","Numero Total Empleados","36","MASCULINO","2019/12/17",42
"5161","Numero Total Empleados","37","MASCULINO","2019/12/17",34
"5162","Numero Total Empleados","39","MASCULINO","2019/12/17",76
"5163","Numero Total Empleados","41","MASCULINO","2019/12/17",34
"5164","Numero Total Empleados","42","MASCULINO","2019/12/17",34
"5165","Numero Total Empleados","43","MASCULINO","2019/12/17",34
"5166","Numero Total Empleados","46","MASCULINO","2019/12/17",76
"5167","Numero Total Empleados","47","MASCULINO","2019/12/17",34
"5168","Numero Total Empleados","48","MASCULINO","2019/12/17",76
"5169","Numero Total Empleados","52","MASCULINO","2019/12/17",42
"5170","Numero Total Empleados","62","MASCULINO","2019/12/17",42
"5171","Numero Total Empleados","48","FEMENINO","2019/12/18",1
"5172","Numero Total Empleados","21","FEMENINO","2019/12/19",216
"5173","Numero Total Empleados","23","FEMENINO","2019/12/19",216
"5174","Numero Total Empleados","24","FEMENINO","2019/12/19",216
"5175","Numero Total Empleados","25","FEMENINO","2019/12/19",216
"5176","Numero Total Empleados","26","FEMENINO","2019/12/19",216
"5177","Numero Total Empleados","27","FEMENINO","2019/12/19",216
"5178","Numero Total Empleados","28","FEMENINO","2019/12/19",216
"5179","Numero Total Empleados","29","FEMENINO","2019/12/19",216
"5180","Numero Total Empleados","30","FEMENINO","2019/12/19",432
"5181","Numero Total Empleados","31","FEMENINO","2019/12/19",216
"5182","Numero Total Empleados","32","FEMENINO","2019/12/19",216
"5183","Numero Total Empleados","33","FEMENINO","2019/12/19",216
"5184","Numero Total Empleados","34","FEMENINO","2019/12/19",216
"5185","Numero Total Empleados","35","FEMENINO","2019/12/19",432
"5186","Numero Total Empleados","36","FEMENINO","2019/12/19",216
"5187","Numero Total Empleados","37","FEMENINO","2019/12/19",216
"5188","Numero Total Empleados","39","FEMENINO","2019/12/19",432
"5189","Numero Total Empleados","40","FEMENINO","2019/12/19",216
"5190","Numero Total Empleados","41","FEMENINO","2019/12/19",216
"5191","Numero Total Empleados","44","FEMENINO","2019/12/19",216
"5192","Numero Total Empleados","45","FEMENINO","2019/12/19",216
"5193","Numero Total Empleados","49","FEMENINO","2019/12/19",216
"5194","Numero Total Empleados","52","FEMENINO","2019/12/19",216
"5195","Numero Total Empleados","53","FEMENINO","2019/12/19",216
"5196","Numero Total Empleados","57","FEMENINO","2019/12/19",216
"5197","Numero Total Empleados","22","MASCULINO","2019/12/19",432
"5198","Numero Total Empleados","23","MASCULINO","2019/12/19",216
"5199","Numero Total Empleados","24","MASCULINO","2019/12/19",216
"5200","Numero Total Empleados","25","MASCULINO","2019/12/19",432
"5201","Numero Total Empleados","26","MASCULINO","2019/12/19",432
"5202","Numero Total Empleados","27","MASCULINO","2019/12/19",432
"5203","Numero Total Empleados","28","MASCULINO","2019/12/19",432
"5204","Numero Total Empleados","29","MASCULINO","2019/12/19",432
"5205","Numero Total Empleados","30","MASCULINO","2019/12/19",216
"5206","Numero Total Empleados","31","MASCULINO","2019/12/19",432
"5207","Numero Total Empleados","32","MASCULINO","2019/12/19",432
"5208","Numero Total Empleados","33","MASCULINO","2019/12/19",432
"5209","Numero Total Empleados","34","MASCULINO","2019/12/19",432
"5210","Numero Total Empleados","35","MASCULINO","2019/12/19",432
"5211","Numero Total Empleados","36","MASCULINO","2019/12/19",432
"5212","Numero Total Empleados","37","MASCULINO","2019/12/19",432
