geo_id,departamento_id,municipio_id,department_key,municipality_key,departamento,municipio,total votantes,total votos reportados,siglas candidato ganador,votos candidato ganador,porcentaje de votos con los que gana
17444,17,444,caldas,marquetalia,CALDAS,marquetalia,6787,6562,AE,2878,"43,17%"
17446,17,446,caldas,marulanda,CALDAS,marulanda,1186,1134,AE,661,"57,37%"
17486,17,486,caldas,neira,CALDAS,neira,10902,10359,AE,5288,"50,06%"
17495,17,495,caldas,norcasia,CALDAS,norcasia,3300,3112,AE,1622,"50,64%"
17513,17,513,caldas,pacora,CALDAS,pacora,6982,6626,AE,3463,"51,16%"
17524,17,524,caldas,palestina caldas,CALDAS,palestina,7871,7542,AE,3180,"41,50%"
17541,17,541,caldas,pensilvania,CALDAS,pensilvania,8985,8618,AE,4035,"45,87%"
17614,17,614,caldas,riosucio caldas,CALDAS,riosucio,24143,23022,AE,9843,"41,81%"
17616,17,616,caldas,risaralda,CALDAS,risaralda,5313,5082,AE,2587,"49,96%"
17653,17,653,caldas,salamina caldas,CALDAS,salamina,7568,7231,AE,3311,"44,91%"
17662,17,662,caldas,samana,CALDAS,samana,8893,8503,AE,4743,"54,72%"
17665,17,665,caldas,san jose,CALDAS,san jose,2686,2600,AE,1075,"40,68%"
17777,17,777,caldas,supia,CALDAS,supia,12893,11859,AE,5135,"42,04%"
17867,17,867,caldas,victoria,CALDAS,victoria,4637,4440,AE,2285,"50,73%"
17873,17,873,caldas,villamaria,CALDAS,villamaria,32571,31133,AE,13096,"41,17%"
17877,17,877,caldas,viterbo,CALDAS,viterbo,7784,7519,AE,4100,"53,67%"
18029,18,029,caqueta,albania caqueta,CAQUETA,albania,2336,2247,AE,1420,"61,87%"
18094,18,094,caqueta,belen de los andaquies,CAQUETA,belen de los andaquies,4336,4148,AE,2490,"58,74%"
18150,18,150,caqueta,cartagena de chaira,CAQUETA,cartagena del chaira,13436,12048,ICC,6593,"51,52%"
18205,18,205,caqueta,curillo,CAQUETA,curillo,2910,2769,AE,1475,"51,73%"
18247,18,247,caqueta,el doncello,CAQUETA,el doncello,8280,7830,AE,4301,"53,10%"
18256,18,256,caqueta,el paujil,CAQUETA,el paujil,5899,5563,AE,2531,"43,91%"
18001,18,001,caqueta,florencia caqueta,CAQUETA,florencia,79329,76783,AE,41108,"52,49%"
18410,18,410,caqueta,la montanita,CAQUETA,la montanita,6259,6011,ICC,3482,"56,60%"
18460,18,460,caqueta,milan,CAQUETA,puerto milan,2571,2474,ICC,1204,"47,43%"
18479,18,479,caqueta,morelia,CAQUETA,morelia,1981,1816,AE,1234,"67,06%"
18592,18,592,caqueta,puerto rico caqueta,CAQUETA,puerto rico,10168,9548,AE,4853,"48,93%"
18610,18,610,caqueta,san jose de fragua,CAQUETA,san jose del fragua,5241,4996,AE,2568,"50,05%"
18753,18,753,caqueta,san vicente de caguan,CAQUETA,san vicente del caguan,24447,22746,ICC,11114,"46,81%"
18756,18,756,caqueta,solano,CAQUETA,solano,3076,2901,ICC,2005,"66,76%"
18785,18,785,caqueta,solita,CAQUETA,solita,2341,2175,AE,1227,"53,76%"
18860,18,860,caqueta,valparaiso caqueta,CAQUETA,valparaiso,2383,2296,AE,1498,"63,96%"
85010,85,010,casanare,aguazul,CASANARE,aguazul,21094,20177,AE,11764,"57,15%"
85015,85,015,casanare,chameza,CASANARE,chameza,1269,1248,AE,835,"66,21%"
85125,85,125,casanare,hato corozal,CASANARE,hato corozal,4808,4699,AE,3410,"71,62%"
85136,85,136,casanare,la salina,CASANARE,la salina,389,359,ICC,229,"60,58%"
85139,85,139,casanare,mani,CASANARE,mani,7649,7371,AE,4699,"62,51%"
85162,85,162,casanare,monterrey,CASANARE,monterrey,8832,8530,AE,5339,"61,46%"
85225,85,225,casanare,nunchia,CASANARE,nunchia,4194,4110,AE,2990,"72,01%"
85230,85,230,casanare,orocue,CASANARE,orocue,5074,4899,AE,3199,"64,17%"
85250,85,250,casanare,paz de ariporo,CASANARE,paz de ariporo,17613,17107,AE,11987,"68,99%"
85263,85,263,casanare,pore,CASANARE,pore,5200,5060,AE,3622,"70,57%"
85279,85,279,casanare,recetor,CASANARE,recetor,793,770,AE,477,"61,07%"
85300,85,300,casanare,sabanalarga casanare,CASANARE,sabanalarga,2002,1963,AE,1371,"69,17%"
85315,85,315,casanare,sacama,CASANARE,sacama,1102,1045,ICC,621,"57,12%"
85325,85,325,casanare,san luis de palenque,CASANARE,san luis de palenque,4243,4138,AE,3127,"74,43%"
85400,85,400,casanare,tamara,CASANARE,tamara,2669,2584,AE,1684,"64,10%"
85410,85,410,casanare,tauramena,CASANARE,tauramena,14757,14253,AE,9652,"66,50%"
85430,85,430,casanare,trinidad,CASANARE,trinidad,5949,5813,AE,4167,"70,78%"
85440,85,440,casanare,villanueva casanare,CASANARE,villanueva,20257,19192,AE,11281,"57,41%"
85001,85,001,casanare,yopal,CASANARE,yopal,94609,91719,AE,54089,"57,91%"
19022,19,022,cauca,almaguer,CAUCA,almaguer,7677,7412,ICC,6708,"89,19%"
19050,19,050,cauca,argelia cauca,CAUCA,argelia,16688,15029,ICC,12563,"79,55%"
19075,19,075,cauca,balboa cauca,CAUCA,balboa,14522,13327,ICC,10892,"78,56%"
19100,19,100,cauca,bolivar cauca,CAUCA,bolivar,18423,17305,ICC,14031,"78,83%"
19110,19,110,cauca,buenos aires,CAUCA,buenos aires,12110,10458,ICC,6162,"55,85%"
19130,19,130,cauca,cajibio,CAUCA,cajibio,15223,13900,ICC,8348,"57,67%"
19137,19,137,cauca,caldono,CAUCA,caldono,17512,16826,ICC,13997,"81,72%"
19142,19,142,cauca,caloto,CAUCA,caloto,15024,14457,ICC,11285,"76,68%"
19212,19,212,cauca,corinto,CAUCA,corinto,13201,12711,ICC,10040,"77,33%"
19256,19,256,cauca,el tambo cauca,CAUCA,el tambo,29758,26161,ICC,16637,"60,51%"
19290,19,290,cauca,florencia cauca,CAUCA,florencia,3435,3142,ICC,1989,"60,10%"
,,,cauca,guachene,CAUCA,guachene,10123,9634,ICC,7861,"79,88%"
19318,19,318,cauca,guapi,CAUCA,guapi,7481,7321,ICC,6723,"91,08%"
19355,19,355,cauca,inza,CAUCA,inza,11346,11009,ICC,8483,"75,93%"
19364,19,364,cauca,jambalo,CAUCA,jambalo,8126,7946,ICC,7658,"95,60%"
19392,19,392,cauca,la sierra,CAUCA,la sierra,6119,5649,ICC,3559,"61,16%"
19397,19,397,cauca,la vega cauca,CAUCA,la vega,8657,8401,ICC,6728,"78,98%"
19418,19,418,cauca,lopez de micay,CAUCA,lopez de micay,4845,4705,ICC,4297,"89,98%"
19450,19,450,cauca,mercaderes,CAUCA,mercaderes,8381,7907,ICC,6154,"75,48%"
19455,19,455,cauca,miranda,CAUCA,miranda,15067,14549,ICC,11184,"75,54%"
19473,19,473,cauca,morales cauca,CAUCA,morales,15015,14041,ICC,9075,"62,42%"
19513,19,513,cauca,padilla,CAUCA,padilla,4246,3999,ICC,3114,"76,11%"
19517,19,517,cauca,paez cauca,CAUCA,paez,13472,13057,ICC,10815,"81,67%"
19532,19,532,cauca,patia,CAUCA,patia,20198,18343,ICC,12952,"67,69%"
19533,19,533,cauca,piamonte,CAUCA,piamonte,2848,2722,ICC,1628,"58,10%"
19548,19,548,cauca,piendamo,CAUCA,piendamo,19225,18108,ICC,9752,"52,30%"
19001,19,001,cauca,popayan,CAUCA,popayan,187004,180500,ICC,104468,"56,76%"
19573,19,573,cauca,puerto tejada,CAUCA,puerto tejada,21966,21218,ICC,17750,"82,26%"
19585,19,585,cauca,purace,CAUCA,purace,5963,5758,ICC,4123,"70,52%"
19622,19,622,cauca,rosas,CAUCA,rosas,5590,5242,ICC,3203,"59,59%"
19693,19,693,cauca,san sebastian,CAUCA,san sebastian,3983,3827,ICC,2970,"76,21%"
19701,19,701,cauca,santa rosa cauca,CAUCA,santa rosa,2140,2092,ICC,1471,"69,61%"
19698,19,698,cauca,santander de quilichao,CAUCA,santander de quilichao,57034,54256,ICC,36828,"66,25%"
19743,19,743,cauca,silvia,CAUCA,silvia,13828,12857,ICC,9739,"73,67%"
19760,19,760,cauca,sotara,CAUCA,sotara,4807,4585,ICC,3136,"66,83%"
19780,19,780,cauca,suarez cauca,CAUCA,suarez,11371,10120,ICC,6341,"59,88%"
19785,19,785,cauca,sucre cauca,CAUCA,sucre,4001,3788,ICC,3332,"85,78%"
19807,19,807,cauca,timbio,CAUCA,timbio,19192,18246,ICC,10696,"57,19%"
19809,19,809,cauca,timbiqui,CAUCA,timbiqui,7059,6997,ICC,6622,"94,26%"
19821,19,821,cauca,toribio,CAUCA,toribio,15768,15376,ICC,14215,"91,39%"
19824,19,824,cauca,totoro,CAUCA,totoro,8188,7919,ICC,6753,"83,69%"
19845,19,845,cauca,villa rica,CAUCA,villa rica,10213,9870,ICC,8512,"84,91%"
20011,20,011,cesar,aguachica,CESAR,aguachica,46530,45098,AE,27327,"59,62%"
20013,20,013,cesar,agustin codazzi,CESAR,agustin codazzi,25399,24793,ICC,13803,"54,99%"
20032,20,032,cesar,astrea,CESAR,astrea,8807,8685,AE,4758,"54,42%"
20045,20,045,cesar,becerril,CESAR,becerril,9240,8998,ICC,5299,"57,93%"
20060,20,060,cesar,bosconia,CESAR,bosconia,16550,16036,ICC,9008,"55,49%"
20175,20,175,cesar,chimichagua,CESAR,chimichagua,11756,11581,AE,6143,"52,69%"
20178,20,178,cesar,chiriguana,CESAR,chiriguana,11513,11260,ICC,6579,"57,73%"
20228,20,228,cesar,curumani,CESAR,curumani,15623,15081,ICC,7793,"50,74%"
20238,20,238,cesar,el copey,CESAR,el copey,12292,11978,ICC,7212,"59,33%"
20250,20,250,cesar,el paso,CESAR,el paso,16240,15824,ICC,10256,"63,91%"
20295,20,295,cesar,gamarra,CESAR,gamarra,6283,6165,AE,3580,"57,32%"
20310,20,310,cesar,gonzalez,CESAR,gonzalez,2445,2369,AE,1539,"63,56%"
20383,20,383,cesar,la gloria,CESAR,la gloria,7003,6844,AE,3945,"56,93%"
20400,20,400,cesar,la jagua de ibirico,CESAR,la jagua de ibirico,16783,16225,ICC,9472,"57,34%"
20621,20,621,cesar,la paz cesar,CESAR,la paz,11202,10970,AE,6501,"58,54%"
20443,20,443,cesar,manaure,CESAR,manaure,5184,5074,ICC,2434,"47,52%"
20517,20,517,cesar,pailitas,CESAR,pailitas,8484,8279,AE,4467,"53,32%"
20550,20,550,cesar,pelaya,CESAR,pelaya,9117,8849,AE,5447,"60,60%"
20570,20,570,cesar,pueblo bello,CESAR,pueblo bello,10358,10099,ICC,5910,"57,80%"
20614,20,614,cesar,rio de oro,CESAR,rio de oro,9333,9079,AE,5598,"60,71%"
20710,20,710,cesar,san alberto,CESAR,san alberto,11688,11374,AE,5419,"47,04%"
20750,20,750,cesar,san diego,CESAR,san diego,8918,8702,AE,4457,"50,41%"
20770,20,770,cesar,san martin cesar,CESAR,san martin,12423,11971,AE,6540,"53,62%"
20787,20,787,cesar,tamalameque,CESAR,tamalameque,5165,5092,ICC,2622,"51,04%"
20001,20,001,cesar,valledupar,CESAR,valledupar,190265,185325,ICC,89773,"47,66%"
27006,27,006,choco,acandi,CHOCO,acandi,4201,4074,ICC,1944,"46,97%"
27025,27,025,choco,alto baudo,CHOCO,alto baudo,4985,4957,ICC,4717,"95,02%"
27050,27,050,choco,atrato,CHOCO,el atrato,3765,3633,ICC,2881,"78,11%"
27073,27,073,choco,bagado,CHOCO,bagado,2868,2820,ICC,2410,"84,76%"
27075,27,075,choco,bahia solano,CHOCO,bahia solano,3669,3581,ICC,2722,"75,13%"
27077,27,077,choco,bajo baudo,CHOCO,bajo baudo,4038,3936,ICC,3409,"85,91%"
27099,27,099,choco,bojaya,CHOCO,bojaya,3169,3128,ICC,2854,"90,63%"
27150,27,150,choco,carmen de darien,CHOCO,el carmen del darien,4205,4102,ICC,3436,"82,65%"
27160,27,160,choco,certegui,CHOCO,certegui,2110,2027,ICC,1520,"73,60%"
27205,27,205,choco,condoto,CHOCO,condoto,4240,4029,ICC,3216,"78,13%"
27135,27,135,choco,el canton de san pablo,CHOCO,canton de san pablo,2347,2248,ICC,1709,"74,92%"
27245,27,245,choco,el carmen,CHOCO,el carmen,3874,3758,AE,1862,"48,87%"
27250,27,250,choco,el litoral de san juan,CHOCO,litoral de san juan,4365,4312,ICC,4179,"96,55%"
27361,27,361,choco,istmina,CHOCO,istmina,8547,8150,ICC,6263,"74,85%"
27372,27,372,choco,jurado,CHOCO,jurado,1451,1418,ICC,1224,"84,94%"
27413,27,413,choco,lloro,CHOCO,lloro,3349,3181,ICC,2279,"70,68%"
27425,27,425,choco,medio atrato,CHOCO,medio atrato,2462,2403,ICC,2070,"85,43%"
27430,27,430,choco,medio baudo,CHOCO,medio baudo,3515,3467,ICC,3138,"89,88%"
27450,27,450,choco,medio san juan,CHOCO,medio san juan,3283,3157,ICC,2728,"85,14%"
27491,27,491,choco,novita,CHOCO,novita,2167,2027,ICC,1463,"70,00%"
27086,27,086,choco,riosucio choco,CHOCO,nuevo belen de bajira,5196,5039,ICC,3224,"62,93%"
27495,27,495,choco,nuqui,CHOCO,nuqui,3025,2986,ICC,2567,"85,33%"
27001,27,001,choco,quibdo,CHOCO,quibdo,41145,39349,ICC,29900,"74,49%"
27580,27,580,choco,rio iro,CHOCO,rio iro,1622,1536,ICC,1078,"68,48%"
27600,27,600,choco,rio quito,CHOCO,rio quito,3408,3271,ICC,2359,"71,24%"
27615,27,615,choco,riosucio choco,CHOCO,riosucio,5985,5788,ICC,4914,"84,07%"
27660,27,660,choco,san jose de palmar,CHOCO,san jose del palmar,1422,1354,ICC,816,"59,13%"
27745,27,745,choco,sipi,CHOCO,sipi,1100,1063,ICC,939,"87,02%"
27787,27,787,choco,tado,CHOCO,tado,5455,5091,ICC,3771,"72,22%"
27800,27,800,choco,unguia,CHOCO,unguia,3910,3830,ICC,2411,"62,10%"
27810,27,810,choco,union panamericana,CHOCO,union panamericana,2378,2249,ICC,1631,"71,09%"
,,,consulados,alemania,CONSULADOS,alemania,12005,11861,ICC,5649,"47,09%"
,,,consulados,argelia,CONSULADOS,argelia,8,8,SFV,4,"50,00%"
,,,consulados,argentina,CONSULADOS,argentina,10374,10218,ICC,4499,"43,44%"
,,,consulados,aruba,CONSULADOS,aruba,3515,3483,AE,2377,"67,81%"
,,,consulados,australia,CONSULADOS,australia,20296,19978,ICC,8565,"42,24%"
,,,consulados,austria,CONSULADOS,austria,1640,1618,ICC,802,"48,90%"
,,,consulados,azerbaiyan,CONSULADOS,azerbaiyan,22,22,ICC,11,"50,00%"
,,,consulados,belgica,CONSULADOS,belgica,2656,2628,ICC,1161,"43,72%"
,,,consulados,bolivia,CONSULADOS,bolivia,645,642,AE,439,"68,16%"
,,,consulados,brasil,CONSULADOS,brasil,4170,4113,ICC,1895,"45,56%"
,,,consulados,canada,CONSULADOS,canada,42038,41634,AE,21109,"50,25%"
,,,consulados,chile,CONSULADOS,chile,18348,18007,AE,7897,"43,31%"
,,,consulados,china republica popular,CONSULADOS,china republica popular,720,703,AE,300,"41,66%"
,,,consulados,corea de sur,CONSULADOS,corea de sur,252,251,AE,96,"38,09%"
,,,consulados,costa rica,CONSULADOS,costa rica,5712,5680,AE,3788,"66,43%"
,,,consulados,cuba,CONSULADOS,cuba,608,598,ICC,449,"74,09%"
,,,consulados,curazao,CONSULADOS,curazao,1191,1172,AE,801,"67,65%"
,,,consulados,dinamarca,CONSULADOS,dinamarca,665,654,ICC,304,"45,78%"
,,,consulados,ecuador,CONSULADOS,ecuador,9367,9113,AE,5035,"54,56%"
,,,consulados,egipto,CONSULADOS,egipto,161,158,AE,91,"56,52%"
,,,consulados,el salvador,CONSULADOS,el salvador,441,437,AE,279,"63,26%"
,,,consulados,emiratos arabes unidos,CONSULADOS,emiratos arabes unidos,2542,2515,AE,1664,"65,53%"
,,,consulados,espana,CONSULADOS,espana,127637,125752,ICC,54162,"42,57%"
,,,consulados,estados unidos,CONSULADOS,estados unidos,216105,215194,AE,155816,"72,16%"
,,,consulados,finlandia,CONSULADOS,finlandia,302,298,ICC,141,"46,68%"
,,,consulados,francia,CONSULADOS,francia,14271,14103,ICC,6699,"46,98%"
,,,consulados,ghana,CONSULADOS,ghana,45,45,ICC,21,"46,66%"
,,,consulados,guatemala,CONSULADOS,guatemala,1308,1301,AE,932,"71,30%"
,,,consulados,haiti,CONSULADOS,haiti,14,13,ICC,8,"57,14%"
,,,consulados,honduras,CONSULADOS,honduras,313,313,AE,200,"63,89%"
,,,consulados,hungria,CONSULADOS,hungria,246,236,ICC,106,"43,08%"
,,,consulados,india,CONSULADOS,india,32,31,AE,12,"37,50%"
,,,consulados,indonesia,CONSULADOS,indonesia,35,35,PVL,13,"37,14%"
,,,consulados,inglaterra,CONSULADOS,inglaterra,11654,11561,AE,5175,"44,46%"
,,,consulados,irlanda,CONSULADOS,irlanda,603,600,ICC,247,"40,96%"
,,,consulados,israel,CONSULADOS,israel,897,893,AE,728,"81,34%"
,,,consulados,italia,CONSULADOS,italia,8452,8334,ICC,3313,"39,26%"
,,,consulados,jamaica,CONSULADOS,jamaica,140,139,AE,82,"58,57%"
,,,consulados,japon,CONSULADOS,japon,526,515,AE,227,"43,23%"
,,,consulados,kenia,CONSULADOS,kenia,68,68,ICC,25,"36,76%"
,,,consulados,libano,CONSULADOS,libano,123,120,AE,58,"47,15%"
,,,consulados,malasia,CONSULADOS,malasia,101,99,AE,46,"45,54%"
,,,consulados,marruecos,CONSULADOS,marruecos,34,34,AE,12,"35,29%"
,,,consulados,mexico,CONSULADOS,mexico,12324,12241,AE,6119,"49,67%"
,,,consulados,nicaragua,CONSULADOS,nicaragua,112,112,AE,76,"67,85%"
,,,consulados,noruega,CONSULADOS,noruega,568,559,ICC,258,"45,50%"
,,,consulados,nueva zelandia,CONSULADOS,nueva zelandia,1299,1269,ICC,494,"38,08%"
,,,consulados,paises bajos,CONSULADOS,paises bajos,3139,3104,ICC,1121,"35,73%"
,,,consulados,panama,CONSULADOS,panama,11042,10966,AE,7161,"64,93%"
,,,consulados,paraguay,CONSULADOS,paraguay,371,371,AE,248,"66,84%"
,,,consulados,peru,CONSULADOS,peru,3468,3435,AE,1964,"56,69%"
,,,consulados,polonia,CONSULADOS,polonia,1065,1046,ICC,622,"58,51%"
,,,consulados,portugal,CONSULADOS,portugal,3190,3129,ICC,1329,"41,81%"
,,,consulados,puerto rico,CONSULADOS,puerto rico,1193,1187,AE,699,"58,69%"
,,,consulados,republica de filipinas,CONSULADOS,republica de filipinas,91,90,AE,37,"40,65%"
,,,consulados,republica de singapur,CONSULADOS,republica de singapur,196,193,AE,86,"43,87%"
,,,consulados,republica dominicana,CONSULADOS,republica dominicana,2105,2086,AE,1399,"66,58%"
,,,consulados,republica socialista de vietna,CONSULADOS,republica socialista de vietna,33,32,ICC,17,"51,51%"
,,,consulados,rusia,CONSULADOS,rusia,175,168,ICC,111,"63,42%"
,,,consulados,sudafrica,CONSULADOS,sudafrica,110,109,AE,53,"48,18%"
,,,consulados,suecia,CONSULADOS,suecia,1518,1500,ICC,815,"53,79%"
,,,consulados,suiza,CONSULADOS,suiza,4515,4480,ICC,1766,"39,15%"
,,,consulados,tailandia,CONSULADOS,tailandia,114,114,AE,46,"40,35%"
,,,consulados,trinidad y tobago,CONSULADOS,trinidad y tobago,160,155,AE,91,"56,87%"
,,,consulados,turquia,CONSULADOS,turquia,225,222,ICC,119,"52,88%"
,,,consulados,uruguay,CONSULADOS,uruguay,783,769,AE,317,"40,58%"
,,,consulados,venezuela,CONSULADOS,venezuela,21751,21530,AE,14313,"66,26%"
23068,23,068,cordoba,ayapel,CORDOBA,ayapel,14456,14136,AE,6836,"47,70%"
23079,23,079,cordoba,buenavista cordoba,CORDOBA,buenavista,9116,8911,ICC,6031,"66,80%"
23090,23,090,cordoba,canalete,CORDOBA,canalete,8167,8036,ICC,4934,"60,88%"
23162,23,162,cordoba,cerete,CORDOBA,cerete,44885,43787,ICC,26771,"60,19%"
23168,23,168,cordoba,chima,CORDOBA,chima,7125,7040,ICC,3737,"52,70%"
23182,23,182,cordoba,chinu,CORDOBA,chinu,23972,23317,AE,11401,"48,14%"
23189,23,189,cordoba,cienaga de oro,CORDOBA,cienaga de oro,26593,26123,ICC,18890,"71,55%"
23300,23,300,cordoba,cotorra,CORDOBA,cotorra,9024,8872,ICC,5000,"55,75%"
23350,23,350,cordoba,la apartada,CORDOBA,la apartada,6097,5951,ICC,4263,"70,57%"
23417,23,417,cordoba,lorica,CORDOBA,lorica,45014,44153,ICC,26216,"58,63%"
23419,23,419,cordoba,los cordobas,CORDOBA,los cordobas,7656,7487,ICC,3699,"48,70%"
23464,23,464,cordoba,momil,CORDOBA,momil,7830,7657,ICC,3785,"48,72%"
23466,23,466,cordoba,montelibano,CORDOBA,montelibano,32050,31254,ICC,22618,"71,17%"
23001,23,001,cordoba,monteria,CORDOBA,monteria,208585,203933,ICC,104497,"50,47%"
23500,23,500,cordoba,monitos,CORDOBA,monitos,10419,10269,ICC,5012,"48,38%"
23555,23,555,cordoba,planeta rica,CORDOBA,planeta rica,27361,26519,ICC,14570,"54,17%"
23570,23,570,cordoba,pueblo nuevo,CORDOBA,pueblo nuevo,14347,14079,AE,6801,"47,71%"
23574,23,574,cordoba,puerto escondido,CORDOBA,puerto escondido,9013,8872,ICC,4265,"47,63%"
23580,23,580,cordoba,puerto libertador,CORDOBA,puerto libertador,15195,14766,ICC,10511,"69,85%"
23586,23,586,cordoba,purisima de la concepcion,CORDOBA,purisima,7068,6892,AE,3679,"52,73%"
23660,23,660,cordoba,sahagun,CORDOBA,sahagun,45411,44527,ICC,25022,"55,53%"
23670,23,670,cordoba,san andres de sotavento,CORDOBA,san andres sotavento,17066,16741,ICC,10960,"64,83%"
23672,23,672,cordoba,san antero,CORDOBA,san antero,12498,12110,ICC,6315,"51,44%"
23675,23,675,cordoba,san bernardo de viento,CORDOBA,san bernardo del viento,12831,12595,ICC,8369,"65,65%"
23678,23,678,cordoba,san carlos cordoba,CORDOBA,san carlos,9470,9281,ICC,4560,"48,51%"
,,,cordoba,san jose de ure,CORDOBA,san jose de ure,4191,4106,ICC,3228,"77,50%"
23686,23,686,cordoba,san pelayo,CORDOBA,san pelayo,20706,20385,ICC,11037,"53,55%"
23807,23,807,cordoba,tierralta,CORDOBA,tierralta,28743,27965,ICC,17296,"60,85%"
,,,cordoba,tuchin,CORDOBA,tuchin,14066,13733,ICC,8706,"62,70%"
23855,23,855,cordoba,valencia,CORDOBA,valencia,12616,12330,ICC,6175,"49,34%"
25001,25,001,cundinamarca,agua de dios,CUNDINAMARCA,agua de dios,5940,5750,AE,2712,"46,38%"
25019,25,019,cundinamarca,alban cundinamarca,CUNDINAMARCA,alban,3421,3313,AE,1883,"55,77%"
25035,25,035,cundinamarca,anapoima,CUNDINAMARCA,anapoima,8775,8571,AE,5012,"57,70%"
25040,25,040,cundinamarca,anolaima,CUNDINAMARCA,anolaima,7811,7602,AE,4389,"56,83%"
25599,25,599,cundinamarca,apulo,CUNDINAMARCA,apulo,4585,4455,AE,2622,"57,97%"
25053,25,053,cundinamarca,arbelaez,CUNDINAMARCA,arbelaez,6728,6557,AE,3750,"56,21%"
25086,25,086,cundinamarca,beltran,CUNDINAMARCA,beltran,1192,1163,AE,673,"57,27%"
25095,25,095,cundinamarca,bituima,CUNDINAMARCA,bituima,1718,1682,AE,1079,"63,43%"
25099,25,099,cundinamarca,bojaca,CUNDINAMARCA,bojaca,5605,5295,ICC,2473,"45,74%"
25120,25,120,cundinamarca,cabrera cundinamarca,CUNDINAMARCA,cabrera,2002,1946,ICC,1203,"60,88%"
25123,25,123,cundinamarca,cachipay,CUNDINAMARCA,cachipay,6511,6343,AE,3574,"55,55%"
25126,25,126,cundinamarca,cajica,CUNDINAMARCA,cajica,53818,52379,AE,25420,"47,70%"
25148,25,148,cundinamarca,caparrapi,CUNDINAMARCA,caparrapi,5678,5534,AE,4269,"76,04%"
25151,25,151,cundinamarca,caqueza,CUNDINAMARCA,caqueza,9951,9635,AE,5809,"59,34%"
25154,25,154,cundinamarca,carmen de carupa,CUNDINAMARCA,carmen de carupa,4022,3878,AE,2448,"61,86%"
25168,25,168,cundinamarca,chaguani,CUNDINAMARCA,chaguani,2308,2264,AE,1522,"66,43%"
25175,25,175,cundinamarca,chia,CUNDINAMARCA,chia,95544,93224,AE,47983,"50,61%"
25178,25,178,cundinamarca,chipaque,CUNDINAMARCA,chipaque,5866,5698,AE,3497,"60,49%"
25181,25,181,cundinamarca,choachi,CUNDINAMARCA,choachi,8512,8327,AE,5595,"66,26%"
25183,25,183,cundinamarca,choconta,CUNDINAMARCA,choconta,11344,10869,AE,6416,"57,76%"
25200,25,200,cundinamarca,cogua,CUNDINAMARCA,cogua,12868,12334,AE,5245,"41,54%"
25214,25,214,cundinamarca,cota,CUNDINAMARCA,cota,22726,22151,AE,11715,"51,97%"
25224,25,224,cundinamarca,cucunuba,CUNDINAMARCA,cucunuba,4015,3895,AE,2804,"70,79%"
25245,25,245,cundinamarca,el colegio,CUNDINAMARCA,el colegio,15091,14705,AE,7349,"49,26%"
25258,25,258,cundinamarca,el penon cundinamarca,CUNDINAMARCA,el penon,2505,2465,AE,1810,"72,69%"
25260,25,260,cundinamarca,el rosal,CUNDINAMARCA,el rosal,15304,14349,AE,6554,"44,42%"
25269,25,269,cundinamarca,facatativa,CUNDINAMARCA,facatativa,74627,71049,ICC,34701,"47,75%"
25279,25,279,cundinamarca,fomeque,CUNDINAMARCA,fomeque,6771,6641,AE,4786,"71,18%"
25281,25,281,cundinamarca,fosca,CUNDINAMARCA,fosca,3502,3459,AE,2487,"71,19%"
25286,25,286,cundinamarca,funza,CUNDINAMARCA,funza,59358,57060,ICC,25293,"43,33%"
25288,25,288,cundinamarca,fuquene,CUNDINAMARCA,fuquene,3018,2906,AE,1637,"55,26%"
25290,25,290,cundinamarca,fusagasuga,CUNDINAMARCA,fusagasuga,83641,81350,AE,41650,"50,38%"
25293,25,293,cundinamarca,gachala,CUNDINAMARCA,gachala,2749,2682,AE,1644,"60,55%"
25295,25,295,cundinamarca,gachancipa,CUNDINAMARCA,gachancipa,9743,9249,ICC,4679,"49,20%"
25297,25,297,cundinamarca,gacheta,CUNDINAMARCA,gacheta,5268,5117,AE,3018,"58,07%"
25299,25,299,cundinamarca,gama,CUNDINAMARCA,gama,1964,1924,AE,1330,"68,41%"
25307,25,307,cundinamarca,girardot,CUNDINAMARCA,girardot,56007,54381,AE,26476,"47,94%"
25312,25,312,cundinamarca,granada cundinamarca,CUNDINAMARCA,granada,4505,4360,AE,2030,"45,78%"
25317,25,317,cundinamarca,guacheta,CUNDINAMARCA,guacheta,6271,5998,AE,3635,"59,20%"
25320,25,320,cundinamarca,guaduas,CUNDINAMARCA,guaduas,14150,13695,AE,8064,"57,82%"
25322,25,322,cundinamarca,guasca,CUNDINAMARCA,guasca,8865,8334,AE,3822,"44,50%"
25324,25,324,cundinamarca,guataqui,CUNDINAMARCA,guataqui,1359,1337,AE,754,"56,10%"
25326,25,326,cundinamarca,guatavita,CUNDINAMARCA,guatavita,4155,4015,AE,2422,"59,15%"
25328,25,328,cundinamarca,guayabal de siquima,CUNDINAMARCA,guayabal de siquima,3085,2993,AE,1730,"56,81%"
25335,25,335,cundinamarca,guayabetal,CUNDINAMARCA,guayabetal,3106,3023,AE,2080,"67,88%"
25339,25,339,cundinamarca,gutierrez,CUNDINAMARCA,gutierrez,1998,1979,AE,1636,"82,21%"
25368,25,368,cundinamarca,jerusalen,CUNDINAMARCA,jerusalen,1586,1566,AE,953,"60,39%"
25372,25,372,cundinamarca,junin,CUNDINAMARCA,junin,3383,3283,AE,2193,"65,73%"
