scope_code,department_code,department,municipality,update_mdhm,advance_number,tables_total,tables_reported,tables_reported_pct,census_total,voters,voters_pct,abstention,abstention_pct,valid_votes,valid_votes_pct,blank_votes,blank_votes_pct,null_votes,null_votes_pct,unmarked_votes,unmarked_votes_pct,candidate_votes_total,candidate_votes_total_pct,party_code,party_name,party_color,candidate_code,sort_order,president,vice_president,votes,votes_pct
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,38,"0,39%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,23,"0,23%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,22,"0,22%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,18,"0,18%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,16,"0,16%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,15,"0,15%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,9,"0,09%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,6,"0,06%"
28280,28,SUCRE,SUCRE,05311736,17,78,78,100%,21493,9694,"45,10%",11799,"54,89%",9626,"99,29%",98,"1,01%",28,"0,28%",40,"0,41%",9528,"98,98%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,5,"0,05%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,10148,"73,53%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,2946,"21,34%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,325,"2,35%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,91,"0,65%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,40,"0,28%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,33,"0,23%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,13,"0,09%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,9,"0,06%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,8,"0,05%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,4,"0,02%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,4,"0,02%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,2,"0,01%"
28300,28,SUCRE,TOLU,05311716,14,80,80,100%,26275,13953,"53,10%",12322,"46,89%",13801,"98,91%",177,"1,28%",119,"0,85%",33,"0,23%",13624,"98,71%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,"0,01%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,7028,"59,98%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,4034,"34,42%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,328,"2,79%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,86,"0,73%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,40,"0,34%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,21,"0,17%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,17,"0,14%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,7,"0,05%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,6,"0,05%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,5,"0,04%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,5,"0,04%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,2,"0,01%"
28320,28,SUCRE,TOLUVIEJO,05311711,11,68,68,100%,21678,11808,"54,46%",9870,"45,53%",11717,"99,22%",137,"1,16%",59,"0,49%",32,"0,27%",11580,"98,83%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,"0,01%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,1153,"54,54%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,465,"21,99%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,407,"19,25%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,23,"1,08%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,12,"0,56%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,10,"0,47%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,4,"0,18%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,3,"0,14%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,3,"0,14%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,2,"0,09%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,2,"0,09%"
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
29004,29,TOLIMA,ALPUJARRA,05311702,8,15,15,100%,3744,2135,"57,02%",1609,"42,97%",2114,"99,01%",30,"1,41%",18,"0,84%",3,"0,14%",2084,"98,58%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,2028,"43,15%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1935,"41,17%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,507,"10,78%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,62,"1,31%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,46,"0,97%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,20,"0,42%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,14,"0,29%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,9,"0,19%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,6,"0,12%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,4,"0,08%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,4,"0,08%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,2,"0,04%"
29007,29,TOLIMA,ALVARADO,05311717,10,30,30,100%,9155,4777,"52,17%",4378,"47,82%",4699,"98,36%",61,"1,29%",62,"1,29%",16,"0,33%",4638,"98,70%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,1,"0,02%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,1623,"48,13%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,1307,"38,76%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,292,"8,65%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,36,"1,06%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,29,"0,86%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,18,"0,53%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,8,"0,23%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,4,"0,11%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,4,"0,11%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,3,"0,08%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,1,"0,02%"
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
29010,29,TOLIMA,AMBALEMA,05311652,8,22,22,100%,6596,3432,"52,03%",3164,"47,96%",3372,"98,25%",47,"1,39%",55,"1,60%",5,"0,14%",3325,"98,60%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,2077,"54,11%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,894,"23,29%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,563,"14,66%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,80,"2,08%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,68,"1,77%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,30,"0,78%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,21,"0,54%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,13,"0,33%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,8,"0,20%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,7,"0,18%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,5,"0,13%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,4,"0,10%"
29013,29,TOLIMA,ANZOATEGUI,05311707,10,27,27,100%,8737,3893,"44,55%",4844,"55,44%",3838,"98,58%",68,"1,77%",39,"1,00%",16,"0,41%",3770,"98,22%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
