scope_code,department_code,department,municipality,update_mdhm,advance_number,tables_total,tables_reported,tables_reported_pct,census_total,voters,voters_pct,abstention,abstention_pct,valid_votes,valid_votes_pct,blank_votes,blank_votes_pct,null_votes,null_votes_pct,unmarked_votes,unmarked_votes_pct,candidate_votes_total,candidate_votes_total_pct,party_code,party_name,party_color,candidate_code,sort_order,president,vice_president,votes,votes_pct
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,216,"80,00%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,37,"13,70%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,8,"2,96%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,3,"1,11%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,2,"0,74%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,1,"0,37%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,1,"0,37%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,1,"0,37%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,1,"0,37%"
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
60010,60,AMAZONAS,EL ENCANTO,05311710,3,3,3,100%,760,271,"35,65%",489,"64,34%",270,"99,63%",0,0%,0,0%,1,"0,36%",270,100%,8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,544,"92,99%"
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,25,"4,27%"
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,12,"2,05%"
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,1,"0,17%"
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,1,"0,17%"
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,0,0%
60013,60,AMAZONAS,LA CHORRERA,05311710,3,4,4,100%,1132,587,"51,85%",545,"48,14%",585,"99,65%",2,"0,34%",2,"0,34%",0,0%,583,"99,65%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,327,"81,75%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,49,"12,25%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,7,"1,75%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,3,"0,75%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,3,"0,75%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,3,"0,75%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,2,"0,50%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,1,"0,25%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,1,"0,25%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,1,"0,25%"
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60016,60,AMAZONAS,LA PEDRERA,05311634,3,4,4,100%,1348,405,"30,04%",943,"69,95%",400,"98,76%",3,"0,75%",3,"0,74%",2,"0,49%",397,"99,25%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,28,"96,55%"
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,0,0%
60017,60,AMAZONAS,LA VICTORIA,05311619,1,1,1,100%,75,29,"38,66%",46,"61,33%",29,100%,1,"3,44%",0,0%,0,0%,28,"96,55%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,10415,"50,27%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,7328,"35,37%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,1414,"6,82%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,476,"2,29%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,303,"1,46%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,187,"0,90%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,54,"0,26%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,39,"0,18%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,25,"0,12%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,25,"0,12%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,21,"0,10%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,20,"0,09%"
60001,60,AMAZONAS,LETICIA,05311745,15,134,134,100%,45224,20991,"46,41%",24233,"53,58%",20715,"98,68%",401,"1,93%",203,"0,96%",73,"0,34%",20314,"98,06%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,7,"0,03%"
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,89,"92,70%"
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,4,"4,16%"
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,1,"1,04%"
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,0,0%
60019,60,AMAZONAS,MIRITI PARANA,05311639,3,3,3,100%,560,96,"17,14%",464,"82,85%",96,100%,2,"2,08%",0,0%,0,0%,94,"97,91%",9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,94,"83,92%"
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,14,"12,50%"
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,2,,,11,12,PALOMA VALENCIA LASERNA,JUAN DANIEL OVIEDO ARANGO,3,"2,67%"
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,6,,,8,9,ROY LEONARDO BARRERAS MONTEALEGRE,MARTHA LUCÍA ZAMORA ÁVILA,1,"0,89%"
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,13,,,9,10,CARLOS EDUARDO CAICEDO OMAR,NELSON JAVIER ALARCÓN SUÁREZ,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,11,,,2,3,CLAUDIA LÓPEZ,LEONARDO HUMBERTO HUERTA GUTIÉRREZ,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,5,,,10,11,GUSTAVO MATAMOROS CAMACHO,MILA MARÍA PAZ CAMPAZ,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,12,,,13,14,LUIS GILBERTO MURILLO URRUTIA,LUZ MARÍA ZAPATA ZAPATA,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,4,,,6,7,MIGUEL URIBE LONDOÑO,LUISA FERNANDA VILLEGAS ARAQUE,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,14,,,5,6,ÓSCAR MAURICIO LIZCANO ARANGO,PEDRO LUIS DE LA TORRE MARQUEZ,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,8,,,3,4,RAÚL SANTIAGO BOTERO JARAMILLO,CARLOS FERNANDO CUEVAS ROMERO,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,3,,,12,13,SERGIO FAJARDO VALDERRAMA,EDNA CRISTINA DEL SOCORRO BONILLA SEBA,0,0%
60030,60,AMAZONAS,PUERTO ALEGRIA,05311649,1,1,1,100%,289,112,"38,75%",177,"61,24%",112,100%,0,0%,0,0%,0,0%,112,100%,9,PARTIDO CENTRO DEMOCRÁTICO,#4BAFE7,7,8,SONDRA MACOLLINS GARVIN PINTO,LEONARDO KARAM HELO,0,0%
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,7,,,1,1,IVÁN CEPEDA CASTRO,AIDA MARINA QUILCUE VIVAS,163,"85,78%"
60040,60,AMAZONAS,PUERTO ARICA,05311649,2,2,2,100%,535,190,"35,51%",345,"64,48%",190,100%,0,0%,0,0%,0,0%,190,100%,10,,,4,5,ABELARDO DE LA ESPRIELLA,JOSÉ MANUEL RESTREPO ABONDANO,15,"7,89%"
